mnemonic,all_households,owned_households,percent_owned
E05013876,4573,2446,53.5
E05013877,3525,1312,37.2
E05013878,3934,2804,71.3
E05013879,4509,1980,43.9
E05009337,2884,1453,50.4
E05009338,3956,1682,42.5
E05009339,4672,1490,31.9
E05009340,4227,1551,36.7
E05009341,3635,2267,62.4
E05009342,4308,2090,48.5
E05009343,2394,1106,46.2
E05009344,3192,1217,38.1
E05009345,3524,1822,51.7
E05009346,1432,513,35.8
E05009347,3915,2222,56.8
E05009348,3550,1715,48.3
E05009349,4027,2444,60.7
E05009350,3287,2119,64.5
E05009351,3420,1714,50.1
E05012494,4654,3231,69.4
E05012495,2736,1801,65.8
E05012496,2850,2207,77.4
E05012497,2702,1907,70.6
E05012498,2959,2347,79.3
E05012499,3192,1651,51.7
E05012500,2872,2124,74
E05012501,2768,1761,63.6
E05012502,2905,2275,78.3
E05012503,4143,2959,71.4
E05012504,5199,2722,52.4
E05012505,2965,2128,71.8
E05012506,2663,1803,67.7
E05012507,3214,2128,66.2
E05012508,2896,1569,54.2
E05012509,2863,2131,74.4
E05012510,3241,2276,70.2
E05012511,3460,1376,39.8
E05012512,2656,1918,72.2
E05002372,1122,729,65
E05002373,1786,1257,70.4
E05002374,3514,2552,72.6
E05002375,1151,956,83.1
E05002376,2204,1911,86.7
E05002377,4087,3054,74.7
E05002378,3773,2991,79.3
E05002379,2132,1874,87.9
E05002380,2408,1953,81.1
E05002381,3771,2745,72.8
E05002382,3289,2671,81.2
E05002383,1150,893,77.7
E05002384,4147,3082,74.3
E05002385,3329,2745,82.5
E05002386,4800,3293,68.6
E05002387,2321,1748,75.3
E05002388,1355,776,57.3
E05002389,4782,3546,74.2
E05002390,1264,1024,81
E05002391,2324,1973,84.9
E05002392,1420,1038,73.1
E05002393,2632,1913,72.7
E05002394,3128,2091,66.8
E05002395,4062,2995,73.7
E05002396,3217,2788,86.7
E05009406,6830,3577,52.4
E05009407,6391,3871,60.6
E05009408,5916,3765,63.6
E05009409,5480,2635,48.1
E05009410,7513,4000,53.2
E05009411,5657,3075,54.4
E05009412,6639,2007,30.2
E05009413,5967,3683,61.7
E05009414,5608,3109,55.4
E05009415,5144,2427,47.2
E05009416,5585,4208,75.3
E05009417,5039,3480,69.1
E05009418,5322,3870,72.7
E05009419,5423,2756,50.8
E05009420,6182,3443,55.7
E05009421,6596,4156,63
E05009422,4512,2636,58.4
E05009423,6454,3545,54.9
E05009424,6844,1703,24.9
E05002420,5696,1986,34.9
E05002421,5306,2039,38.4
E05002422,6570,2123,32.3
E05002423,7872,3652,46.4
E05002424,5983,3688,61.6
E05002425,6570,3165,48.2
E05002426,5212,2428,46.6
E05002427,5731,2049,35.8
E05002428,4128,2766,67
E05002429,5748,4396,76.5
E05002430,6527,3828,58.6
E05002431,7909,2573,32.5
E05002432,5534,1732,31.3
E05002433,6721,4561,67.9
E05002434,8570,3002,35
E05002435,4063,2602,64
E05002436,4226,3370,79.7
E05002437,4553,2563,56.3
E05002438,4242,2678,63.1
E05002439,6321,4446,70.3
E05002440,3914,2767,70.7
E05002441,6148,4362,70.9
E05002442,6342,3008,47.4
E05002443,7750,1068,13.8
E05002444,5220,3919,75.1
E05002445,5859,3584,61.2
E05002446,5445,4498,82.6
E05002447,5969,3277,54.9
E05002448,6452,3024,46.9
E05002449,5855,3574,61
E05002450,6300,3891,61.8
E05002451,6465,2997,46.4
E05002452,5736,3043,53.1
E05002453,6131,2603,42.5
E05002454,6481,2176,33.6
E05002455,9279,2220,23.9
E05002456,5300,3239,61.1
E05002457,6788,1586,23.4
E05002458,6162,2661,43.2
E05002459,6095,3859,63.3
E05002460,5932,3188,53.7
E05002461,7501,3058,40.8
E05002462,6157,3724,60.5
E05002463,6627,3403,51.4
E05002464,5955,3694,62
E05002465,5957,2447,41.1
E05002466,6677,3103,46.5
E05002467,6101,3370,55.2
E05002468,6172,4311,69.8
E05002469,4696,1737,37
E05002470,6894,3238,47
E05013359,1753,1417,80.8
E05013360,1597,1366,85.5
E05013361,1566,1155,73.8
E05013362,1445,1148,79.4
E05013363,1560,1117,71.6
E05013364,1550,1195,77.1
E05013365,1594,1229,77.1
E05013366,1990,1207,60.7
E05013367,1425,844,59.2
E05013368,1446,1186,82
E05013369,1854,1495,80.6
E05013370,1808,1253,69.3
E05013371,1725,1314,76.2
E05013372,1553,1143,73.6
E05013373,1809,1312,72.5
E05013374,1642,1161,70.7
E05013375,1611,1134,70.4
E05013376,1701,1214,71.4
E05013377,1645,1056,64.2
E05013378,1207,1014,84
E05013379,1521,1284,84.4
E05013380,1966,849,43.2
E05013381,1529,1123,73.4
E05013382,1979,1066,53.9
E05013383,1837,881,48
E05013384,1434,992,69.2
E05013385,1787,1178,65.9
E05013386,1814,986,54.4
E05013387,2272,1075,47.3
E05013388,1113,482,43.3
E05013389,1426,872,61.2
E05013390,1566,1056,67.4
E05013391,1687,922,54.7
E05013392,1826,1230,67.4
E05013393,1616,1049,64.9
E05013394,1673,1201,71.8
E05013395,1722,1054,61.2
E05013396,1628,1228,75.4
E05013397,1896,1333,70.3
E05013120,4822,2778,57.6
E05013121,4217,3016,71.5
E05013122,5427,4387,80.8
E05013123,4349,3311,76.1
E05013124,5738,2879,50.2
E05013125,5234,2970,56.7
E05013126,4770,3392,71.1
E05013127,4386,2291,52.2
E05013128,4758,2938,61.7
E05013129,4465,3117,69.8
E05013130,4556,3476,76.3
E05013131,4371,2254,51.6
E05013132,4049,2620,64.7
E05013133,4687,3409,72.7
E05013134,4411,3532,80.1
E05013135,4303,3509,81.5
E05013136,4131,2806,67.9
E05013137,4475,2917,65.2
E05013138,4310,3221,74.7
E05013139,4465,3348,75
E05013140,4432,2958,66.7
E05013141,4168,2823,67.7
E05013142,4608,3159,68.6
E05013143,3756,2809,74.8
E05013144,4503,3512,78
E05013145,3408,2505,73.5
E05013146,4849,3686,76
E05013147,4205,3321,79
E05013148,4517,3430,75.9
E05013149,3802,3222,84.7
E05013150,4129,2859,69.2
E05013151,4552,3623,79.6
E05013152,4303,3086,71.7
E05013153,4738,3439,72.6
E05013154,4427,3482,78.7
E05013155,4205,3602,85.7
E05013156,4171,3121,74.8
E05013157,4684,2575,55
E05013158,3920,2895,73.9
E05013159,5867,3995,68.1
E05013160,4385,2565,58.5
E05013161,4531,3331,73.5
E05013162,4904,3479,70.9
E05013163,4280,2479,57.9
E05013164,4756,3402,71.5
E05013165,4813,3241,67.3
E05013166,4199,2767,65.9
E05013167,4983,3499,70.2
E05013168,4313,3205,74.3
E05011574,6707,2606,38.9
E05011575,4369,2118,48.5
E05011576,4360,2489,57.1
E05011577,5724,3373,58.9
E05011578,4489,3320,74
E05011579,4199,3292,78.4
E05011580,4780,3342,69.9
E05011581,5493,3754,68.3
E05011582,5489,2937,53.5
E05011201,2175,1651,75.9
E05011202,2203,1218,55.3
E05011203,2492,1533,61.5
E05011204,3578,1428,39.9
E05011205,3986,1307,32.8
E05011206,2167,1685,77.8
E05011207,3209,1457,45.4
E05011208,2215,1013,45.7
E05011209,2347,1550,66
E05011210,2433,1638,67.3
E05011211,2363,1419,60.1
E05011212,2114,1652,78.1
E05011213,2460,1661,67.5
E05011214,2212,1068,48.3
E05011215,1998,1377,68.9
E05011216,2491,1227,49.3
E05011583,2083,1509,72.4
E05011584,1054,875,83
E05011585,3170,2466,77.8
E05011586,834,636,76.3
E05011587,2383,1406,59
E05011588,1770,998,56.4
E05011589,3239,2418,74.7
E05011590,1987,1534,77.2
E05011591,3410,1849,54.2
E05011592,1043,815,78.1
E05011593,2781,1822,65.5
E05011594,2348,1679,71.5
E05011595,2135,1556,72.9
E05011596,2310,1536,66.5
E05011597,879,685,77.9
E05011598,2592,1643,63.4
E05011599,2132,1785,83.7
E05011600,2209,1637,74.1
E05011601,2076,1506,72.5
E05011602,2079,1819,87.5
E05011603,1165,898,77.1
E05011604,2935,1435,48.9
E05011605,2122,1827,86.1
E05011606,2305,1916,83.1
E05011607,1891,1377,72.8
E05011608,2248,1666,74.1
E05011609,2646,1788,67.6
E05011610,2548,1289,50.6
E05011611,2284,1977,86.6
E05011612,2094,1636,78.1
E05011613,961,773,80.4
E05011614,1863,1466,78.7
E05011615,986,749,76
E05011616,2181,1538,70.5
E05011617,2238,1690,75.5
E05011618,1974,1450,73.5
E05011619,2228,1695,76.1
E05011620,1047,795,75.9
E05011621,2386,1496,62.7
E05011622,2250,1782,79.2
E05011623,1029,719,69.9
E05011624,1883,1543,81.9
E05011625,1268,1050,82.8
E05011626,1566,1250,79.8
E05011627,1372,1089,79.4
E05011628,1891,1365,72.2
E05011629,1761,1257,71.4
E05011630,1340,1088,81.2
E05011631,1394,1142,81.9
E05011632,1276,962,75.4
E05011633,1269,1112,87.6
E05011634,1588,1281,80.7
E05011635,1741,1258,72.3
E05011636,1327,1106,83.3
E05011637,2946,2277,77.3
E05011638,1376,1141,82.9
E05011639,1626,1126,69.2
E05011640,2031,1044,51.4
E05011641,1183,1026,86.7
E05011642,1587,1245,78.4
E05011643,1438,1172,81.5
E05011644,1858,1263,68
E05011645,1337,1023,76.5
E05011646,1858,1263,68
E05011647,1744,1439,82.5
E05011648,1958,1416,72.3
E05011649,3040,2400,78.9
E05011650,2900,2377,82
E05011651,1505,1329,88.3
E05011652,1517,1238,81.6
E05011653,1545,1193,77.2
E05011654,1453,1168,80.4
E05011655,2023,1559,77.1
E05011656,1811,1274,70.3
E05011657,1615,1264,78.3
E05011658,1416,1150,81.2
E05011659,1442,1171,81.2
E05011660,1395,1006,72.1
E05011661,2570,1940,75.5
E05011662,1343,866,64.5
E05011663,1228,935,76.1
E05011664,1514,1332,88
E05011665,1196,946,79.1
E05013078,4257,3369,79.1
E05013079,3704,2610,70.5
E05013080,4531,2582,57
E05013081,4947,2082,42.1
E05013082,4606,3238,70.3
E05013083,4110,2670,65
E05013084,3761,2670,71
E05013085,3913,3067,78.4
E05013086,4119,3130,76
E05013087,4341,1994,45.9
E05013088,3790,2920,77
E05013089,4442,2055,46.3
E05013090,4789,2750,57.4
E05013091,4591,2388,52
E05013092,4579,3718,81.2
E05013093,4721,3354,71
E05013094,4541,3060,67.4
E05013095,2902,1987,68.5
E05012290,1107,878,79.3
E05012291,1080,800,74.1
E05012292,1324,553,41.8
E05012293,1157,832,71.9
E05012294,1484,937,63.1
E05012295,973,697,71.6
E05012296,1388,853,61.5
E05012297,1110,860,77.5
E05012298,2440,1812,74.3
E05012299,4052,3002,74.1
E05012300,1139,795,69.8
E05012301,2441,1961,80.3
E05012302,3257,2676,82.2
E05012303,1233,890,72.2
E05012304,1192,902,75.7
E05012305,2338,1902,81.4
E05012306,1136,1029,90.6
E05012307,1303,1101,84.5
E05012308,2098,1737,82.8
E05012309,1071,751,70.1
E05012310,1141,860,75.4
E05012311,2596,1927,74.2
E05012312,1140,812,71.2
E05012313,1444,897,62.1
E05012314,1202,902,75
E05012315,2795,1763,63.1
E05012316,1186,851,71.8
E05012317,1449,1091,75.3
E05012318,2706,1747,64.6
E05012319,2566,1984,77.3
E05012320,1157,666,57.6
E05011187,4523,3348,74
E05011188,2894,2075,71.7
E05011189,4206,2767,65.8
E05011190,4571,3663,80.1
E05011191,4619,2467,53.4
E05011192,4118,2789,67.7
E05011193,4696,2325,49.5
E05011194,4491,3650,81.3
E05011195,4639,2994,64.5
E05011196,4140,2918,70.5
E05011197,4557,3727,81.8
E05011198,4149,3614,87.1
E05011199,2527,1881,74.4
E05011200,2783,2168,77.9
E05004516,3377,2495,73.9
E05004517,3018,2443,80.9
E05004518,3071,2135,69.5
E05004519,3202,2016,63
E05004520,2925,2404,82.2
E05004521,3135,2609,83.2
E05004522,2895,2511,86.7
E05004523,3922,2810,71.6
E05004524,4791,4016,83.8
E05004525,2983,2512,84.2
E05004526,3035,2490,82
E05004527,2927,2403,82.1
E05004528,3063,2354,76.9
E05004529,3266,2473,75.7
E05004530,3034,2520,83.1
E05014138,2676,2260,84.5
E05014139,2165,1684,77.8
E05014140,2421,1534,63.4
E05014141,2414,1555,64.4
E05014142,2525,1936,76.7
E05014143,2659,1036,39
E05014144,2785,1096,39.4
E05014145,2652,1124,42.4
E05014146,2794,1902,68.1
E05014147,2439,1804,74
E05014148,2424,1833,75.6
E05014149,3075,1963,63.8
E05014150,2473,1836,74.2
E05014151,2413,1282,53.1
E05009352,3475,2724,78.4
E05009353,2946,2540,86.2
E05009354,4283,3149,73.5
E05009355,4026,2829,70.3
E05009356,3338,2608,78.1
E05009357,3490,2563,73.4
E05009358,4011,2897,72.2
E05009359,3883,2896,74.6
E05009360,3616,2390,66.1
E05009361,3393,2664,78.5
E05009362,3508,3003,85.6
E05004566,2486,1449,58.3
E05004567,2954,1282,43.4
E05004568,3940,3040,77.2
E05004569,2819,1332,47.3
E05004570,3982,3267,82
E05004571,4676,3502,74.9
E05004572,4285,2935,68.5
E05004573,4263,3227,75.7
E05004574,3925,3064,78.1
E05004575,3991,3165,79.3
E05004576,4618,3274,70.9
E05004577,4256,2518,59.2
E05004578,2840,1060,37.3
E05004579,4559,3280,71.9
E05004580,2279,1995,87.5
E05004581,2646,2325,87.9
E05004582,1180,1035,87.7
E05004583,2181,1701,78
E05004584,2248,1840,81.9
E05004585,1034,863,83.5
E05004586,2327,1921,82.6
E05004587,2376,1690,71.1
E05004588,1731,1075,62.1
E05004589,2601,2007,77.2
E05004590,2648,1914,72.3
E05004592,2598,2109,81.2
E05004593,2795,1899,67.9
E05004596,1463,992,67.8
E05004597,2769,1758,63.5
E05004598,2499,2120,84.8
E05004599,2853,2111,74
E05004600,3086,2192,71
E05004601,1372,1001,73
E05004602,2394,1671,69.8
E05004603,2422,1994,82.3
E05004604,3058,1972,64.5
E05004605,2723,1802,66.2
E05004606,1117,889,79.6
E05004607,2519,2001,79.4
E05004608,3033,1861,61.4
E05004609,2258,1793,79.4
E05004610,2823,2024,71.7
E05004611,2582,1716,66.5
E05004612,2497,1859,74.4
E05004613,2122,1485,70
E05008932,1223,827,67.6
E05008933,3053,2173,71.2
E05008934,1058,904,85.4
E05008989,2814,1523,54.1
E05008990,3145,1518,48.3
E05008991,2921,2056,70.4
E05008992,2939,1744,59.3
E05008993,2760,2012,72.9
E05008994,2961,2335,78.9
E05008995,3680,2180,59.2
E05008996,3070,1955,63.7
E05008997,3098,1997,64.5
E05008998,2789,2006,71.9
E05008999,3389,1664,49.1
E05009000,3084,805,26.1
E05009001,2648,1977,74.7
E05012085,2444,1457,59.6
E05012088,3976,2201,55.4
E05012093,2617,2114,80.8
E05012097,1405,990,70.5
E05012098,3834,2431,63.4
E05012100,2806,1783,63.5
E05012102,2684,2089,77.8
E05012927,1003,832,83
E05012928,4138,2562,61.9
E05012929,3765,2576,68.4
E05012930,3820,1949,51
E05012931,2810,2001,71.2
E05012932,2763,2109,76.3
E05012933,1429,979,68.5
E05012934,1341,803,59.9
E05012935,1427,1126,78.9
E05012936,3252,2639,81.2
E05012937,3142,2408,76.6
E05012938,3688,2719,73.7
E05012939,2366,1948,82.3
E05010995,3862,2779,72
E05010996,3407,2672,78.4
E05010997,3564,2580,72.4
E05010998,3925,3122,79.5
E05010999,2515,1884,74.9
E05011000,3697,2703,73.1
E05011001,3606,2603,72.2
E05011002,4155,1850,44.5
E05011003,2254,695,30.8
E05011004,3990,1883,47.2
E05011005,3077,1945,63.2
E05011006,2956,1675,56.7
E05011007,2741,1750,63.8
E05011008,2232,1565,70.1
E05011009,2687,1930,71.8
E05011010,3044,2282,75
E05011743,2630,1236,47
E05011744,2867,1455,50.7
E05011745,1291,1022,79.2
E05011746,1151,922,80.1
E05011747,990,592,59.8
E05011748,1346,984,73.1
E05011749,1196,856,71.6
E05011750,791,538,68
E05011751,1069,786,73.5
E05011752,1056,906,85.8
E05011753,2580,1532,59.4
E05011754,1078,682,63.3
E05011755,1050,843,80.3
E05011756,947,787,83.1
E05011757,1175,840,71.5
E05011758,930,816,87.7
E05011759,970,754,77.7
E05011760,1045,742,71
E05011761,1263,647,51.2
E05011762,893,698,78.2
E05011763,967,658,68
E05011764,1972,1171,59.4
E05011765,1069,760,71.1
E05011766,1252,900,71.9
E05011767,1073,841,78.4
E05011768,1203,782,65
E05011769,1155,772,66.8
E05011770,1064,379,35.6
E05011771,1110,782,70.5
E05011772,1293,860,66.5
E05011773,1149,901,78.4
E05011774,1086,755,69.5
E05011775,3062,1308,42.7
E05011776,983,650,66.1
E05011777,1740,1271,73
E05011778,1029,791,76.9
E05011779,2259,1781,78.8
E05011780,2668,1882,70.5
E05011781,1124,710,63.2
E05010392,3075,2428,79
E05010393,2310,1747,75.6
E05010395,3047,2558,84
E05010396,4766,3146,66
E05010397,1753,1264,72.1
E05010398,3601,2915,80.9
E05010399,6059,3680,60.7
E05010402,2588,731,28.2
E05010404,3403,2865,84.2
E05010405,3779,1465,38.8
E05010407,1942,1477,76.1
E05010408,1617,1256,77.7
E05010409,1815,1392,76.7
E05010410,4133,1593,38.5
E05010411,3770,1935,51.3
E05012953,1678,1217,72.5
E05012954,1652,1333,80.7
E05012955,1853,1484,80.1
E05012956,3358,2476,73.7
E05012990,4572,2144,46.9
E05012991,3017,2213,73.4
E05012392,996,789,79.2
E05012393,2277,1797,78.9
E05012394,1450,1158,79.9
E05012395,1302,758,58.2
E05012396,1155,743,64.3
E05012397,1864,1110,59.5
E05012398,3121,1874,60
E05012399,2092,1866,89.2
E05012400,2100,1900,90.5
E05012401,2729,2291,84
E05012402,1084,865,79.8
E05012403,2361,1491,63.2
E05012404,2368,1170,49.4
E05012405,3269,1869,57.2
E05012406,2665,1557,58.4
E05012407,2745,1359,49.5
E05012408,3731,1630,43.7
E05012409,2072,1062,51.3
E05012410,3135,2221,70.8
E05012411,3171,2485,78.4
E05012855,1458,1236,84.8
E05012856,4602,3261,70.9
E05012857,3192,1731,54.2
E05012858,2751,2419,87.9
E05012859,2685,1998,74.4
E05012860,3240,2505,77.3
E05012861,3007,2192,72.9
E05012862,1681,1326,78.9
E05012863,3329,2256,67.8
E05012864,3359,2210,65.8
E05012865,3683,2396,65.1
E05012866,2940,1120,38.1
E05012867,2824,2019,71.5
E05012868,1998,773,38.7
E05012869,3881,1562,40.2
E05012870,3221,2402,74.6
E05012871,2698,2070,76.7
E05004964,2898,1630,56.2
E05004965,949,763,80.4
E05004966,1915,916,47.8
E05004967,1599,1293,80.9
E05004968,1383,1269,91.8
E05004969,1803,1486,82.4
E05004970,1718,1557,90.6
E05004971,3209,1315,41
E05004972,3359,1857,55.3
E05004973,2267,1720,75.9
E05004974,3328,1433,43.1
E05004975,3751,1621,43.2
E05004976,1649,1473,89.3
E05004977,1663,1373,82.6
E05004978,3163,1669,52.8
E05004979,2649,1421,53.6
E05004980,1732,1192,68.8
E05004981,2692,1971,73.2
E05004982,3310,2867,86.6
E05004983,1034,932,90.1
E05004984,3420,2942,86
E05004985,1160,906,78.1
E05004986,3440,2928,85.1
E05004987,2869,1554,54.2
E05004989,1257,1066,84.8
E05004990,1393,995,71.4
E05004991,3733,2414,64.7
E05004992,4458,2309,51.8
E05004993,2943,2209,75.1
E05004994,2540,1889,74.4
E05004995,2752,1729,62.8
E05004996,5106,2083,40.8
E05004997,1013,812,80.2
E05004999,3893,2753,70.7
E05005000,4016,2322,57.8
E05005001,1042,797,76.5
E05005002,3491,1677,48
E05005003,3460,2233,64.5
E05005004,2463,1282,52.1
E05005006,2664,2033,76.3
E05005007,1205,882,73.2
E05008553,3425,2606,76.1
E05008554,1021,851,83.3
E05008555,4114,2924,71.1
E05005010,874,621,71.1
E05005011,829,606,73.1
E05005012,2507,1636,65.3
E05005013,2361,1588,67.3
E05005014,1804,1134,62.9
E05005016,2102,1540,73.3
E05005017,2582,2159,83.6
E05005018,1422,1203,84.6
E05005021,1721,1376,80
E05005026,1683,1053,62.6
E05005027,1815,1439,79.3
E05005028,1794,1158,64.5
E05005029,2917,1759,60.3
E05005031,1878,937,49.9
E05005032,2792,1562,55.9
E05009956,2463,1853,75.2
E05009958,804,640,79.6
E05009959,2427,1985,81.8
E05009960,1686,1425,84.5
E05009961,960,645,67.2
E05009962,1874,1491,79.6
E05009963,997,753,75.5
E05009964,2520,2011,79.8
E05009965,1936,1306,67.5
E05011558,2567,1961,76.4
E05011559,1699,1225,72.1
E05010015,1781,1287,72.3
E05010016,5304,3333,62.8
E05010017,4786,2598,54.3
E05010018,5632,2111,37.5
E05010019,3016,1411,46.8
E05010020,5365,3862,72
E05010021,2745,2151,78.4
E05010022,3176,2400,75.6
E05010023,4629,3535,76.4
E05010024,2708,2233,82.5
E05010025,3256,2655,81.5
E05010026,2590,1789,69.1
E05010027,3345,2440,72.9
E05009544,2446,1553,63.5
E05009545,2384,1905,79.9
E05009546,2556,1899,74.3
E05009547,2410,1817,75.4
E05009548,1538,1015,66
E05009549,1162,823,70.8
E05009550,2599,2035,78.3
E05009551,2566,1698,66.2
E05009552,2536,1756,69.2
E05009553,2430,1475,60.7
E05009554,3299,2651,80.4
E05009555,2655,1557,58.6
E05009556,1184,737,62.2
E05009557,3347,2292,68.5
E05009558,2939,1670,56.8
E05009559,2431,1658,68.2
E05009560,5248,2134,40.7
E05009561,3645,2485,68.2
E05009562,2671,1888,70.7
E05009563,2700,1740,64.4
E05009564,1424,965,67.8
E05009565,2760,1854,67.2
E05009566,1156,932,80.6
E05009567,2410,1976,82
E05005081,1884,1230,65.3
E05005082,1869,1601,85.7
E05005083,3152,2384,75.6
E05005084,1877,1454,77.5
E05005085,4044,2016,49.9
E05005086,2195,1738,79.2
E05005087,2954,2333,79
E05005088,4423,1477,33.4
E05005089,3163,1642,51.9
E05005090,3893,1675,43
E05005091,2055,1411,68.7
E05005092,897,766,85.4
E05005093,2949,794,26.9
E05005094,2087,1536,73.6
E05005095,2195,928,42.3
E05005096,2846,1759,61.8
E05005097,3133,2333,74.5
E05005098,2285,1323,57.9
E05005099,2125,1378,64.8
E05005100,3472,2566,73.9
E05005101,3275,2409,73.6
E05005102,2000,1308,65.4
E05005103,3444,2109,61.2
E05009568,2635,2193,83.2
E05009569,2164,1363,63
E05009570,3092,2339,75.6
E05009571,1648,1227,74.5
E05009572,1900,1399,73.6
E05009573,1935,1353,69.9
E05009574,1969,1551,78.8
E05009575,1853,1445,78
E05009577,2939,2067,70.3
E05009578,1932,1459,75.5
E05009579,1907,1628,85.4
E05009580,2287,1358,59.4
E05009582,2006,1447,72.1
E05009583,1789,1301,72.7
E05009584,3328,1821,54.7
E05009585,2082,1122,53.9
E05009586,2858,2035,71.2
E05009587,1919,954,49.7
E05009588,2136,1317,61.7
E05009589,829,635,76.6
E05009590,3059,2294,75
E05009591,1765,1390,78.8
E05012988,2143,1195,55.8
E05012989,3393,2611,77
E05005130,2912,1863,64
E05005131,2147,1655,77.1
E05005132,1970,1084,55
E05005133,914,646,70.7
E05005134,4158,2212,53.2
E05005135,927,696,75.1
E05005136,1848,1295,70.1
E05005137,2733,1904,69.7
E05005138,1848,1248,67.5
E05005139,1571,1173,74.7
E05005140,2954,2139,72.4
E05005141,3494,2284,65.4
E05005142,2374,1712,72.1
E05005143,2124,1312,61.8
E05005144,2799,1357,48.5
E05005145,2847,1909,67.1
E05005146,3413,1856,54.4
E05005147,3102,1870,60.3
E05005148,1817,1304,71.8
E05005149,2279,1879,82.4
E05010921,4694,2121,45.2
