mnemonic,percent_1parent
E05010463,3.2
E05010464,5.6
E05010465,13.3
E05010466,9.9
E05010467,9.9
E05010468,4.3
E05010469,5.7
E05010470,4.6
E05010471,13.1
E05010472,4.5
E05010473,4.8
E05010474,7.6
E05010475,7
E05010476,5.8
E05010477,11.8
E05010478,7.1
E05012632,7.1
E05012633,2.2
E05012634,4.1
E05012635,2.7
E05012636,3.6
E05012637,3.1
E05012638,2
E05012639,2.3
E05012640,3.6
E05012641,5.6
E05012642,6.3
E05012643,3.6
E05012644,4.1
E05012645,5.8
E05012646,3.7
E05012270,19.6
E05012271,11.8
E05012272,8.6
E05012273,12
E05012274,10.3
E05012275,14.1
E05012276,9.7
E05012277,1.5
E05012278,10.9
E05012279,5.9
E05012280,8.8
E05012281,6.6
E05012282,5.5
E05012283,6.4
E05012284,7.2
E05012285,9.6
E05012286,6.4
E05012287,10
E05012288,7.3
E05012289,4.2
E05013213,10.3
E05013214,7.1
E05013215,6.1
E05013216,6.4
E05013217,8.7
E05013218,9.9
E05013219,5.3
E05013220,4.5
E05013221,7.2
E05013222,6.7
E05013223,6.8
E05013224,5.6
E05013225,7.1
E05013226,4.5
E05013227,11.2
E05013228,8.9
E05013229,7.3
E05013230,7.8
E05013231,4.3
E05013232,5.8
E05013233,6.4
E05013234,5.8
E05013235,7
E05013236,4.1
E05013237,6.8
E05013238,10
E05013239,6.5
E05013240,9.9
E05013241,5
E05013242,5
E05013243,5.1
E05013244,4.3
E05013245,4.8
E05013246,6.9
E05013247,11.7
E05013248,6.3
E05013249,7.1
E05013250,4.9
E05013251,7.2
E05013252,5.2
E05013253,7.2
E05013254,4.5
E05013255,5.9
E05013256,7.7
E05013257,4.6
E05013258,9.2
E05013259,5.1
E05013260,4.7
E05013261,5.6
E05013262,6.9
E05013263,5
E05013264,7.7
E05013265,3.9
E05013266,10.6
E05013267,12.7
E05013268,5.1
E05013269,4.7
E05003280,7.1
E05003281,2.5
E05003282,4.2
E05003283,4.8
E05003284,2.7
E05003286,6
E05003287,4.3
E05003289,4
E05003290,7
E05003292,7
E05003293,8.1
E05003295,10
E05003296,6.4
E05003297,7.2
E05003299,9.5
E05003300,5
E05003301,4.1
E05003302,3.2
E05008520,6.2
E05008521,5.4
E05008522,7.3
E05008523,6.4
E05008524,4.3
E05011983,5
E05011984,4.7
E05011985,4
E05011986,5.9
E05011987,8
E05011988,6.1
E05011989,5.8
E05011990,4.8
E05011991,8.8
E05011992,8.5
E05011993,6.3
E05011994,7.7
E05011995,5.9
E05011996,6.1
E05011997,4.9
E05011998,6.9
E05011999,5.5
E05003323,6.8
E05003324,8
E05003325,4.9
E05003326,3.8
E05003327,8.4
E05003328,7
E05003329,6.2
E05003330,9.1
E05003331,3.5
E05003332,6.1
E05003333,9.1
E05003334,11.7
E05003335,6.3
E05003336,8.2
E05003337,8.8
E05003338,7.6
E05003339,6.3
E05003340,2.8
E05003341,3.8
E05003342,5.5
E05003343,6.8
E05003344,3.6
E05003345,2.9
E05003346,3.2
E05003347,2.5
E05003348,2.4
E05003349,3.5
E05003350,2
E05003351,5
E05003352,3.3
E05003353,3.6
E05003354,3.1
E05003355,3.3
E05003356,2.7
E05003357,2.3
E05003358,3.3
E05003359,2.6
E05003360,4.1
E05003361,5.7
E05003362,2.7
E05003363,4.7
E05003364,4.5
E05003365,2.6
E05003366,4.9
E05010604,10.2
E05010605,3.5
E05010606,10.2
E05010607,8
E05010608,6.1
E05010609,5.1
E05010610,7.8
E05010611,6.7
E05010612,8.4
E05010613,3.2
E05010614,5.4
E05010615,6.7
E05010616,6.4
E05010617,4.9
E05010618,7.1
E05010619,5.1
E05010620,4.3
E05010621,3.8
E05010622,5.7
E05010623,5.6
E05010624,5.3
E05010625,5.9
E05010626,4.3
E05010627,6.1
E05010628,6.2
E05010629,4.6
E05010630,7.2
E05010631,4.5
E05010632,16
E05010633,9.4
E05010634,8
E05010635,4.3
E05010636,2.8
E05010637,7.6
E05010638,4.7
E05010639,8.4
E05010640,4
E05010641,3.8
E05010642,8.1
E05010643,2.9
E05010644,3.4
E05010645,4.3
E05010646,10.7
E05010647,2
E05010648,7.2
E05010649,5.1
E05010650,8.4
E05012040,1.8
E05012041,3.9
E05012042,3.6
E05012043,5.5
E05012044,9
E05012045,3
E05012046,7.3
E05012047,3.6
E05012048,4.9
E05012049,6.6
E05012050,8.1
E05012051,3.9
E05012052,8.4
E05012053,7
E05012054,6.4
E05012055,6.6
E05012056,7
E05012057,4.3
E05012058,4.5
E05012059,7.2
E05012060,5.3
E05012061,5.5
E05012062,5.1
E05012063,2.4
E05008809,5.9
E05008810,7.7
E05008811,6
E05008812,5.5
E05008813,6.3
E05008814,5.4
E05008815,5.1
E05008816,6.8
E05008817,7
E05008818,4.4
E05008819,4.5
E05008820,5.9
E05008821,5.9
E05008822,6.8
E05008823,8.5
E05005408,7.3
E05005409,6.8
E05005410,5.6
E05005411,4.3
E05005412,5.8
E05005413,8.6
E05005414,4.1
E05005416,6
E05005417,3.1
E05005418,5.8
E05005419,6.5
E05005420,7.5
E05005421,4
E05005422,5.5
E05005423,4.7
E05005424,6.1
E05009619,5.8
E05009620,6.9
E05005426,6.3
E05005427,5.7
E05005428,4.2
E05005429,4.5
E05005430,4.9
E05005431,2.7
E05005432,8.8
E05005433,5.5
E05005434,3.1
E05005435,6.8
E05005436,6.4
E05005437,2.7
E05005438,2.7
E05005439,9
E05005440,3.6
E05005441,5.7
E05005442,7.2
E05005443,5.2
E05005444,4.9
E05005445,5.8
E05005446,5.4
E05005447,6.2
E05005448,7.6
E05005449,6.9
E05005450,6.7
E05005451,3
E05005452,6.3
E05005453,3.2
E05011964,4.2
E05011965,4.7
E05011966,5.7
E05011967,6.5
E05011968,2.8
E05011969,5.8
E05011970,5.2
E05011971,5.6
E05011972,2.8
E05011973,6.6
E05011974,5.6
E05011975,5.4
E05011976,4.5
E05011977,3.7
E05011978,6.4
E05011979,2.8
E05011980,3
E05011981,5.3
E05011982,3.4
E05005479,4.1
E05005480,5.9
E05005481,6.6
E05005482,5.8
E05005483,4.3
E05005484,4.1
E05005485,6.8
E05005486,4.8
E05005487,6.6
E05005488,6.9
E05005489,4.9
E05005490,6.3
E05005491,5.2
E05005492,4.7
E05005493,7.9
E05005494,2.3
E05005495,6.9
E05005496,4.5
E05005497,2.7
E05005498,2.4
E05005499,2.4
E05005500,4.7
E05005501,4.7
E05005502,6.1
E05005503,9
E05005504,6.1
E05005505,7.2
E05005506,6
E05005507,3.7
E05005508,3.1
E05005509,5.2
E05005510,5
E05010090,3.6
E05010091,4.4
E05010092,7.2
E05010093,6
E05010094,7
E05010095,5.4
E05010096,7.1
E05010097,5.8
E05010098,5.5
E05010099,3.1
E05010100,4.5
E05010101,3.3
E05010102,6.7
E05010103,7.5
E05010104,4.5
E05010105,10.2
E05010106,4.8
E05010107,7.2
E05010108,9.3
E05010109,6.4
E05010110,3.9
E05010111,4.8
E05010112,3.5
E05010113,6
E05010114,6.9
E05010115,4.3
E05010116,3.2
E05010117,7.3
E05010118,5.6
E05010119,5.8
E05010120,4.6
E05010121,6.9
E05010122,8.7
E05010123,7.4
E05010124,2.8
E05010125,8.3
E05010126,3.6
E05010127,4.1
E05005531,6
E05005532,4.1
E05005533,5.2
E05005534,3.9
E05005535,5.9
E05005536,9
E05005537,5.4
E05005538,6.9
E05005539,6.3
E05005540,4.9
E05009621,4.2
E05009622,11.5
E05009623,6.5
E05009624,4.9
E05009625,7.8
E05009626,5.1
E05009627,6.3
E05009628,9.1
E05009629,8.6
E05009630,9.9
E05009631,5.6
E05009632,6.2
E05009633,4
E05009634,9.3
E05009635,8.7
E05009873,6.4
E05009874,3.3
E05009875,5
E05009876,2.9
E05009877,5.6
E05009878,1.5
E05009879,4.7
E05009880,4.2
E05009881,4
E05009882,3
E05009883,2.3
E05009884,5.2
E05009885,6.3
E05009886,6.4
E05009887,3.4
E05009888,4.7
E05009889,3.2
E05009890,10.5
E05009891,8.4
E05009892,2.1
E05009893,7.8
E05009894,8.5
E05009895,4.3
E05009896,6.6
E05009897,7.1
E05009898,3.7
E05009899,7.7
E05009900,2.9
E05009901,3.6
E05009902,4.5
E05009903,8.3
E05009904,7.1
E05009905,2.7
E05009906,6.2
E05009907,2.6
E05009908,3.1
E05009909,4.4
E05010784,8
E05010785,11
E05010786,6.4
E05010787,3.9
E05010788,8.5
E05010789,10
E05010790,6.5
E05010791,8.6
E05010792,8.8
E05010793,6.1
E05010794,7.1
E05005618,4.6
E05005619,5.1
E05005620,5.4
E05005621,5.6
E05005622,6
E05005623,3.1
E05005624,6.1
E05005625,4.4
E05005626,4
E05005627,4.1
E05005628,2.7
E05005629,4.4
E05005630,3.8
E05005631,6
E05005632,8.1
E05005633,4.7
E05005634,4.5
E05005635,4.8
E05005636,5.1
E05005637,4.7
E05005638,9.5
E05005639,9.9
E05005640,5.9
E05005641,5.1
E05005642,8.4
E05005643,4.9
E05005644,5.5
E05005645,5.4
E05005646,3.5
E05005647,4.1
E05005648,3.4
E05005649,6.1
E05005650,5
E05005651,4.7
E05005652,5.4
E05005653,5.2
E05005654,5.8
E05005655,6.4
E05005656,6.2
E05005657,7.3
E05005658,6.4
E05005659,6.8
E05005660,4
E05005661,3.4
E05010148,3.3
E05010149,6.2
E05010150,3
E05010151,8.8
E05010152,6
E05010153,5
E05010154,3.1
E05010155,3.1
E05010156,5.2
E05010157,3.6
E05010158,3.5
E05010159,5.9
E05010160,5.2
E05010161,16.4
E05010162,9
E05010163,8.1
E05010164,5.9
E05010165,8.9
E05010166,4.9
E05010167,2.7
E05010168,3.8
E05010169,6.1
E05010170,4.4
E05010171,4.2
E05010172,8
E05010173,7
E05010174,6.5
E05010175,5.8
E05010176,3.6
E05010177,3.7
E05009636,5.9
E05009637,5.7
E05009638,4.5
E05009639,6
E05009640,13
E05009641,9.9
E05009642,8.8
E05009643,4.6
E05009644,3.1
E05009645,2.6
E05009646,5
E05009647,3.8
E05009648,5
E05009649,5.2
E05009650,3.8
E05009651,4.8
E05009652,4
E05009653,2.8
E05009654,3.2
E05009655,4.5
E05010673,11.5
E05010674,5.5
E05010675,6.5
E05010676,11
E05010677,10.5
E05010678,8.6
E05010679,7.2
E05010680,8.8
E05010681,7.2
E05010682,6.7
E05010683,6.1
E05010684,5.6
E05010685,6
E05010686,3.9
E05010687,11
E05010688,5.6
E05010689,6.6
E05010690,6.2
E05010691,7.2
E05010692,10.7
E05010693,5.5
E05010694,5.4
E05010695,3.9
E05006377,5.6
E05006378,2.3
E05006379,5.6
E05006380,4
E05006381,2.8
E05006382,7.1
E05006383,5.8
E05006384,9.8
E05006385,8.2
E05006386,4.1
E05006387,9.1
E05006388,8.4
E05006389,4.3
E05006390,3.5
E05006391,4.5
E05006392,4
E05006393,3.8
E05006394,5.4
E05006395,4.6
E05006396,6.4
E05006397,7.4
E05006398,5.3
E05006399,7.9
E05006400,4.2
E05006401,10.6
E05010514,4
E05010515,4.3
E05010516,3.9
E05010517,5.8
E05010518,4.7
E05010519,3.2
E05010520,3
E05010521,4
E05010522,8.3
E05010523,5.3
E05010524,7.7
E05010525,9.3
E05010526,4.2
E05010527,6.8
E05010528,4.1
E05010529,9.1
E05010530,6.7
E05010531,9.1
E05010532,4.2
E05010533,4.8
E05009689,7.7
E05009690,6.3
E05009691,5.2
E05009692,8.8
E05009693,7.7
E05009694,7.8
E05009695,7.1
E05009696,10.2
E05009697,3
E05009698,7.3
E05009699,6.8
E05009700,11.1
E05009701,3.9
E05009702,8
E05009703,5.1
E05009704,4.3
E05009705,7.5
E05009706,4.4
E05009707,3.4
E05008857,3.8
E05008858,2.3
E05008859,6.8
E05008860,9.3
E05008861,8.8
E05008862,11.8
E05008863,5.2
E05008864,3.6
E05008865,4
E05008866,3
E05008867,7.7
E05008868,7.2
E05008869,9.7
E05008870,2.8
E05008871,3.5
E05008872,3.6
E05008873,9.7
E05008874,5.4
E05008875,4.6
E05008876,7
E05008877,10.6
E05008878,7.3
E05008879,11.9
E05008880,4.6
E05008881,7.4
E05008882,8.3
E05008883,10
E05008884,7.5
E05008885,8.3
E05008886,8
E05008887,6.2
E05008888,7.7
E05008889,8.6
E05008890,8.7
E05008891,5.7
E05008892,8.1
E05010064,5.7
E05010066,7.4
E05010067,6.1
E05010068,7.8
E05010070,3.1
E05010071,9.3
E05010072,3.1
E05010073,6
E05010075,4.4
E05010076,2.6
E05010077,2.8
E05010078,6.7
E05010079,7.2
E05010080,8
E05010081,4
E05010082,4.1
E05010083,2.6
E05011552,5.5
E05011553,6.6
E05011554,3.6
E05011555,5.8
E05009708,5
E05009709,5.7
E05009710,8.3
E05009711,3.9
E05009712,3.3
E05009713,7.8
E05009714,4.3
E05009715,5.6
E05009716,4.6
E05009717,6.8
E05009718,4.3
E05009719,4.9
E05009720,3
E05009721,4.1
E05009722,4
E05009723,6
E05009724,4.6
E05009725,3.5
E05009726,2.2
E05009727,4.5
E05009728,5.7
E05009729,3.1
E05009730,3.1
E05009731,2.4
E05009732,3.7
E05009438,3.6
E05009439,6.7
E05009440,5
E05009441,5.3
E05009442,3.6
E05009443,2.8
E05009444,3.7
E05009445,5.9
E05009446,4
E05009447,7.1
E05009448,2.9
E05009449,6
E05009450,6.4
E05009452,5.2
E05009453,3.8
E05009454,3.7
E05009455,4.2
E05009456,5
E05009457,5.9
E05009458,3
E05009459,10.1
E05009460,6.1
E05009461,3
E05009462,2.8
E05009463,7.1
E05009464,4.9
E05009465,4.6
E05009466,3.9
E05009467,6.1
E05009468,5.6
E05009469,6.5
E05009470,6.5
E05009471,5.9
E05009472,2.2
E05009473,3.5
E05009474,12.9
E05009475,2.8
E05009476,3.8
E05009478,9.3
E05009479,4.5
E05009480,7.3
E05009481,5.1
E05009482,10.4
E05009485,2.7
E05009486,4.5
E05009487,4.5
E05009488,4.3
E05009489,6.9
E05009490,5.5
E05012957,5.3
E05012958,3.8
E05012959,5.1
E05012960,3
E05009966,4.1
E05009967,3.2
E05009968,9.7
E05009969,13.6
E05009970,3.7
E05009971,4.5
E05009972,7.4
E05009973,10.6
E05009974,5.1
E05009975,2.3
E05009976,4.3
E05009977,8
E05009978,8.1
E05009979,8.2
E05009980,2.9
E05009981,7.9
E05009982,9.4
E05009983,11.5
E05009984,6.6
E05009985,6.6
E05009986,5.8
E05009987,8.8
E05009988,5.3
E05009989,7.2
E05009990,8.2
E05009991,6.3
E05009992,8
E05009993,17
E05009994,5.3
E05009995,6.9
E05008714,12
E05008715,7.2
E05008716,15.1
E05008717,6.5
E05008718,8.1
E05008719,13.7
E05008720,8.8
E05008721,8.6
E05008722,5.8
E05008723,9.7
E05008724,7.5
E05008725,7.4
E05008726,6.5
E05008727,7.6
E05008728,9.7
E05008729,9.4
E05008730,10.6
E05008731,9.2
E05008732,8.3
E05008733,4
E05008734,4.8
E05008735,7
E05008736,7.3
E05008737,8.1
E05008738,7.7
E05008739,10.9
E05008740,5.6
E05008741,12.3
E05008742,4.6
E05008743,15.7
E05008744,8.4
E05008745,5.4
E05008746,9.3
E05008747,7.6
E05008748,9.7
E05008749,10
E05008750,5.2
E05008136,3.6
E05008137,4.3
E05008138,2.9
E05008139,5.4
E05008140,5
E05008141,4.8
E05008142,6.1
E05008143,4.4
E05008144,4.1
E05008145,4.9
E05008146,4.7
E05008147,5.8
E05008148,2.6
E05008149,3.2
E05008150,8.5
E05008151,3.8
E05008152,2.9
E05008153,4.1
E05008154,3.4
E05008155,4.5
E05008156,2.1
E05008157,3.8
E05008158,2.3
E05008159,5.5
E05008160,8.5
E05008161,5.2
E05008162,3.9
E05008163,3.2
E05008164,4.5
E05008165,3.5
E05008166,6.2
E05008167,2.7
E05008168,4.1
E05008169,4.6
E05008170,5.7
E05008171,7.2
E05008172,4.8
E05008173,8.2
E05008174,4.5
E05008178,4.9
E05008179,3.1
E05008180,5.2
E05008181,5.9
E05008183,4.6
E05008186,3.8
E05008187,4.2
E05008188,5.2
E05008189,5
E05008190,11.1
E05008191,3.8
E05008192,2.8
E05008193,8.9
E05008194,4.1
E05008195,5.5
E05008196,4.4
E05008198,4.4
E05009281,5.4
E05009282,6.6
E05009283,7.6
E05009284,5.9
E05009285,5.2
E05009286,4.6
E05009287,5.3
E05006902,7.1
E05006903,8.2
E05006904,8.6
E05006905,7.8
E05006906,3.9
E05006907,5.1
E05006908,7.5
E05006909,6.9
E05006910,5.8
E05006911,5.5
E05006912,6.5
E05006913,5.2
E05006914,6.8
E05006915,5
E05006916,6.2
E05006917,2.8
E05006918,9.5
E05006919,3.5
E05006920,5.1
E05006921,4.2
E05006922,6.8
E05006923,6.4
E05006924,2.4
E05006925,9.5
E05006926,7.9
E05006927,9.4
E05006928,3.7
E05006929,3.6
E05006930,7.5
E05006931,8.4
E05006932,4.2
E05006933,5.3
E05006934,5.2
E05006935,2.9
E05006936,7.4
E05006937,2.7
E05010651,4.9
E05010652,5.7
E05010653,2.7
E05010654,5.2
E05010655,4.8
E05010656,10.6
E05010657,4.5
E05010658,9.1
E05010659,3
E05010660,8.2
E05010661,7.4
E05010662,2.2
E05010663,3.3
E05010664,5.6
E05010665,1.9
E05010666,1.5
E05010667,4
E05010668,5.1
E05010669,3.1
E05010670,3.2
E05010671,7.6
E05010672,5.6
E05011415,5.3
E05011416,6.3
E05011417,5.6
E05011418,7.7
E05011419,8.3
E05011420,11.5
E05011421,1.6
E05011422,6.5
E05011423,11.2
E05011424,2.6
E05011425,5.1
E05011426,2.5
E05011427,5.2
E05011428,4.4
E05011429,7.7
E05011430,6.7
E05011431,6.8
E05011432,5.4
E05011433,4.5
E05011434,4.8
E05011435,6.3
E05006988,6.9
E05006989,3.7
E05006990,4.7
E05006991,5.1
E05006992,5.9
E05006993,3.3
E05006994,6.5
E05006995,5.4
E05006996,5.6
E05006997,5.6
E05006998,4.1
E05006999,7.3
E05007000,3.3
E05007001,5
E05007002,4.1
E05007003,6.2
E05007004,4.6
E05007005,5.3
E05007006,2.9
E05007007,6.3
E05007008,3.3
E05007009,3.3
E05007010,3.4
E05007011,2.8
E05007012,6.9
E05010479,4.2
E05010480,4.5
E05010481,7.3
E05010482,7.8
E05010483,10.8
E05010484,3.7
E05010485,5.5
E05010486,4.3
E05010487,3.5
E05010488,4.1
E05010489,9.2
E05010490,6
E05010491,5.5
E05010492,7.3
E05010493,3.3
E05010494,4.1
E05010495,10.5
E05010496,3.6
E05010497,5.5
E05010498,2.5
E05010499,4
E05010500,7.4
E05010501,4.6
E05007039,3.1
E05007040,1.7
E05007041,10.5
E05007042,1.7
E05007043,2.6
E05007044,2.1
E05007045,5.6
E05007046,3.7
E05007047,2.4
E05007048,3.6
E05007049,6.2
E05007050,6.4
E05007051,5.8
E05007052,4.6
E05007053,3.9
E05007054,3.8
E05007055,2.7
E05007056,4
E05007057,3.1
E05007058,1.5
E05007059,2.1
E05007060,4.3
E05007061,7.7
E05007062,6.9
E05007063,4.2
E05007064,3.1
E05007065,2.9
E05007066,7.1
E05007067,8.2
E05007068,7.9
E05007069,5.8
E05007070,11.5
E05007071,8.2
E05007072,7.1
E05007073,8.5
E05007074,4.7
E05007075,7.7
E05007457,8.5
E05007458,9.5
E05007459,5.7
E05007460,6.3
E05007461,5.4
E05007462,6.4
E05007463,5.8
E05007464,3.3
E05007465,9.2
E05007466,3.5
E05007467,6.2
E05007468,8.2
E05007469,6.2
E05007470,4.5
E05007471,6.1
E05007472,4.9
E05007473,5.9
E05007474,8.2
E05007475,7.2
E05007476,8.4
E05007477,8.9
E05007478,9.5
E05007479,3.5
E05007480,12.4
E05007481,8.8
E05007482,7
E05007483,8
E05007484,9.4
E05007485,9.9
E05007486,5.7
E05007487,6.8
E05007488,6.7
E05007489,8.8
E05007490,2.2
E05008974,7.3
E05008975,3.7
E05008976,7
E05008977,5
E05008979,6.8
E05008980,2.7
E05008981,8
E05008982,8.9
E05008983,4.7
E05008984,2.8
E05008985,6.8
E05008986,5.7
E05008988,3.4
E05010758,9.6
E05010759,5.3
E05010760,7.6
E05010178,6.5
E05010179,2.9
E05010180,8.5
E05010181,6.5
E05010182,4.8
E05010183,4.8
E05010184,5.9
E05010185,3.4
E05010186,5.9
E05010187,5.5
E05010188,3.3
E05010189,2.8
E05010190,4.3
E05010191,5.6
E05010192,4.9
E05010193,4.5
E05010194,3.9
E05010195,5.6
E05010196,3.8
E05010197,6.4
E05010198,2.9
E05010199,5.4
E05010200,4.8
E05010201,2.9
E05010202,3.9
E05010203,6.5
E05010204,7.1
E05010205,5.7
E05010206,7.2
E05010207,1.8
E05010208,4.4
E05010209,3
E05010210,3.7
E05010211,4.2
E05010212,5.8
E05010213,2.7
E05012615,10.2
E05012616,5.3
E05012617,4.5
E05012618,2.9
E05012619,4.6
E05012620,3.6
E05012621,6.3
E05012622,3
E05012623,6.1
E05012624,3.3
E05012625,5.8
E05012626,4.9
E05012627,5.5
E05012628,7.3
E05012629,5.4
E05012630,5.5
E05012631,5
E05009823,3.6
E05009824,6.5
E05009825,6.6
E05009826,5.8
E05009827,1.5
E05009828,3.4
E05009829,4.1
E05009830,8.3
E05009831,8.3
E05009832,12.7
E05009833,6.2
E05009834,8.4
E05009835,5.5
E05009836,5.2
E05009837,7
E05009838,4.4
E05009839,2.2
E05009840,4.8
E05009841,2.6
E05009842,6.1
E05009843,8.1
E05009844,8.9
E05009845,6.9
E05009846,6
E05009847,5.9
E05009848,8.7
E05009849,7.4
E05009850,3.8
E05009851,4.1
E05009852,3.7
E05007846,3.3
E05007847,2.8
E05007848,3.8
E05007849,4.6
E05007850,6.7
E05007851,4.8
E05007852,5.5
E05007853,3
E05007854,5.2
E05007855,2.2
E05007856,4.7
E05007857,5
E05007858,10.6
E05007859,3.4
E05007860,3.1
E05007861,3.9
E05007862,3.7
E05007863,4.3
E05007864,4
E05007865,3.1
E05007866,3.9
E05007867,3.2
E05007868,7.7
E05007869,5.1
E05007870,10.6
E05007871,6.1
E05007872,9.5
E05007873,4.8
E05007874,10
E05007875,5.3
E05007876,9
E05007877,7.1
E05007878,4.8
E05007879,6.7
E05007880,5
E05007881,4.5
E05007882,5.5
E05007883,5.4
E05007884,3.7
E05007885,10.1
E05007886,7.5
E05007887,9.4
E05007888,3.6
E05007889,7.6
E05007890,5
E05007891,5
E05007892,13.2
E05007893,4.9
E05007894,6.8
E05007895,5.2
E05007896,6.8
E05007897,3.8
E05007898,2.8
E05007899,3.8
E05007900,3
E05007901,5.1
E05007902,4.7
E05007903,4.8
E05007904,5.3
E05007905,6.7
E05007906,6.1
E05007907,9.3
E05007908,2.1
E05007909,3.5
E05007910,6
E05007911,4.7
E05007912,2.5
E05007913,6.9
E05007914,5.9
E05007915,4.7
E05007916,6.2
E05007917,2.7
E05007918,5.9
E05007919,6.3
E05007920,8.4
E05007921,3.1
E05007922,6.7
E05007923,4.1
E05007924,3.8
E05007925,3.9
E05007926,1.8
E05010502,7.1
E05010503,6
E05010504,4.1
E05010505,6.6
E05010506,8.8
E05010507,7.5
E05010508,5.3
E05010509,3.5
E05010510,6
E05010511,6.4
E05010512,6
E05010513,4.5
E05011118,10.3
E05011119,12
E05011120,11.2
E05011121,8.6
E05011122,10.5
E05011123,12.8
E05011124,10.3
E05011125,11.5
E05011126,10.7
E05011127,11.5
E05011128,4.5
E05011129,7.6
E05011130,7
E05011131,11.6
E05011132,16.1
E05011133,12.4
E05011134,5.2
E05011135,10.7
E05011136,13.6
E05011137,14.8
E05011138,14.3
E05011139,10.2
E05011140,8.9
E05011141,5.4
E05011142,9.9
E05011143,7.7
E05011144,7.1
E05011145,11.1
E05011146,9.6
E05011147,12.4
E05011148,10.3
E05011149,14.9
E05011150,12.7
E05011151,6.1
E05011152,11.4
E05011153,11.8
E05011154,5.2
E05011155,14.6
E05011156,16.2
E05011157,7.1
E05011158,7
E05011159,11.3
E05011160,8.6
E05011161,12.3
E05011162,11.7
E05011163,9.3
E05011164,12.2
E05011165,14.5
E05011166,8.3
E05011167,8.6
E05011168,9.2
E05011169,9.4
E05011170,10
E05011171,8.3
E05011172,8.8
E05011173,11.9
E05011174,3.5
E05011175,5.6
E05011176,10.7
E05011177,5.6
E05011178,4.9
E05011179,4.5
E05011180,4.6
E05011181,3
E05011182,12.4
E05011183,11.9
E05011184,10.8
E05011185,8.2
E05011186,10.1
E05001218,5.9
E05001219,10.9
E05001220,5.5
E05001221,3.6
E05001222,10.7
E05001223,11.9
E05001224,9.9
E05001225,10.4
E05001226,9.3
E05001227,9.5
E05001228,8.5
E05001229,6.6
E05001230,8.8
E05001231,3.3
E05001232,9
E05001233,6.4
E05001234,7.2
E05001235,7.5
E05001236,6.2
E05001237,8.6
E05001238,10.2
E05001239,10.8
E05001240,12.2
E05001241,9.4
E05001242,7
E05001243,6.8
E05001244,8.1
E05001245,4.6
E05001246,6.1
E05001247,4.5
E05001248,4.9
E05001249,7.2
E05001250,9.2
E05001251,4.2
E05001252,5.2
E05001253,8.7
E05001254,9.3
E05001255,11
E05001256,5
E05001257,7.3
E05001258,5.8
E05001259,5.2
E05001260,7.9
E05001261,8.3
E05001262,8
E05001263,7.8
E05001264,10.1
E05001265,11.3
E05001266,8.5
E05001267,9.8
E05001268,9.1
E05001269,11.2
E05001270,11.7
E05001271,8.4
E05001272,7.5
E05001273,8.5
E05001274,12.9
E05001275,9
E05001276,8.3
E05001277,10.2
E05001278,11.7
E05001279,9.2
E05001280,10.5
E05001281,8.4
E05001282,8.1
E05001283,8
E05001284,7.5
E05001285,6.8
E05001286,4.5
E05001287,16
E05001288,4.7
E05001289,5.9
E05001290,15.6
E05001291,4
E05001292,6
E05001293,4.1
E05001294,4.7
E05001295,2.9
E05001296,5.7
E05001297,5.1
E05001298,6.1
E05001299,4.9
E05001300,15.6
E05001301,5.7
E05001302,6.7
E05001303,13
E05001304,12.2
E05001305,14.5
E05001306,10.6
E05001307,8.3
E05001308,8.5
E05001309,13.7
E05001310,4.7
E05001311,9.8
E05001312,5.7
E05001313,6.4
E05001314,10.7
E05001315,8
E05001316,8.7
E05001317,6.4
E05001318,3.4
E05001319,8.6
E05001320,10.2
E05001321,10.9
E05001322,8.6
E05001323,6.8
E05001324,8
E05001325,15.9
E05001326,11.6
E05001327,12.3
E05001328,11.2
E05001329,8.8
E05001330,11.9
E05001331,7.9
E05001332,9.6
E05001333,6.6
E05001334,4.3
E05001335,9.3
E05001336,9.3
E05001337,5.7
E05001338,5.4
E05001339,7.9
E05001340,8.7
E05010805,4.4
E05010806,10.1
E05010807,8.5
E05010808,12.8
E05010809,11
E05010810,7.6
E05010811,8.6
E05010812,8.6
E05010813,4.2
E05010814,6.5
E05010815,11.7
E05010816,9.1
E05010817,10.4
E05010818,9.9
E05010819,6.4
E05010820,7.5
E05010821,10.1
E05010822,9.3
E05010823,8.8
E05010824,6
E05010825,7.3
E05010826,8.2
E05002193,5.8
E05002194,8
E05002195,4.2
E05002196,7.4
E05002197,6.9
E05002198,8.3
E05002199,9.9
E05002200,8.8
E05002201,5.3
E05002202,9.2
E05002203,7.7
E05002204,6.1
E05002205,14.2
E05002206,8.9
E05002207,7.6
E05002208,10.1
E05002209,4.6
E05002210,12.9
E05002211,6.5
E05002212,4.8
E05002213,6.9
E05002214,4.8
E05002215,4.9
E05002216,12.2
E05002217,5.8
E05002218,7.8
E05002219,6.2
E05002220,6.2
E05002221,9.2
E05002222,9
E05002223,8.7
E05002224,4.1
E05002225,11.8
E05002226,9.8
E05002227,3.8
E05002228,8.2
E05002229,8.2
E05002230,10.1
E05002231,11.2
E05002232,6.6
E05002233,3.5
E05002234,11.1
E05002235,11
E05002236,7.4
E05002237,6.7
E05002238,5.1
E05002239,9.9
E05002240,4
E05002241,9.1
E05002242,8
E05002243,8
E05002244,5.6
E05002245,4.8
E05002246,16.7
