mnemonic,percent_1parent
E05002247,13.3
E05002248,11.4
E05008751,5.4
E05008752,4.1
E05008753,6.1
E05008754,9.2
E05008755,7.2
E05008756,4.6
E05008757,8.8
E05008758,7.1
E05008759,11.6
E05008760,5.4
E05008761,6.6
E05008762,6.1
E05008763,7.9
E05008764,7.3
E05008765,7.3
E05008766,6
E05008767,9.6
E05008768,11.2
E05008769,5.4
E05008770,5.3
E05008771,3.6
E05008772,8.8
E05008773,5.4
E05008774,5.5
E05008775,7.8
E05008776,7.6
E05008777,3.4
E05008779,5.8
E05008780,4.1
E05008781,4.6
E05008782,6.8
E05008783,5.3
E05008785,6.8
E05008786,5
E05008787,4.6
E05008790,4.2
E05008791,3.9
E05008792,5.4
E05008793,4.3
E05008796,6.6
E05008797,7.5
E05008798,4.5
E05008800,8.8
E05008801,5.1
E05008803,6.1
E05008804,6.6
E05008805,6
E05008806,9.6
E05008807,5.3
E05008808,4.4
E05012843,5.9
E05012844,4.7
E05012845,10.6
E05012846,8.3
E05012847,6.1
E05012848,9.1
E05012849,3.8
E05012850,6.2
E05013050,7.1
E05013051,5.4
E05013052,2.9
E05013053,5.4
E05013054,4.2
E05013055,6
E05013056,6.7
E05013057,2.4
E05013058,3.2
E05013059,4.4
E05013060,4
E05013061,3.6
E05013062,8.9
E05013063,2.3
E05011560,5.5
E05011561,4.7
E05011562,3.8
E05011563,5.8
E05011564,6.1
E05011565,4.7
E05011566,4.4
E05011567,4.4
E05011568,5.8
E05011569,7.2
E05011570,6.6
E05011571,4.7
E05011572,4.7
E05011573,4.4
E05009491,7.5
E05009492,4.7
E05009493,6.2
E05009494,10.6
E05009495,4.3
E05009496,5.2
E05009497,7.2
E05009498,6.4
E05009499,5
E05009500,8
E05009501,6.3
E05009502,5.9
E05009503,5.7
E05009504,8.2
E05009505,5.8
E05009506,5.8
E05009507,5.1
E05009508,5
E05009509,8.4
E05009510,6.6
E05009511,5.6
E05009512,5.2
E05009513,10.5
E05009514,4.5
E05011256,3.4
E05011257,8
E05011258,4.5
E05011259,5.6
E05011260,5.2
E05011261,3
E05011262,2.7
E05011263,5.1
E05011264,3.2
E05011265,5.1
E05011266,8.4
E05011267,4.4
E05011268,5.3
E05011269,6.6
E05011270,4.7
E05011271,4
E05011272,11.2
E05011273,4.3
E05011274,5.9
E05011275,5.6
E05011276,5.3
E05011277,4.3
E05011278,4
E05011279,4.7
E05011280,4.9
E05011281,6.6
E05011282,4.4
E05011283,4.9
E05011284,4.2
E05011285,4.8
E05011286,5.4
E05011289,4.5
E05011291,4.1
E05011292,4.2
E05011293,4.1
E05011294,3.2
E05011295,4.5
E05011296,5.3
E05011297,5.3
E05011298,4.6
E05011300,4.7
E05011301,4.8
E05011304,3.9
E05011305,5.7
E05011306,4.1
E05011307,3.2
E05013880,6.1
E05013881,5.4
E05014031,9.8
E05014032,4.6
E05014169,4.5
E05014170,5.8
E05004021,4.6
E05004022,4.6
E05004023,3.7
E05004024,6
E05004025,12.3
E05004026,8
E05004027,4.6
E05004028,13.3
E05004029,7.2
E05004030,10.9
E05004031,7.4
E05004032,12.3
E05004033,12.6
E05004034,4.8
E05004035,5
E05004036,7.1
E05010365,5.7
E05010366,6
E05010367,8.8
E05010368,8.3
E05010369,7.5
E05010370,4.9
E05010371,3.1
E05010372,4.3
E05010374,6.3
E05010378,5.5
E05010379,5.3
E05010380,3.5
E05010382,3.7
E05010383,3.2
E05010384,5.3
E05010385,3.2
E05010388,8.1
E05010389,7.4
E05010390,4.8
E05012961,2.4
E05012962,6
E05012963,6.6
E05012964,4
E05012965,6.3
E05012966,6.8
E05012967,6.6
E05004067,8.8
E05004068,7.9
E05004069,6.9
E05004070,4.3
E05004071,3.5
E05004072,4.8
E05004073,5.9
E05004074,6.9
E05004075,5.2
E05004076,5.4
E05004077,6.8
E05004078,3.5
E05004079,3.5
E05004080,2.8
E05004081,6
E05004082,4.8
E05004083,3.9
E05004084,7.2
E05004085,5.6
E05004086,3.7
E05004087,6.6
E05004088,5.7
E05004089,9.9
E05004090,4.5
E05004091,4
E05004092,6.7
E05004093,4.7
E05004094,5.7
E05004095,4.9
E05004096,3.5
E05004097,7.7
E05004098,7.6
E05004099,5.1
E05004100,3.6
E05004101,6.3
E05004102,4.3
E05004103,5.4
E05004104,7
E05004105,3.4
E05004106,7.3
E05004107,5
E05004108,5.4
E05004109,6.5
E05004110,4.1
E05004111,8.2
E05004112,4.1
E05004113,5.8
E05004114,4.5
E05004115,6.8
E05004116,4
E05004117,5.5
E05004118,8
E05004119,3.7
E05010827,10.4
E05010828,7.7
E05010829,9.5
E05010830,8.9
E05010831,3.8
E05010832,5.4
E05010833,3.4
E05010834,7.7
E05010835,9.2
E05010836,8.7
E05010837,5.4
E05010838,4.2
E05010839,5.4
E05010840,10.4
E05010841,6.5
E05010842,4.1
E05010843,4.7
E05004147,3.3
E05004148,6.2
E05004149,5.2
E05004150,4
E05004151,4.1
E05004152,5.7
E05004153,5
E05004154,5.6
E05004155,9.3
E05004157,5
E05004158,6.5
E05004159,10.1
E05004160,9.4
E05004161,8.8
E05004162,3.6
E05004163,5.5
E05004164,4
E05004165,6
E05004166,3.8
E05004167,5.2
E05004169,6.4
E05004170,4.3
E05004171,3.6
E05004172,12.2
E05004173,3.2
E05004174,5.5
E05004175,9.2
E05004176,5.6
E05004177,8.8
E05004178,8.8
E05008940,3.8
E05008941,3.3
E05004179,10.3
E05004180,6.7
E05004181,6
E05004182,9.2
E05004183,11.6
E05004184,11.8
E05004185,9.4
E05004186,8.1
E05004187,11.9
E05004188,8.7
E05004189,11.2
E05004190,3.5
E05004191,4.8
E05004192,6.4
E05004193,3.1
E05004194,3.1
E05004195,8.9
E05004196,9.6
E05004197,5.6
E05004198,5.9
E05004199,3.8
E05004200,4
E05004201,2
E05004202,6.2
E05004203,3.5
E05004204,6.3
E05004205,3.2
E05004206,3.2
E05010844,6.1
E05010845,5.8
E05010846,4
E05010847,4.3
E05010848,4.2
E05010849,3
E05010850,3.9
E05010851,5.1
E05010852,8.7
E05010853,7.2
E05010854,5.5
E05010855,4.3
E05010856,5.6
E05011932,3.7
E05011933,3.1
E05011934,10.6
E05011935,5.5
E05011936,3.7
E05011937,6.7
E05011938,11.1
E05011939,7.4
E05011940,9.2
E05011941,4.8
E05011942,10.3
E05011943,3.4
E05011944,3.4
E05011945,9.9
E05011946,4.6
E05011947,5.4
E05011948,3.5
E05011949,4.6
E05011950,3.9
E05011951,8.7
E05011952,3.2
E05011953,7.8
E05011954,8
E05011955,4.1
E05011956,5.9
E05011957,4.4
E05011958,3.7
E05011959,3
E05011960,4
E05011961,7.1
E05011962,3.8
E05011963,5.7
E05009910,2.9
E05009911,3.6
E05009912,2.8
E05009913,3
E05009914,5.7
E05009915,4.2
E05009916,10.2
E05009917,6.8
E05009918,5.3
E05009919,4.2
E05009920,5.2
E05009921,3.8
E05009922,5.3
E05009923,5.2
E05009924,5.8
E05009925,6
E05009926,4.6
E05009927,7.5
E05009928,3.3
E05009929,7.2
E05009930,4.4
E05009931,2.6
E05009002,4.2
E05009003,8.9
E05009004,7.8
E05009005,7.3
E05009006,4.3
E05009007,7.6
E05009008,8.1
E05009009,9.5
E05009010,11
E05009011,12.5
E05004691,10.6
E05004692,8
E05004693,4
E05004694,7.3
E05004695,4.4
E05004696,6.7
E05004697,2.9
E05004698,5.5
E05004699,6.7
E05004700,4.2
E05004701,5.3
E05004702,7.9
E05004703,10.1
E05004704,8.5
E05004705,9.8
E05004706,10.3
E05004707,4.5
E05004708,8.1
E05004709,5.7
E05004710,3.4
E05004711,6.1
E05004712,3.6
E05004713,5.1
E05004714,5.5
E05004715,12.8
E05012177,3.3
E05012178,5.8
E05012179,4.9
E05012180,9.6
E05012181,9.5
E05012182,7.2
E05012183,9.9
E05012184,3.6
E05012185,7
E05012186,6
E05012187,7.1
E05012188,4.9
E05012189,7.2
E05012190,8.4
E05012191,4.3
E05012192,8
E05004761,4.7
E05004762,4.4
E05004763,7.1
E05004764,6.3
E05004765,7.4
E05004766,5.1
E05004767,4.4
E05004768,5
E05004769,4.1
E05004770,9.8
E05004771,2.8
E05004772,6
E05004773,5.8
E05004774,5.3
E05004775,5.3
E05004776,8.4
E05004777,6.3
E05004778,6.9
E05004779,4.6
E05004780,7.9
E05004781,4.3
E05004782,4.9
E05004783,5.3
E05004784,5.3
E05009425,5
E05009426,4.2
E05009427,3
E05009428,5.8
E05009429,4.8
E05009430,4.1
E05009431,7.6
E05009432,8.3
E05009433,2.4
E05009434,8.5
E05009435,7.5
E05009436,3.4
E05009437,8.4
E05011046,6.1
E05011047,5.8
E05011048,10.7
E05011049,7.5
E05011050,9.1
E05011051,4.5
E05011052,4.9
E05011053,4
E05011054,7.6
E05011055,4.2
E05011056,6.5
E05011057,8.4
E05010237,2.6
E05010238,2.9
E05010239,3.4
E05010240,4.7
E05010241,6.1
E05010242,5.7
E05010243,6
E05010244,8.8
E05010245,4.3
E05010246,3.9
E05010247,4.5
E05010248,5.2
E05010249,3.5
E05010250,3.3
E05010251,2.9
E05010252,4.8
E05010253,3.6
E05010254,5.6
E05010255,5.5
E05010256,6.1
E05010257,4.3
E05010258,5.3
E05010259,10.6
E05010260,4.9
E05010261,10.6
E05010262,3.9
E05010263,4.4
E05005757,5.3
E05005758,6.3
E05005759,4.8
E05005760,4.3
E05005761,6.1
E05005762,4.1
E05005763,4.9
E05005764,6.1
E05005765,2.4
E05005766,5
E05005767,3.6
E05005768,3.7
E05005769,3.1
E05005770,3.7
E05005771,7.5
E05005772,4.7
E05005773,4.8
E05005774,4.9
E05005775,6.5
E05005776,3.8
E05005777,5.2
E05005778,4.6
E05005779,6.9
E05005780,3.8
E05005781,4.1
E05005782,6
E05005783,4.5
E05005784,4.5
E05005785,5.5
E05005786,4.2
E05005787,5
E05005788,11.8
E05005789,12.3
E05005790,4.3
E05005791,3.6
E05005792,5.4
E05005793,3.8
E05005794,9.7
E05005795,14.1
E05005796,4.1
E05005797,8.3
E05005798,12.6
E05005799,5.4
E05005800,8.2
E05012321,3.8
E05012322,3.6
E05012323,2.8
E05012324,4.8
E05012325,2.3
E05012326,4.2
E05012327,4
E05012328,6
E05012329,8.3
E05012330,4.6
E05012331,10.5
E05012332,4.3
E05012333,4.7
E05012334,4.9
E05012335,8.4
E05012336,5.6
E05012337,3.1
E05012338,4.2
E05012339,4.5
E05012340,4.5
E05012341,4.4
E05012342,13.1
E05012343,6.2
E05012344,4.5
E05012345,10.8
E05012346,1.9
E05012347,5.2
E05012348,4.9
E05012349,3.6
E05012350,4
E05012351,4
E05012352,4.4
E05012353,5
E05012354,3.9
E05012355,3.9
E05011834,3.5
E05011835,2.3
E05011836,6.3
E05011837,2.5
E05011838,4.1
E05011839,2.4
E05011840,4.3
E05011841,2.9
E05011842,1.9
E05011843,4.1
E05011844,2.9
E05011845,4.4
E05011846,5.4
E05011847,3.7
E05011848,7.7
E05011849,3.9
E05011850,6.7
E05011851,3.8
E05011852,3.1
E05011853,4.5
E05011854,2.5
E05011855,3.4
E05011856,4.3
E05011857,5.2
E05011858,4
E05011859,4.7
E05011860,5.2
E05011861,5
E05011862,2.6
E05011863,3.5
E05011864,5.1
E05011865,6.2
E05012901,8.2
E05012902,8.5
E05012903,9.3
E05012904,4.1
E05012905,9.1
E05012906,4.8
E05012907,9.6
E05012908,5.2
E05012909,6.4
E05012910,3.9
E05012911,4.9
E05012912,8.7
E05012913,9.4
E05011866,5.2
E05011867,3.9
E05011868,2.8
E05011869,3.1
E05011870,4
E05011871,5.6
E05011872,5.6
E05011874,4.2
E05011875,4
E05011877,3.5
E05011878,5.4
E05011879,4.8
E05011880,5.6
E05011881,4.4
E05011882,3.7
E05011883,5.1
E05011884,8
E05011885,7.2
E05011886,5.5
E05011887,3.1
E05011888,7.7
E05011889,7.1
E05011890,3
E05011891,3.8
E05012851,3.8
E05012852,5.3
E05012565,2
E05012566,4.1
E05012567,4.7
E05012568,3.1
E05012569,4.8
E05012570,3.9
E05012571,4.7
E05012572,3
E05012573,3.8
E05012574,4.9
E05012575,7.8
E05012576,5.5
E05012577,6.2
E05012578,3.7
E05012579,3.8
E05012580,4
E05012581,2.9
E05012582,2.6
E05012583,5.8
E05012584,3.8
E05012585,9.5
E05012586,4.7
E05012587,4.1
E05012588,5.7
E05007117,6.6
E05007118,3.8
E05007119,11.4
E05007120,4
E05007121,9.7
E05007122,8.4
E05007123,5.8
E05007124,9.3
E05007125,6.8
E05007126,7.2
E05007127,5.2
E05007128,6
E05007129,11.8
E05007130,8.6
E05007131,10
E05007132,7.7
E05012589,3.2
E05012590,2.3
E05012591,4.8
E05012592,4.3
E05012593,6.2
E05012594,3.9
E05012595,6.2
E05012596,4.8
E05012597,5.6
E05012598,5.3
E05012599,3.3
E05012600,3
E05012601,4
E05012602,4.2
E05012603,5
E05012604,4
E05012605,3
E05012606,3.9
E05012607,3
E05012608,4.3
E05012609,4.8
E05012610,2.7
E05012611,8.8
E05012612,3.9
E05012613,3.9
E05012614,3.7
E05013947,8.6
E05013948,5.3
E05013949,4.6
E05013950,6.4
E05013951,6.9
E05013952,6.2
E05013953,4.8
E05013954,3.9
E05013955,4.1
E05013956,6.4
E05013957,7.1
E05013958,5.3
E05013959,3.6
E05013960,6.2
E05013961,6
E05013962,6.3
E05013963,6.4
E05013964,4.5
E05013965,3.5
E05013966,3.5
E05011058,4.3
E05011059,6.4
E05011060,3.8
E05011061,8.4
E05011062,6.5
E05011063,8.7
E05011064,7.3
E05011065,9.4
E05011066,7.9
E05011067,3.3
E05011068,6.2
E05011069,11
E05011070,6.7
E05011071,6.9
E05011072,4.7
E05011073,4.3
E05004721,3.9
E05004723,3
E05004724,4.7
E05004725,4.8
E05004726,5.7
E05004727,5.9
E05004728,7.5
E05004729,3.4
E05004730,5.8
E05004731,9.7
E05004732,5.1
E05004733,4.1
E05004735,4
E05004736,7.2
E05004737,5.1
E05004738,6
E05004739,4.2
E05004741,5
E05004742,6
E05004743,5.1
E05004744,7.9
E05004745,5.7
E05009315,6.5
E05012981,6
E05012982,6.2
E05012983,4.9
E05012984,6
E05012985,4.8
E05012986,6
E05012987,4.7
E05004805,7.3
E05004806,8.7
E05004807,8.5
E05004808,6.3
E05004810,7.1
E05004811,6.7
E05004812,9
E05004813,7.4
E05004814,9.8
E05004815,8.6
E05004816,7.5
E05004817,6.6
E05009316,3.7
E05012734,3.9
E05012735,5.3
E05012736,4.8
E05012737,3.3
E05012738,5.7
E05012739,6.5
E05012740,3.8
E05012741,4.4
E05012742,5.8
E05012743,5.8
E05012744,4.2
E05012745,10.5
E05012746,3.6
E05012747,6.5
E05012748,5.4
E05012749,5.9
E05012750,2.5
E05012751,3.6
E05012752,5.2
E05012753,4.2
E05012754,4.6
E05012755,5.5
E05012756,2.5
E05012757,6.9
E05012758,4.1
E05012759,7.1
E05012760,5
E05012761,5.4
E05012762,3.4
E05012763,3.5
E05012764,4.3
E05012765,3.8
E05012766,4.8
E05012767,8.8
E05012768,3.6
E05012769,4.6
E05012770,4
E05012771,4.3
E05012772,5.7
E05012773,6.6
E05012774,5.4
E05012775,10.1
E05012776,5.1
E05012777,10.8
E05012778,3.6
E05012779,5.8
E05012780,3.7
E05012781,7.4
E05012782,4.6
E05012783,5
E05012784,4.1
E05012785,3.1
E05012786,9.2
E05012787,4.5
E05012788,3.6
E05012789,5.1
E05012790,6.6
E05012791,6.3
E05012792,4.8
E05012793,5.6
E05012794,4.8
E05012795,3.1
E05012796,4.4
E05012797,9.3
E05012798,3.8
E05012799,5.9
E05012800,2.8
E05012801,6.1
E05012802,8.7
E05012803,3.8
E05012804,2.9
E05012805,3.2
E09000001,1.8
E05014053,7.9
E05014054,13.5
E05014055,16.9
E05014056,14
E05014057,11.2
E05014058,12.8
E05014059,9.2
E05014060,12.1
E05014061,16.4
E05014062,14.9
E05014063,15.4
E05014064,7.1
E05014065,13.8
E05014066,11.4
E05014067,11
E05014068,14.5
E05014069,13.1
E05014070,13.7
E05014071,11.6
E05013628,6.4
E05013629,6.4
E05013630,11.8
E05013631,6.2
E05013632,13.8
E05013633,7.5
E05013634,11.2
E05013635,8.7
E05013636,6.8
E05013637,6.8
E05013638,7.4
E05013639,5.4
E05013640,9.7
E05013641,4.5
E05013642,4
E05013643,6.3
E05013644,5.2
E05013645,5.7
E05013646,4.7
E05013647,8.2
E05013648,5.2
E05013649,5.4
E05013650,5.3
E05013651,7.5
E05011217,7.7
E05011218,10.7
E05011219,5.6
E05011220,5.7
E05011221,5.2
E05011222,8.6
E05011223,5.5
E05011224,5.8
E05011225,14.9
E05011226,6.3
E05011227,5
E05011228,9.8
E05011229,5.9
E05011230,7.1
E05011231,14.6
E05011232,15.2
E05011233,4.9
E05013496,6.6
E05013497,9.2
E05013498,5.8
E05013499,6.8
E05013500,10.6
E05013501,12.8
E05013502,4.7
E05013503,7.7
E05013504,8.1
E05013505,4.3
E05013506,7.2
E05013507,7.4
E05013508,5
E05013509,13.9
E05013510,15.3
E05013511,7.1
E05013512,5.5
E05013513,7.6
E05013514,5.9
E05013515,6.1
E05013516,7.6
E05013517,8
E05013987,5.6
E05013988,5.7
E05013989,5.8
E05013990,7.9
E05013991,5.7
E05013992,4.2
E05013993,5.2
E05013994,6.5
E05013995,11.3
E05013996,4.9
E05013997,5.1
E05013998,4.2
E05013999,5.7
E05014000,11.3
E05014001,6.8
E05014002,9.9
E05014003,4
E05014004,8.4
E05014005,5.1
E05014006,8.8
E05014007,12.2
E05014008,4.3
E05013652,3.5
E05013653,3.4
E05013654,7.5
E05013655,7
E05013656,5.2
E05013657,4.8
E05013658,7.8
E05013659,3.7
E05013660,9
E05013661,6.7
E05013662,5.6
E05013663,6.7
E05013664,7.8
E05013665,8.6
E05013666,7
E05013667,5.6
E05013668,7.5
E05013669,10.2
E05013670,5.5
E05013671,5.2
E05011462,6.8
E05011463,9.3
E05011464,11
E05011465,14
E05011466,6
E05011467,9.5
E05011468,8.7
E05011469,6.6
E05011470,20.9
E05011471,14.2
E05011472,10.4
E05011473,7.2
E05011474,6.1
E05011475,3.9
E05011476,7.3
E05011477,6.6
E05011478,4.2
E05011479,15.5
E05011480,6.7
E05011481,6.7
E05011482,8.3
E05011483,10.4
E05011484,9.3
E05011485,11.8
E05011486,12.6
E05011487,11.8
E05011488,12.5
E05011489,12.7
E05013518,6.1
E05013519,7.6
E05013520,4.8
E05013521,4.8
E05013522,8.6
E05013523,10.2
E05013524,5.4
E05013525,9.3
E05013526,5.1
E05013527,6.6
E05013528,5.3
E05013529,9.4
E05013530,5.6
E05013531,11.3
E05013532,13.2
E05013533,8.5
E05013534,6.1
E05013535,8.3
E05013536,7.3
E05013537,4.3
E05013538,6.6
E05013539,6.2
E05013540,4.6
E05013541,5.3
E05013672,4.4
E05013673,9.2
E05013674,18.8
E05013675,16.1
E05013676,5.3
E05013677,18.3
E05013678,6.2
E05013679,16
E05013680,19.8
E05013681,6
E05013682,13
E05013683,6.9
E05013684,14.6
E05013685,16.4
E05013686,9
E05013687,8
E05013688,6.5
E05013689,17
E05013690,7.5
E05013691,13.3
E05013692,7.5
E05013693,8.9
E05013694,15.3
E05013695,11.2
E05013696,5.5
E05014072,13.4
E05014073,5.4
E05014074,10.2
E05014075,9.2
E05014076,7.2
E05014077,9.6
E05014078,5.5
E05014079,6.5
E05014080,10.3
E05014081,6.1
E05014082,8.7
E05014083,8.2
E05014084,7.1
E05014085,12.5
E05014086,6.9
E05014087,10.9
E05014088,10.9
E05014089,9.6
E05014090,16.4
E05014091,13.3
E05014092,7
E05014093,12.9
E05014094,14.1
E05009367,7.2
E05009368,8.6
E05009369,8.5
E05009370,6.4
E05009371,8.8
E05009372,10.3
E05009373,8.4
E05009374,12.8
E05009375,8.2
E05009376,12.7
E05009377,8.7
E05009378,8.8
E05009379,13.1
E05009380,10
E05009381,7.4
E05009382,11.7
E05009383,9.5
E05009384,7.5
E05009385,6
E05009386,9.3
E05009387,12.6
E05013733,6.2
E05013734,4.7
E05013735,5.2
E05013736,9.2
E05013737,7
E05013738,5.2
E05013739,4
E05013740,5.4
E05013741,8
E05013742,6.3
E05013743,4.2
E05013744,4.9
E05013745,4.5
E05013746,5.7
E05013747,8.4
E05013748,9.3
E05013749,6.9
E05013750,6.4
E05013751,6.8
E05013752,11.4
E05013753,9.7
E05013585,6.1
E05013586,10
E05013587,15.7
E05013588,4.8
E05013589,6.4
E05013590,5.8
E05013591,6.8
E05013592,4.3
E05013593,6.9
E05013594,5.2
E05013595,9
E05013596,15
E05013597,9.4
E05013598,11.2
E05013599,9.8
E05013600,4.5
E05013601,10.1
E05013602,12.4
E05013603,9
E05013604,11.3
E05013605,8.4
E05013542,3.9
E05013543,3.5
E05013544,4.5
E05013545,5.8
E05013546,5.3
E05013547,6.7
E05013548,6.6
E05013549,3.8
E05013550,5.3
E05013551,5.2
E05013552,2.8
E05013553,6.8
E05013554,4.7
E05013555,4.9
E05013556,3.8
E05013557,3.9
E05013558,8.8
E05013559,6.4
E05013560,4.9
E05013561,8.3
E05013562,9
E05013563,5.8
E05013967,13.1
E05013968,5.2
E05013969,6.8
E05013970,3.6
E05013971,11.9
E05013972,4.7
E05013973,6
E05013974,9.8
E05013975,12.7
E05013976,5.3
E05013977,4
E05013978,8.9
E05013979,8.6
E05013980,10.6
E05013981,10.9
E05013982,5.5
E05013983,7.6
E05013984,9
E05013985,6.7
E05013986,3.6
E05013564,6.6
E05013565,7
E05013566,8.1
E05013567,4.6
E05013568,7.4
E05013569,8.2
E05013570,7.9
E05013571,7.2
E05013572,5.5
E05013573,4.3
E05013574,4.9
E05013575,5.6
E05013576,8.2
E05013577,4.7
E05013578,5.5
E05013579,6.4
E05013580,7
E05013581,9.5
E05013582,9.7
E05013583,12.4
E05013584,12.6
E05013606,9.1
E05013607,11.5
E05013608,6.5
E05013609,4.6
E05013610,4.7
E05013611,5.9
E05013612,7.4
E05013613,7
E05013614,9.5
E05013615,8.2
E05013616,10.3
E05013617,6.1
E05013618,7.4
E05013619,7
E05013620,8.6
E05013621,9.8
E05013622,7.8
E05013623,5.1
E05013624,5.6
E05013625,9.4
E05013626,4.8
E05013627,7.8
E05013697,7
E05013698,6.6
E05013699,9.1
E05013700,8.4
E05013701,8.7
E05013702,7.6
E05013703,9.2
E05013704,5.5
E05013705,9.4
E05013706,8
E05013707,7.2
E05013708,9.3
E05013709,9.5
E05013710,7.8
E05013711,8.5
E05013712,7.5
E05013713,8.2
E05009388,3.9
E05009389,3.2
E05009390,4.8
E05009391,5.6
E05009392,6
E05009393,2.6
E05009394,12.6
E05009395,3.3
E05009396,9.1
E05009397,5.3
E05009398,3.8
E05009399,9.8
E05009400,3.2
E05009401,3
E05009402,3.5
E05009403,3.9
E05009404,5.6
E05009405,4.8
E05013928,4
E05013929,2.8
E05013930,6.5
E05013931,6.5
E05013932,4.6
E05013933,5
E05013934,7.1
E05013935,6.4
E05013936,7.1
E05013937,6.7
E05013938,4.9
E05013939,3.7
E05013940,6
E05013941,9.1
E05013942,5.1
E05013943,3.8
E05013944,5.2
E05013945,6.9
E05013946,5.7
E05014095,5.8
E05014096,11.7
E05014097,9.7
E05014098,8.6
E05014099,4.1
E05014100,7.2
E05014101,8.3
E05014102,5.1
E05014103,12.1
E05014104,7.5
E05014105,10.1
E05014106,10.9
E05014107,10.3
E05014108,7.3
E05014109,12.2
E05014110,7.3
E05014111,11.2
E05014112,7.7
E05014113,8.7
E05014114,6.4
E05014115,8.2
E05014116,7.9
E05014117,6.3
E05014118,5.3
E05014119,8.4
E05013714,15
E05013715,7.8
E05013716,7.8
E05013717,9.1
E05013718,7.4
E05013719,10.8
E05013720,13.7
E05013721,9.9
E05013722,9.2
E05013723,10.2
E05013724,11.2
E05013725,9.1
E05013726,7.6
E05013727,8.3
E05013728,11.5
E05013729,9.4
E05013730,12.1
E05013731,10.7
E05013732,9.3
E05013810,5.2
E05013811,3.8
E05013812,4.9
E05013813,10.9
E05013814,10.3
E05013815,5.4
E05013816,3.2
E05013817,7.1
E05013818,7.9
E05013819,5.2
E05013820,3.6
E05013821,11.5
E05013822,8.1
E05013823,5.1
E05013824,7.8
E05013825,3.8
E05013826,6.2
E05013827,4.4
E05013828,6.7
E05013829,3.5
E05013904,10.1
E05013905,7.5
E05013906,9.9
E05013907,7.5
E05013908,12.7
E05013909,6.7
E05013910,10.6
E05013911,7.9
E05013912,8
E05013913,6
E05013914,5.6
E05013915,10.8
E05013916,9.2
E05013917,8
E05013918,8.7
E05013919,9.2
E05013920,11.9
E05013921,5.8
E05013922,11.8
E05013923,5.1
E05013924,7.5
E05013925,7.1
E05013926,6.7
E05013927,8.5
E05011234,5.5
E05011235,5.8
E05011236,7.1
E05011237,10.3
E05011238,7.4
E05011239,5.2
E05011240,7.1
E05011241,4.9
E05011242,7
E05011243,7
E05011244,7.3
E05011245,9.2
E05011246,9
E05011247,11.6
E05011248,6.5
E05011249,3.7
E05011250,6.9
E05011251,7.3
E05011252,4.9
E05011253,6.9
E05011254,5
E05011255,4.4
E05013774,5.1
E05013775,3.8
E05013776,5.5
E05013777,7.1
E05013778,4.9
E05013779,7.4
E05013780,5.8
E05013781,7.5
E05013782,4.3
E05013783,6.3
E05013784,5
E05013785,4.6
E05013786,3.5
E05013787,4.4
E05013788,4.2
E05013789,4.1
E05013790,6.6
E05013791,4.9
E05011095,5
E05011096,11.2
E05011097,9.9
E05011098,8.6
E05011099,5.4
E05011100,5.4
E05011101,11.3
E05011102,14.4
E05011103,5.1
E05011104,7.3
E05011105,11.2
E05011106,7.9
E05011107,9.4
E05011108,10.5
E05011109,12.8
E05011110,13.3
E05011111,9.4
E05011112,8.6
E05011113,8.6
E05011114,9.2
E05011115,10.4
E05011116,10.2
E05011117,4.6
E05013754,6.3
E05013755,6.1
E05013756,5.8
E05013757,6.1
E05013758,3.9
E05013759,8.8
E05013760,5.2
E05013761,11.7
E05013762,10.5
E05013763,10.2
E05013764,4.9
E05013765,9.6
E05013766,6.7
E05013767,6
E05013768,6.1
E05013769,8.7
E05013770,7.6
E05013771,8.1
E05013772,7.2
E05013773,2.8
E05009317,7.9
E05009318,5.2
E05009319,7.3
E05009320,5.7
E05009321,8.8
E05009322,8.9
E05009323,5.4
E05009324,6.1
E05009325,10.2
E05009326,3.2
E05009327,8
E05009328,9.9
E05009329,8.4
E05009330,2.8
E05009331,5.2
E05009332,7.2
E05009333,4.2
E05009334,6.9
E05009335,6.4
E05009336,5.1
E05013882,9.9
E05013883,8.4
E05013884,9.5
E05013885,5.3
E05013886,7.9
E05013887,8.3
E05013888,5.6
E05013889,9.3
E05013890,7.8
E05013891,8
E05013892,11.3
E05013893,8.1
E05013894,7.8
E05013895,8.5
E05013896,9.4
E05013897,6.5
E05013898,7.4
E05013899,7.6
E05013900,9.7
E05013901,8.6
E05013902,8
E05013903,10.7
E05014009,3.9
E05014010,8.5
E05014011,3.8
E05014012,11.6
E05014013,8
E05014014,2.7
E05014015,6
E05014016,3.9
E05014017,12.6
E05014018,5
E05014019,8.1
E05014020,3.8
E05014021,3.8
E05014022,3.5
E05014023,6.6
E05014024,6.8
E05014025,3.9
E05014026,5.1
E05014027,4.6
E05014028,5.1
E05014029,8
E05014030,5.6
E05013792,3.4
E05013793,3.2
E05013794,10.2
E05013795,9
E05013796,4.4
E05013797,4.5
E05013798,3
E05013799,4.4
E05013800,7
E05013801,2.1
E05013802,3.8
E05013803,6.8
E05013804,10.4
E05013805,3.6
E05013806,3.3
E05013807,5.3
E05013808,3.1
E05013809,11.2
E05002249,12.2
E05002250,4.9
E05002251,11.3
E05002252,10.2
E05002253,2.4
E05002254,6.1
E05002255,10.7
E05002256,5.3
E05002257,7.8
E05002258,3.4
E05002259,6.2
