mnemonic,unemployed
E05002269,3.1
E05002270,2.8
E05002271,2.8
E05002272,2.6
E05002273,3.2
E05002274,2.7
E05002275,2.3
E05002276,3
E05002277,1.8
E05002278,3.3
E05002279,3.8
E05002280,3.3
E05002281,3.2
E05002282,2.1
E05002283,3.8
E05002284,3
E05002285,3.9
E05002286,2.6
E05002287,3.9
E05002288,2.5
E05012132,1.9
E05012133,2.1
E05012134,2
E05012135,1.6
E05012136,2.3
E05012137,1.7
E05012138,2.2
E05012139,2.5
E05012140,1.9
E05012141,3.1
E05012142,2.3
E05012143,2.7
E05012144,2.8
E05012145,2.6
E05012146,2.9
E05012147,2.5
E05012148,2.7
E05012149,2.2
E05012150,2.7
E05012151,2.6
E05012152,2.7
E05012153,2.4
E05012154,2.5
E05012155,2.7
E05013864,5.3
E05013865,4.3
E05013866,3.4
E05013867,2.3
E05013868,4.7
E05013869,4.4
E05013870,2.9
E05013871,4.9
E05013872,3.1
E05013873,3.8
E05013874,4.7
E05013875,5.3
E05013876,4.1
E05013877,3.7
E05013878,3.2
E05013879,4.3
E05009337,4.9
E05009338,5.6
E05009339,5.5
E05009340,5.7
E05009341,4.1
E05009342,5.3
E05009343,5.2
E05009344,4.9
E05009345,5.5
E05009346,6.3
E05009347,4.1
E05009348,5.3
E05009349,4.2
E05009350,4.4
E05009351,5.3
E05012494,2.8
E05012495,3.6
E05012496,2.3
E05012497,3.2
E05012498,2.8
E05012499,3.2
E05012500,2.9
E05012501,2.8
E05012502,2.8
E05012503,3.3
E05012504,3.2
E05012505,3.5
E05012506,2.4
E05012507,2.6
E05012508,3.8
E05012509,3
E05012510,3.2
E05012511,4.1
E05012512,2.1
E05002372,2.5
E05002373,2.5
E05002374,3.2
E05002375,2.8
E05002376,2.2
E05002377,2.3
E05002378,2.3
E05002379,2.2
E05002380,2.3
E05002381,3
E05002382,2.4
E05002383,2.2
E05002384,3.1
E05002385,3.8
E05002386,2.8
E05002387,2.6
E05002388,4.2
E05002389,2.4
E05002390,2.2
E05002391,2.7
E05002392,2.3
E05002393,2
E05002394,2.7
E05002395,3
E05002396,2.5
E05009406,4.6
E05009407,3.7
E05009408,3.3
E05009409,4.1
E05009410,3.4
E05009411,3.4
E05009412,5.2
E05009413,3
E05009414,3.4
E05009415,3.3
E05009416,2.4
E05009417,2.9
E05009418,2.1
E05009419,3.6
E05009420,4
E05009421,3.2
E05009422,3.6
E05009423,4.5
E05009424,5.4
E05002420,6
E05002421,4.1
E05002422,4.5
E05002423,3.7
E05002424,3.7
E05002425,6.6
E05002426,7.3
E05002427,7
E05002428,3.5
E05002429,2.8
E05002430,4.3
E05002431,5.2
E05002432,5.9
E05002433,2.8
E05002434,6.1
E05002435,3.6
E05002436,2.4
E05002437,3.8
E05002438,2.9
E05002439,3.4
E05002440,3.3
E05002441,2.9
E05002442,5.5
E05002443,8.5
E05002444,3.2
E05002445,3.1
E05002446,1.9
E05002447,3.5
E05002448,5
E05002449,3.1
E05002450,3.4
E05002451,4.4
E05002452,3.8
E05002453,4.4
E05002454,6.5
E05002455,6
E05002456,3.7
E05002457,6.3
E05002458,4.8
E05002459,3.1
E05002460,2.9
E05002461,4.2
E05002462,3.3
E05002463,3.8
E05002464,3.2
E05002465,4.1
E05002466,3.6
E05002467,2.9
E05002468,2.9
E05002469,4.8
E05002470,3.9
E05013359,2.4
E05013360,1.7
E05013361,3
E05013362,1.9
E05013363,2.7
E05013364,2
E05013365,2.2
E05013366,3.5
E05013367,3.4
E05013368,2.6
E05013369,2.2
E05013370,2.2
E05013371,2.7
E05013372,2.3
E05013373,1.8
E05013374,2.9
E05013375,3
E05013376,2.8
E05013377,3.1
E05013378,2.1
E05013379,1.8
E05013380,4.2
E05013381,2.6
E05013382,3.4
E05013383,3.9
E05013384,2.7
E05013385,2.9
E05013386,4.1
E05013387,5.1
E05013388,5.2
E05013389,4
E05013390,3.4
E05013391,3.4
E05013392,3.3
E05013393,2.6
E05013394,2.4
E05013395,3.5
E05013396,2
E05013397,2.9
E05013120,4.8
E05013121,2.1
E05013122,2.2
E05013123,2.4
E05013124,3.1
E05013125,3.7
E05013126,2.7
E05013127,3.7
E05013128,2.9
E05013129,2.7
E05013130,2
E05013131,4.6
E05013132,2.6
E05013133,2.1
E05013134,2.1
E05013135,2.4
E05013136,3.1
E05013137,3.2
E05013138,2.6
E05013139,2.3
E05013140,3
E05013141,2.7
E05013142,3.8
E05013143,2.8
E05013144,2.5
E05013145,2.3
E05013146,1.9
E05013147,2.2
E05013148,2.2
E05013149,2
E05013150,3.2
E05013151,2.2
E05013152,2.4
E05013153,2.4
E05013154,2.2
E05013155,1.9
E05013156,2.4
E05013157,3.6
E05013158,3.1
E05013159,2.6
E05013160,3.6
E05013161,2.5
E05013162,2.8
E05013163,4.4
E05013164,2.6
E05013165,2.3
E05013166,3.3
E05013167,2.5
E05013168,1.9
E05011574,5
E05011575,3.9
E05011576,3.1
E05011577,3.5
E05011578,3.2
E05011579,2.3
E05011580,3.4
E05011581,3.2
E05011582,3.1
E05011201,2.5
E05011202,3.3
E05011203,4.2
E05011204,5.4
E05011205,5.7
E05011206,2.3
E05011207,4.8
E05011208,4.5
E05011209,3.1
E05011210,3
E05011211,3.2
E05011212,2.3
E05011213,2.8
E05011214,5.9
E05011215,3.3
E05011216,3.7
E05011583,2.5
E05011584,1.4
E05011585,3.2
E05011586,2.5
E05011587,2.9
E05011588,3.2
E05011589,2.8
E05011590,3
E05011591,4
E05011592,2.3
E05011593,2.1
E05011594,3.1
E05011595,3.4
E05011596,2.7
E05011597,2.6
E05011598,2.4
E05011599,2.3
E05011600,2.5
E05011601,2.3
E05011602,2.2
E05011603,2.3
E05011604,3.9
E05011605,1.6
E05011606,2.7
E05011607,2.1
E05011608,2.5
E05011609,2.6
E05011610,3.9
E05011611,2.1
E05011612,2.2
E05011613,1.1
E05011614,1.8
E05011615,2.1
E05011616,3.2
E05011617,2.5
E05011618,2.1
E05011619,1.9
E05011620,2.4
E05011621,3
E05011622,2.2
E05011623,3.3
E05011624,2.1
E05011625,1.3
E05011626,1.5
E05011627,1.5
E05011628,2.3
E05011629,2.8
E05011630,2.9
E05011631,2
E05011632,2.3
E05011633,1.8
E05011634,1.8
E05011635,2.9
E05011636,1.7
E05011637,2.2
E05011638,1.8
E05011639,2.7
E05011640,3
E05011641,2
E05011642,2.5
E05011643,2.3
E05011644,2.8
E05011645,2
E05011646,2.5
E05011647,2.1
E05011648,2.2
E05011649,2.1
E05011650,2.1
E05011651,2.6
E05011652,1.9
E05011653,2.6
E05011654,2.4
E05011655,3.1
E05011656,2.1
E05011657,2.1
E05011658,1.3
E05011659,2.4
E05011660,1.9
E05011661,1.9
E05011662,2.6
E05011663,2.2
E05011664,2.1
E05011665,2.1
E05013078,2.2
E05013079,2.3
E05013080,3
E05013081,3.3
E05013082,2.6
E05013083,2.9
E05013084,1.9
E05013085,3.2
E05013086,3
E05013087,3.8
E05013088,1.9
E05013089,3.9
E05013090,3
E05013091,3.5
E05013092,2
E05013093,2.3
E05013094,2
E05013095,2.8
E05012290,1.9
E05012291,2.8
E05012292,3.4
E05012293,3
E05012294,2.4
E05012295,2.2
E05012296,3.2
E05012297,2.1
E05012298,2
E05012299,2.3
E05012300,2.1
E05012301,2.1
E05012302,1.9
E05012303,2.2
E05012304,2.1
E05012305,2.5
E05012306,1.8
E05012307,2
E05012308,1.6
E05012309,3
E05012310,2.4
E05012311,2
E05012312,2.5
E05012313,3.3
E05012314,2.8
E05012315,2.3
E05012316,2
E05012317,1.9
E05012318,2.8
E05012319,2
E05012320,1.9
E05011187,2.2
E05011188,1.6
E05011189,2.9
E05011190,2.1
E05011191,3.2
E05011192,2.7
E05011193,3.3
E05011194,2.1
E05011195,2.7
E05011196,2.5
E05011197,2
E05011198,2.1
E05011199,2.1
E05011200,2
E05004516,2.2
E05004517,2
E05004518,3
E05004519,2.5
E05004520,2.1
E05004521,1.5
E05004522,2.3
E05004523,2.5
E05004524,2.2
E05004525,2.3
E05004526,2.3
E05004527,1.6
E05004528,1.8
E05004529,2.1
E05004530,2.1
E05014138,1.9
E05014139,2.2
E05014140,3.1
E05014141,2.5
E05014142,2.5
E05014143,5.1
E05014144,4.5
E05014145,5
E05014146,2.9
E05014147,2.6
E05014148,1.7
E05014149,3.5
E05014150,2.3
E05014151,3.4
E05009352,2.4
E05009353,2.6
E05009354,2.7
E05009355,2.6
E05009356,2.4
E05009357,2.7
E05009358,2.1
E05009359,2.5
E05009360,2
E05009361,2.5
E05009362,2.4
E05004566,3.5
E05004567,4.4
E05004568,2.5
E05004569,4.4
E05004570,2.1
E05004571,2
E05004572,3
E05004573,2.8
E05004574,2.3
E05004575,2.3
E05004576,2.9
E05004577,2.9
E05004578,4.7
E05004579,2.6
E05004580,1.8
E05004581,1.4
E05004582,1.5
E05004583,1.8
E05004584,1.6
E05004585,1.3
E05004586,1.6
E05004587,1.8
E05004588,3
E05004589,2
E05004590,2.6
E05004592,1.8
E05004593,2.4
E05004596,2.4
E05004597,2.9
E05004598,1.9
E05004599,1.9
E05004600,1.8
E05004601,2.4
E05004602,2
E05004603,1.6
E05004604,2.2
E05004605,2.3
E05004606,1.7
E05004607,2.6
E05004608,2
E05004609,2.2
E05004610,2.4
E05004611,2.5
E05004612,2.3
E05004613,2.2
E05008932,1.9
E05008933,1.8
E05008934,2.2
E05008989,3.2
E05008990,3.9
E05008991,3.1
E05008992,3.2
E05008993,3.4
E05008994,2.5
E05008995,3.5
E05008996,3
E05008997,2.7
E05008998,2.8
E05008999,3
E05009000,3.4
E05009001,2.7
E05012085,2
E05012088,3.2
E05012093,1.4
E05012097,1.8
E05012098,1.9
E05012100,2.2
E05012102,1.9
E05012927,1.5
E05012928,3
E05012929,2.3
E05012930,2.5
E05012931,2
E05012932,2
E05012933,2.8
E05012934,1.8
E05012935,1.3
E05012936,1.9
E05012937,1.9
E05012938,2
E05012939,1.9
E05010995,1.8
E05010996,1.9
E05010997,2.1
E05010998,1.7
E05010999,1.9
E05011000,1.9
E05011001,2.2
E05011002,3.4
E05011003,5.2
E05011004,2.8
E05011005,5.4
E05011006,2
E05011007,2.3
E05011008,2.2
E05011009,2.2
E05011010,1.9
E05011743,4
E05011744,3.9
E05011745,1.9
E05011746,1.3
E05011747,3.3
E05011748,2.1
E05011749,2.6
E05011750,2.5
E05011751,1.8
E05011752,2.1
E05011753,3.4
E05011754,2.9
E05011755,3
E05011756,1.5
E05011757,2.4
E05011758,2
E05011759,2.2
E05011760,2.1
E05011761,4.5
E05011762,3.1
E05011763,3.7
E05011764,2.8
E05011765,2
E05011766,2.8
E05011767,2.4
E05011768,3
E05011769,2.5
E05011770,6.2
E05011771,2.5
E05011772,3
E05011773,1.9
E05011774,2.7
E05011775,4.4
E05011776,2.7
E05011777,2.2
E05011778,1.6
E05011779,2.4
E05011780,2.7
E05011781,2.1
E05010392,2.1
E05010393,7.6
E05010395,2.5
E05010396,3.2
E05010397,2.9
E05010398,2.4
E05010399,3.4
E05010402,8.1
E05010404,2.1
E05010405,6.1
E05010407,2.1
E05010408,2.7
E05010409,2.7
E05010410,4.7
E05010411,4.5
E05012953,2.5
E05012954,1.9
E05012955,2.6
E05012956,2.9
E05012990,5.7
E05012991,2.9
E05012392,3.2
E05012393,2.9
E05012394,2.5
E05012395,4.4
E05012396,3.3
E05012397,3.7
E05012398,3
E05012399,2.6
E05012400,2.3
E05012401,1.7
E05012402,2.6
E05012403,3.8
E05012404,4.2
E05012405,3.6
E05012406,3.3
E05012407,4.5
E05012408,4.7
E05012409,3.8
E05012410,3.2
E05012411,2.7
E05012855,2.4
E05012856,2.8
E05012857,4
E05012858,1.8
E05012859,2.8
E05012860,2
E05012861,2.3
E05012862,3.5
E05012863,2.8
E05012864,3.1
E05012865,3.1
E05012866,5.5
E05012867,2.7
E05012868,5.8
E05012869,5.2
E05012870,2.4
E05012871,2.8
E05004964,4.5
E05004965,2.8
E05004966,4
E05004967,2.9
E05004968,2
E05004969,2.4
E05004970,2.4
E05004971,5.4
E05004972,4.1
E05004973,2.8
E05004974,5.4
E05004975,5.2
E05004976,2.3
E05004977,1.9
E05004978,4.1
E05004979,4.9
E05004980,3.4
E05004981,3.5
E05004982,1.9
E05004983,1.8
E05004984,1.9
E05004985,1.9
E05004986,1.9
E05004987,3.2
E05004989,2.2
E05004990,2.6
E05004991,2.9
E05004992,3.5
E05004993,1.8
E05004994,2.4
E05004995,3.1
E05004996,4.8
E05004997,1.4
E05004999,2.2
E05005000,3.8
E05005001,2
E05005002,3.1
E05005003,3.2
E05005004,3.1
E05005006,2.3
E05005007,2.2
E05008553,2
E05008554,1.9
E05008555,2.5
E05005010,0.9
E05005011,3.2
E05005012,2.2
E05005013,2.3
E05005014,3.2
E05005016,2.4
E05005017,2.3
E05005018,1.9
E05005021,2.6
E05005026,2.1
E05005027,2
E05005028,2.8
E05005029,2.5
E05005031,3.5
E05005032,3.6
E05009956,2.2
E05009958,2
E05009959,1.8
E05009960,2.5
E05009961,2.4
E05009962,2.3
E05009963,1.7
E05009964,2.9
E05009965,2.1
E05011558,2.3
E05011559,2
E05010015,2.8
E05010016,3.3
E05010017,4.3
E05010018,5
E05010019,5.2
E05010020,2.6
E05010021,2.3
E05010022,2.4
E05010023,2.6
E05010024,2.3
E05010025,2.5
E05010026,3
E05010027,2.7
E05009544,2.7
E05009545,2.4
E05009546,2.5
E05009547,2.8
E05009548,3.2
E05009549,2.6
E05009550,2
E05009551,2.7
E05009552,3.9
E05009553,3.4
E05009554,2.2
E05009555,3.4
E05009556,3.9
E05009557,3.6
E05009558,3.6
E05009559,2.7
E05009560,5.4
E05009561,3.1
E05009562,4.9
E05009563,2.7
E05009564,3.6
E05009565,3
E05009566,2.1
E05009567,2
E05005081,2.6
E05005082,1.4
E05005083,2.8
E05005084,2.5
E05005085,4.4
E05005086,2
E05005087,2.1
E05005088,6.3
E05005089,5.2
E05005090,4.4
E05005091,3.4
E05005092,1.8
E05005093,6.1
E05005094,2.8
E05005095,4.9
E05005096,3.4
E05005097,2.9
E05005098,3.9
E05005099,3.9
E05005100,2.7
E05005101,2.5
E05005102,3
E05005103,3.5
E05009568,2.4
E05009569,3.1
E05009570,2.4
E05009571,2.5
E05009572,2.3
E05009573,2.2
E05009574,1.8
E05009575,1.5
E05009577,3.2
E05009578,2.1
E05009579,2.3
E05009580,3
E05009582,2
E05009583,1.9
E05009584,2.9
E05009585,3.1
E05009586,2.2
E05009587,3.2
E05009588,2.3
E05009589,2.1
E05009590,1.7
E05009591,2.3
E05012988,2.5
E05012989,2.5
E05005130,2.2
E05005131,2
E05005132,2.5
E05005133,1.8
E05005134,3.4
E05005135,1.3
E05005136,2.4
E05005137,2
E05005138,2
E05005139,2.6
E05005140,2.6
E05005141,2.5
E05005142,2.4
E05005143,2.2
E05005144,3.2
E05005145,3
E05005146,3.2
E05005147,2.8
E05005148,2.8
E05005149,2.4
E05010921,3.3
E05010922,3.2
E05010923,2.8
E05010924,3.9
E05010925,2.7
E05010926,2.3
E05010928,2.5
E05010929,1.6
E05010930,2.2
E05010932,2.3
E05010933,2.2
E05010934,2.2
E05011348,1.8
E05011349,2.1
E05012968,2.3
E05012969,2.1
E05013096,3.4
E05013097,4.1
E05013098,2.2
E05013099,4.4
E05013100,3.5
E05013101,2.5
E05013102,2.8
E05013103,2.4
E05013104,3.8
E05013105,3
E05013106,2.4
E05013107,3.3
E05013108,4
E05013109,3.3
E05013110,4.2
E05013111,2.7
E05013112,2.6
E05013113,3.3
E05013114,3.5
E05013115,2.9
E05013116,2.2
E05013117,5.2
E05013118,2.1
E05013119,2.5
E05009733,2.1
E05009734,2.4
E05009735,1.3
E05009736,2.1
E05009740,2.5
E05009742,1.7
E05009743,1.9
E05009749,2.2
E05009751,2.1
E05011701,1.9
E05011702,2.3
E05011703,2.4
E05011704,2.5
E05011705,2.1
E05011707,2.1
E05011708,1.6
E05011710,2.2
E05011711,2.2
E05011712,2.3
E05012853,2.7
E05012854,1.8
E05009754,2.7
E05009755,3
E05009757,2.3
E05009769,1.5
E05009770,1.7
E05009771,2.3
E05011713,2
E05011714,2.4
E05011715,1.6
E05011717,2.4
E05011718,2
E05011719,1.9
E05012970,1.8
E05012971,1.7
E05012972,2.4
E05012973,2.3
E05012974,2.1
E05012975,1.9
E05012976,1.9
E05012977,2.5
E05012978,2.3
E05012979,2.3
E05012980,2
E05012992,2.2
E05006627,2.1
E05006628,1.2
E05006629,1.9
E05006632,2.2
E05006634,2.2
E05006637,2
E05006638,2
E05006639,2.1
E05006640,1.6
E05006642,1.8
E05006643,1.5
E05006644,2.7
E05006645,2.3
E05006646,2
E05006647,1.9
E05006648,2.6
E05006649,1.9
E05006650,2.1
E05006651,2.1
E05006652,1.7
E05006653,2.2
E05009363,2.2
E05009364,1.3
E05009365,2.3
E05010781,2.6
E05010782,2.2
E05010783,1.4
E05011074,2.4
E05011075,2.9
E05011076,2.7
E05011077,2.6
E05011078,2.6
E05011079,2.6
E05011080,3
E05011081,3
E05011082,2.4
E05011083,2.2
E05011084,2.4
E05011085,2.7
E05011086,3.8
E05011087,3.1
E05011088,3.4
E05011089,2.4
E05007273,2.1
E05007274,2.7
E05007275,3.5
E05007276,2.8
E05007277,2.3
E05007278,2.4
E05007279,2.3
E05007280,3.3
E05007281,2.6
E05007282,2.5
E05007283,4
E05007284,2.9
E05007285,2
E05007286,2.2
E05007287,2.3
E05007288,2.5
E05007289,2.3
E05007290,2.2
E05007291,2
E05007292,2.5
E05007293,4
E05007294,3
E05007295,1.8
E05007296,2.2
E05007297,2.5
E05007298,6.1
E05007299,2.6
E05007300,2.5
E05007301,2.6
E05007302,2.3
E05007303,3.8
E05007304,3.6
E05007305,1.8
E05007306,4.3
E05007307,2.5
E05007308,2.1
E05007309,2
E05007310,1.9
E05007311,1.8
E05007312,2.1
E05007313,2
E05007314,1.8
E05007315,2.1
E05007316,2.3
E05007317,1.9
E05007318,2.7
E05007319,2.2
E05007320,2.4
E05007321,2
E05007322,2.6
E05007323,3.6
E05007324,2.4
E05007325,2.6
E05007326,2.3
E05007327,2
E05007328,2.5
E05012872,2.5
E05012873,2.1
E05012874,3.1
E05012875,3.3
E05012876,3.4
E05012877,3
E05012878,2.9
E05012879,1.8
E05012880,2.5
E05012881,2.4
E05012882,2.9
E05012883,3.2
E05012884,2.5
E05012885,2.9
E05012886,3.2
E05012887,3.2
E05012888,3
E05012889,3.4
E05012890,3.5
E05012891,4.6
E05012892,5.2
E05012893,7.1
E05012894,5.4
E05012895,2.7
E05012896,2.4
E05012897,2.6
E05012898,2.6
E05012899,2.4
E05012900,2.1
E05007362,3.3
E05007363,3.4
E05007364,3.6
E05007365,3.2
E05007366,3.1
E05007367,3.4
E05007368,3.2
E05007369,2.3
E05007370,4.5
E05007371,3.9
E05007372,5.3
E05007373,4.1
E05007374,3.1
E05012026,2.6
E05012027,2.7
E05012028,2.5
E05012029,2.6
E05012030,2.6
E05012031,2.2
E05012032,2.8
E05012033,3.9
E05012034,2.5
E05012035,3.7
E05012036,2.5
E05012037,3.1
E05012038,3.8
E05012039,2.4
E05007391,2.1
E05007392,1.7
E05007393,2.1
E05007394,3
E05007395,2.7
E05007396,2
E05007397,3
E05007398,2.1
E05007399,2.9
E05007400,3
E05007401,2.6
E05007402,2.5
E05007403,3.7
E05007404,2.7
E05007405,2.2
E05007406,3
E05007407,3.4
E05007408,1.4
E05007409,2.7
E05007410,2.7
E05007411,1.5
E05007412,1.8
E05007413,2
E05007414,2.2
E05007415,2.1
E05007416,1.7
E05007417,2.2
E05007418,1.7
E05007419,2.3
E05007420,3.7
E05007421,2.2
E05007422,2.2
E05007423,2.7
E05007424,2.4
E05007425,3.4
E05007426,2
E05007427,2.4
E05007428,1.5
E05007429,2.5
E05007430,2.6
E05007431,2.1
E05007432,2.4
E05007433,2.4
E05007434,2.3
E05007435,3
E05007436,2
E05007437,2.3
E05007438,1.3
E05007439,2.4
E05010795,2.6
E05010796,4.7
E05010797,3.1
E05010798,2.6
E05010799,3.5
E05010800,2.4
E05010801,2.8
E05010802,3
E05010803,2.5
E05010804,2.7
E05007562,1.9
E05007563,2.3
E05007564,2.8
E05007565,3.1
E05007566,2.8
E05007567,2.1
E05007568,2.3
E05007569,3.3
E05007570,2.6
E05007571,4
E05007572,2.3
E05007573,2.9
E05007574,2.8
E05007575,2.8
E05009800,1.9
E05009801,2
E05009802,2.4
E05009803,1.8
E05009804,2.2
E05009805,2.9
E05009806,2.9
E05009807,3.2
E05009808,3.6
E05009809,1.9
E05009810,1.6
E05009811,2.2
E05009812,2.1
E05009813,3.2
E05009814,3.5
E05009815,2.2
E05009816,3
E05009817,2.1
E05009818,3.6
E05009819,3.7
E05009820,1.9
E05009821,2.3
E05009822,3.3
E05011666,4.5
E05011667,3.8
E05011668,3.4
E05011669,3.7
E05011670,2.6
E05011671,1.8
E05011672,2.4
E05011673,2.2
E05011674,2.3
E05011675,2.5
E05011676,2.4
E05011677,2
E05011678,2.2
E05011679,2
E05011680,2.8
E05011681,2.2
E05011682,2.5
E05011683,2.8
E05011684,1.9
E05011685,2.1
E05011686,2
E05012914,6.3
E05012915,6.2
E05012916,3.4
E05012917,5.2
E05012918,4
E05012919,6
E05012920,4.6
E05012921,5.3
E05012922,3.6
E05012923,4
E05012924,5
E05012925,4.9
E05012926,5.4
E05011812,2.4
E05011813,2
E05011814,2.7
E05011815,2.9
E05011816,2.6
E05011817,2.9
E05011818,3.3
E05011819,2.3
E05011820,2.3
E05011821,2.9
E05011822,1.7
E05011823,1.9
E05011824,2
E05011825,2.3
E05011826,2.9
E05011827,2.1
E05011828,2.4
E05011829,1.9
E05011830,2.1
E05011831,2.2
E05011832,2.6
E05011833,1.8
E05007668,2.2
E05007669,2
E05007670,2.3
E05007671,1.9
E05007672,2
E05007673,2.6
E05007674,3
E05007675,2.4
E05007676,2.4
E05007677,3.1
E05007678,2.3
E05007679,1.7
E05007680,2.5
E05007681,2.4
E05007682,2.4
E05007683,2.1
E05007684,2.9
E05007685,2.2
E05007686,3
E05007687,2.7
E05007688,2.5
E05007689,2.8
E05007690,2.2
E05007691,2
E05007692,2.4
E05007693,2.1
E05007694,3.3
E05007695,3.2
E05007696,4.1
E05007697,2.1
E05007698,3.4
E05007699,2.1
E05007700,2.9
E05007701,2.1
E05007702,3
E05007703,2.3
E05007704,2.5
E05007705,3.8
E05007706,3.2
E05012461,2
E05012462,2
E05012463,3.5
E05012464,2.1
E05012465,2
E05012466,2.8
E05012467,1.8
E05012468,1.7
E05012469,2.3
E05012470,2.3
E05012471,4.9
E05012472,2.5
E05012473,3.7
E05012474,1.3
E05012475,2.2
E05012476,2.4
E05012477,3.4
E05012478,3.1
E05012479,3
E05012480,3.9
E05012481,2.2
E05012482,2.7
E05012483,1.9
E05012484,2.8
E05012485,3.6
E05012486,3.1
E05012487,1.9
E05012488,4.6
E05012489,3.6
E05012490,2.3
E05012491,4.9
E05012492,1.9
E05012493,2.5
E05010885,4.8
E05010886,3
E05010887,2.4
E05010888,3.5
E05010889,2.1
E05010890,3
E05010891,2.5
E05010892,6.6
E05010893,3.9
E05010894,4.1
E05010895,4
E05010896,3.8
E05010897,4.4
E05010898,3.8
E05010899,3.5
E05010900,4.3
E05010901,2.6
E05010902,2.1
E05010903,3.8
E05010904,3.8
E05010905,5.5
E05010906,3.1
E05010907,6.4
E05010908,4.1
E05010909,3.4
E05010910,3
E05010911,2.6
E05010912,3.1
E05010913,4
E05010914,3.1
E05010915,2.3
E05010916,3.6
E05010917,1.8
E05010918,3.1
E05010276,2.6
E05010277,1.5
E05010278,1.9
E05010279,2.7
E05010280,1.7
E05010281,1.1
E05010282,1.7
E05010283,2.2
E05010284,1.7
E05010285,1.3
E05010286,1.8
E05010287,2
E05010288,1.3
E05010289,1.5
E05010290,2
E05010291,1.4
E05010292,2
E05010293,2.1
E05010294,2.4
E05010295,1.4
E05010296,2.1
E05010297,4
E05010298,3.8
E05010299,3.3
E05010300,2.2
E05010301,2.4
E05010302,2.3
E05010303,2.3
E05010304,2.5
E05010305,2.3
E05010306,2.5
E05010307,1.9
E05010308,1.7
E05010309,1.9
E05010310,1.6
E05012104,1.9
E05012105,1.9
E05012106,2.3
E05012107,2.5
E05012108,1.6
E05012109,2.7
E05012110,1.7
E05012111,2
E05012112,2.2
E05012113,4.1
E05012114,1.9
E05012115,1.9
E05012116,2.3
E05012117,3.1
E05012118,2.3
E05012119,3.1
E05012120,2.2
E05012121,2.9
E05012122,2.4
E05012123,1.8
E05012124,2.6
E05012125,2.4
E05012126,7.8
E05012127,1.9
E05012128,2.1
E05012129,2.6
E05012130,1.9
E05012131,2.2
E05002078,2.8
E05002079,3
E05002080,4.5
E05002081,7.6
E05002082,3.6
E05002083,1.8
E05002084,3
E05002085,3.4
E05002086,2.1
E05002087,2.4
E05002088,2.1
E05002089,1.9
E05002090,1.8
E05002091,1.7
E05002092,2.1
E05002093,3.3
E05002094,5.4
E05002095,2.5
E05002096,3.7
E05002097,4.2
E05012254,3
E05012255,2
E05012256,2.4
E05012257,2.9
E05012258,2.9
E05012259,3.7
E05012260,3
E05012261,2.2
E05012262,3.5
E05012263,2.2
E05012264,3.6
E05012265,2.9
E05012266,2.6
E05012267,2.5
E05012268,4.5
E05012269,2.3
E05008954,4.6
E05008955,2.6
E05008956,2.1
E05008957,3.6
E05008958,4
E05008960,3.6
E05008961,2.8
E05008962,3.7
E05008963,3
E05008965,3.1
E05008966,1.8
E05008967,2.9
E05008968,2.9
E05008969,2.8
E05008970,3
E05008971,4.2
E05008972,2.5
E05010755,2.3
E05010756,2.5
E05010757,4.3
E05013273,3.5
E05013274,2.2
E05013275,2.6
E05013276,2.1
E05013277,2.1
E05013278,3
E05013279,2.7
E05013280,2.2
E05013281,3.2
E05013282,3.4
E05013284,5.2
E05013286,5.9
E05013288,1.4
E05013289,2.5
E05013290,2
E05013291,2.1
E05013292,2.8
E05013293,3.1
E05013295,2.6
E05013297,2.1
E05013298,2.4
E05013301,2.3
E05013302,2.8
E05013303,2.5
E05013305,2.8
E05013306,2.1
E05013307,2
E05013308,2.3
E05013309,2.2
E05013311,2.6
E05013312,2.5
E05013313,1.6
E05013314,3.7
E05013315,2.6
E05013317,2.2
E05013319,3.3
E05013320,4.1
E05013321,3.4
E05013323,3.2
E05013324,1.9
E05013325,1.8
E05013327,2.2
E05013329,3.3
E05013330,2
E05013331,2.7
E05013336,2.7
E05013337,1.9
E05013338,2.7
E05013341,1.5
E05013346,3
E05013347,2.5
E05013348,2.1
E05013349,2
E05013350,1.1
E05013351,2.9
E05013353,2.4
E05013354,2.7
E05013355,2.9
E05013356,3.1
E05013357,2.1
E05013358,2.3
E05013836,3
E05013837,1.7
E05013838,2
E05013839,2.4
E05013840,3.1
E05013841,2.5
E05013842,2.1
E05013843,1.9
E05013844,2.3
E05013845,2.1
E05013846,2.2
E05013847,3.7
E05013848,4.7
E05013849,2.1
E05013850,1.9
E05013851,2.4
E05013852,1.9
E05013853,2.2
E05013854,3.2
E05013855,2.9
E05013856,2.7
E05013857,2.4
E05013858,2.7
E05013859,2.1
E05013860,2.2
E05013861,2.1
E06000053,0.9
E05013398,2.1
E05013399,2.2
E05013400,1.9
E05013401,2.4
E05013402,2
E05013403,2
E05013405,2.2
E05013406,2
E05013407,2.6
E05013408,1.8
E05013409,2.3
E05013410,2.2
E05013411,2.9
E05013412,3.3
E05013413,2.9
E05013414,2.4
E05013415,2.3
E05013416,2.6
E05013417,1.9
E05013418,2.9
E05013419,3.4
E05013420,3.4
E05013421,1.7
E05013422,2.8
E05013423,3.7
E05013424,2.7
E05013425,1.9
E05013426,1.7
E05013427,2.3
E05013428,2.3
E05013429,3.2
E05013430,2.3
