mnemonic,percent_crowded
E05010460,11.2
E05010461,20.9
E05010462,10.2
E05010463,17
E05010464,11.4
E05010465,9.8
E05010466,10.9
E05010467,8.7
E05010468,4.3
E05010469,26.3
E05010470,13.8
E05010471,14.1
E05010472,17.4
E05010473,19.2
E05010474,8.2
E05010475,13
E05010476,14.1
E05010477,7.3
E05010478,30.9
E05012632,2
E05012633,1.4
E05012634,1.4
E05012635,1.6
E05012636,3.4
E05012637,1.4
E05012638,1
E05012639,0.3
E05012640,1
E05012641,1.9
E05012642,1.9
E05012643,0.9
E05012644,1.3
E05012645,1.2
E05012646,1.5
E05012270,9.5
E05012271,5.4
E05012272,11.6
E05012273,6.7
E05012274,5.1
E05012275,9
E05012276,4.7
E05012277,6.8
E05012278,5.1
E05012279,3.3
E05012280,9.7
E05012281,17.5
E05012282,7.3
E05012283,14.6
E05012284,6.6
E05012285,10.4
E05012286,20
E05012287,10.7
E05012288,5.7
E05012289,3.1
E05013213,6
E05013214,2.8
E05013215,4.2
E05013216,2.7
E05013217,3.4
E05013218,6.4
E05013219,2.5
E05013220,1.8
E05013221,4.7
E05013222,3.2
E05013223,1.9
E05013224,2.3
E05013225,3.2
E05013226,1.6
E05013227,7.2
E05013228,5.5
E05013229,4.5
E05013230,3.3
E05013231,1.7
E05013232,2.2
E05013233,2.7
E05013234,3.2
E05013235,3.3
E05013236,1.9
E05013237,4.3
E05013238,5.7
E05013239,7.1
E05013240,8
E05013241,3.4
E05013242,2.2
E05013243,2.1
E05013244,1.8
E05013245,2
E05013246,15.1
E05013247,13.4
E05013248,4.2
E05013249,5
E05013250,2
E05013251,6.8
E05013252,3.1
E05013253,2.8
E05013254,3.2
E05013255,1.8
E05013256,6.1
E05013257,4.4
E05013258,7.4
E05013259,2.2
E05013260,1.9
E05013261,2.2
E05013262,2.6
E05013263,3.9
E05013264,8.8
E05013265,1.6
E05013266,7.4
E05013267,11.9
E05013268,2
E05013269,2.4
E05003280,3.2
E05003281,1.8
E05003282,2.3
E05003283,1.9
E05003284,2
E05003286,2.5
E05003287,1.6
E05003289,3.1
E05003290,2.7
E05003292,2.9
E05003293,2.9
E05003295,3.9
E05003296,2.8
E05003297,2.5
E05003299,4.8
E05003300,1.3
E05003301,2
E05003302,2.2
E05008520,2.6
E05008521,1.6
E05008522,2.7
E05008523,2.5
E05008524,1.5
E05011983,2
E05011984,1.8
E05011985,2.4
E05011986,2.1
E05011987,3.1
E05011988,2.8
E05011989,3.3
E05011990,1.3
E05011991,3
E05011992,4.3
E05011993,3.7
E05011994,6.2
E05011995,4.7
E05011996,3.4
E05011997,2.3
E05011998,2.7
E05011999,2.5
E05003323,3
E05003324,4.7
E05003325,2.4
E05003326,2.4
E05003327,4.6
E05003328,2.3
E05003329,3.2
E05003330,3.9
E05003331,1
E05003332,3.2
E05003333,3.6
E05003334,5
E05003335,4.7
E05003336,4.4
E05003337,4.2
E05003338,3.8
E05003339,2.8
E05003340,1.5
E05003341,1.5
E05003342,2.3
E05003343,3.2
E05003344,2.2
E05003345,2.4
E05003346,0.6
E05003347,1.1
E05003348,1.6
E05003349,1.6
E05003350,1.8
E05003351,1.9
E05003352,2.1
E05003353,1.6
E05003354,2.6
E05003355,2.8
E05003356,1.2
E05003357,3.1
E05003358,1.9
E05003359,1.9
E05003360,2.3
E05003361,5.8
E05003362,1.8
E05003363,2.5
E05003364,3.1
E05003365,2
E05003366,2.5
E05010604,3.2
E05010605,1.1
E05010606,4.2
E05010607,2.1
E05010608,2.1
E05010609,2.3
E05010610,3.1
E05010611,3
E05010612,4.4
E05010613,1
E05010614,2.4
E05010615,2.5
E05010616,2.3
E05010617,1.5
E05010618,2.8
E05010619,2.6
E05010620,1.2
E05010621,1.3
E05010622,2
E05010623,4.5
E05010624,2
E05010625,2.5
E05010626,5.1
E05010627,2.7
E05010628,3.1
E05010629,2
E05010630,3.3
E05010631,1.2
E05010632,3.9
E05010633,3.7
E05010634,3.8
E05010635,3.7
E05010636,2.2
E05010637,3.7
E05010638,3.8
E05010639,3.8
E05010640,3.1
E05010641,3
E05010642,3.2
E05010643,2.7
E05010644,4.1
E05010645,1.3
E05010646,5.8
E05010647,1.3
E05010648,4.2
E05010649,3.7
E05010650,6.5
E05012040,0.9
E05012041,2.2
E05012042,1.8
E05012043,1.9
E05012044,3.4
E05012045,1
E05012046,3.3
E05012047,1.5
E05012048,1.1
E05012049,2.7
E05012050,3
E05012051,1
E05012052,2.4
E05012053,1.9
E05012054,3.6
E05012055,2.9
E05012056,2.2
E05012057,2.6
E05012058,2.2
E05012059,3.2
E05012060,2.2
E05012061,2.8
E05012062,2.7
E05012063,0.8
E05008809,1.4
E05008810,2.2
E05008811,1.5
E05008812,3.1
E05008813,2
E05008814,2.3
E05008815,1.8
E05008816,2.4
E05008817,2.7
E05008818,1.5
E05008819,1.7
E05008820,3.4
E05008821,2
E05008822,1.9
E05008823,2.5
E05005408,1.4
E05005409,1.9
E05005410,2.3
E05005411,2.4
E05005412,2.1
E05005413,3.6
E05005414,2.6
E05005416,6
E05005417,1.3
E05005418,2
E05005419,2.6
E05005420,2.3
E05005421,1.3
E05005422,3.4
E05005423,2.6
E05005424,2.5
E05009619,2.2
E05009620,2.9
E05005426,2.4
E05005427,2.2
E05005428,2.5
E05005429,2.6
E05005430,1.4
E05005431,1.7
E05005432,12.1
E05005433,3
E05005434,3.4
E05005435,5.9
E05005436,7.3
E05005437,2.7
E05005438,1.5
E05005439,4.1
E05005440,11
E05005441,11.8
E05005442,2.6
E05005443,1.7
E05005444,1.8
E05005445,1.4
E05005446,2.6
E05005447,2.1
E05005448,3.1
E05005449,2.8
E05005450,2.7
E05005451,1.9
E05005452,4.9
E05005453,1.7
E05011964,2.1
E05011965,2.4
E05011966,1.8
E05011967,1.5
E05011968,1.3
E05011969,2.1
E05011970,2
E05011971,2.2
E05011972,1
E05011973,2.3
E05011974,3.8
E05011975,3.7
E05011976,1.6
E05011977,1.5
E05011978,1.7
E05011979,1.4
E05011980,1
E05011981,2.7
E05011982,1.4
E05005479,1.3
E05005480,2.6
E05005481,2.9
E05005482,2.3
E05005483,1.7
E05005484,1.1
E05005485,2.7
E05005486,1.5
E05005487,3.8
E05005488,2.3
E05005489,1.7
E05005490,3.8
E05005491,2.2
E05005492,1.7
E05005493,2.7
E05005494,2
E05005495,3
E05005496,1.1
E05005497,1.7
E05005498,1.2
E05005499,0.5
E05005500,1.4
E05005501,3.4
E05005502,3
E05005503,3.8
E05005504,2.1
E05005505,2
E05005506,2.9
E05005507,2.2
E05005508,1.8
E05005509,1.9
E05005510,0.8
E05010090,1.3
E05010091,0.4
E05010092,2.4
E05010093,2.7
E05010094,1.8
E05010095,2.1
E05010096,1.8
E05010097,1.5
E05010098,2
E05010099,1
E05010100,4.9
E05010101,1.2
E05010102,4.3
E05010103,4.3
E05010104,2.2
E05010105,2.8
E05010106,3.5
E05010107,1.9
E05010108,4.3
E05010109,3
E05010110,1.8
E05010111,2.4
E05010112,1.3
E05010113,2.2
E05010114,1.5
E05010115,4.5
E05010116,1.3
E05010117,1.7
E05010118,2.6
E05010119,3.9
E05010120,1.2
E05010121,1.5
E05010122,3.5
E05010123,3.7
E05010124,1.1
E05010125,3.3
E05010126,1
E05010127,0.9
E05005531,3.2
E05005532,1.9
E05005533,4.8
E05005534,5.2
E05005535,2.5
E05005536,4.6
E05005537,4.2
E05005538,4.8
E05005539,2.6
E05005540,2.7
E05009621,2.2
E05009622,10.8
E05009623,3.3
E05009624,2.8
E05009625,4
E05009626,2.9
E05009627,4.3
E05009628,7.5
E05009629,6.6
E05009630,8.9
E05009631,2.4
E05009632,6.2
E05009633,1.1
E05009634,6.6
E05009635,3.7
E05009873,4.2
E05009874,1.8
E05009875,2.2
E05009876,2.4
E05009877,3.3
E05009878,3
E05009879,4.4
E05009880,2.6
E05009881,1.8
E05009882,1.9
E05009883,2.1
E05009884,1.7
E05009885,2.4
E05009886,4.4
E05009887,1.8
E05009888,4.8
E05009889,2.3
E05009890,3.6
E05009891,3.2
E05009892,2.3
E05009893,4.1
E05009894,2.1
E05009895,1.8
E05009896,1.7
E05009897,8.1
E05009898,2.4
E05009899,4.4
E05009900,1.6
E05009901,1.7
E05009902,3.4
E05009903,4.9
E05009904,5.3
E05009905,2.4
E05009906,6.1
E05009907,2.2
E05009908,1.9
E05009909,3.8
E05010784,5.8
E05010785,6
E05010786,3.6
E05010787,7.8
E05010788,5.6
E05010789,7.7
E05010790,4.8
E05010791,5.8
E05010792,6.7
E05010793,7.7
E05010794,3.2
E05005618,1.9
E05005619,1.2
E05005620,1.9
E05005621,1.8
E05005622,3.2
E05005623,1.2
E05005624,1.6
E05005625,1.2
E05005626,1.3
E05005627,1.9
E05005628,1.3
E05005629,1.9
E05005630,0.5
E05005631,1.4
E05005632,1.6
E05005633,3.6
E05005634,1.8
E05005635,2.8
E05005636,1.7
E05005637,1.1
E05005638,2.2
E05005639,2.7
E05005640,3
E05005641,1
E05005642,4.4
E05005643,1.3
E05005644,2.7
E05005645,2.4
E05005646,2.3
E05005647,2.7
E05005648,2.2
E05005649,4.1
E05005650,2.6
E05005651,1.9
E05005652,2.8
E05005653,4.7
E05005654,3.4
E05005655,5.6
E05005656,4.2
E05005657,6.7
E05005658,3.4
E05005659,3.7
E05005660,2.1
E05005661,2.5
E05010148,1
E05010149,1.4
E05010150,1.4
E05010151,1.7
E05010152,2.5
E05010153,2
E05010154,1
E05010155,1.3
E05010156,1.5
E05010157,1.7
E05010158,1
E05010159,1.4
E05010160,1.6
E05010161,7.1
E05010162,4.2
E05010163,4.9
E05010164,2.3
E05010165,3.3
E05010166,2.1
E05010167,0.8
E05010168,1.4
E05010169,2
E05010170,2.6
E05010171,1.7
E05010172,1.9
E05010173,2.7
E05010174,1.3
E05010175,2.7
E05010176,1.8
E05010177,0.9
E05009636,3.2
E05009637,1.2
E05009638,1.9
E05009639,2.2
E05009640,4.3
E05009641,2.1
E05009642,2.6
E05009643,2.4
E05009644,2.5
E05009645,0.9
E05009646,2
E05009647,0.9
E05009648,1.5
E05009649,3
E05009650,1.5
E05009651,2.3
E05009652,0.5
E05009653,1
E05009654,1.5
E05009655,2.5
E05010673,4.3
E05010674,2.6
E05010675,1.5
E05010676,7.6
E05010677,5.3
E05010678,4.1
E05010679,2.9
E05010680,4.5
E05010681,4.2
E05010682,3.3
E05010683,2.1
E05010684,3.2
E05010685,2.4
E05010686,1.4
E05010687,6.2
E05010688,4.1
E05010689,2.1
E05010690,3.1
E05010691,2.3
E05010692,4.6
E05010693,1.8
E05010694,2.9
E05010695,4
E05006377,1.6
E05006378,1.2
E05006379,2.3
E05006380,1.1
E05006381,1.6
E05006382,2.4
E05006383,2.2
E05006384,3.2
E05006385,3
E05006386,1.8
E05006387,2.9
E05006388,3.3
E05006389,1.6
E05006390,1.9
E05006391,1
E05006392,1.4
E05006393,0.7
E05006394,2.2
E05006395,1.2
E05006396,2.6
E05006397,1.8
E05006398,3.5
E05006399,5
E05006400,2.2
E05006401,5.1
E05010514,1.4
E05010515,1.9
E05010516,5.7
E05010517,5.3
E05010518,3.8
E05010519,2.6
E05010520,1.4
E05010521,3.1
E05010522,3.7
E05010523,2.1
E05010524,3.7
E05010525,4.6
E05010526,1.4
E05010527,2.4
E05010528,2
E05010529,2.8
E05010530,2.5
E05010531,3.5
E05010532,1.5
E05010533,1.7
E05009689,3.8
E05009690,2.2
E05009691,3
E05009692,2.8
E05009693,2.7
E05009694,2.4
E05009695,2.6
E05009696,3.2
E05009697,2
E05009698,2.9
E05009699,2.1
E05009700,3.2
E05009701,1.7
E05009702,3.9
E05009703,0.8
E05009704,1.6
E05009705,2.8
E05009706,1.4
E05009707,1.3
E05008857,2.1
E05008858,0.7
E05008859,4.1
E05008860,3
E05008861,5.4
E05008862,6.1
E05008863,1.6
E05008864,1.2
E05008865,1.5
E05008866,0.7
E05008867,1.4
E05008868,1.8
E05008869,6.2
E05008870,1.4
E05008871,1.8
E05008872,1
E05008873,2
E05008874,1.4
E05008875,3.1
E05008876,3.2
E05008877,4
E05008878,2.9
E05008879,4.8
E05008880,1
E05008881,2.7
E05008882,4
E05008883,3.5
E05008884,8.4
E05008885,4.6
E05008886,4.9
E05008887,2.6
E05008888,2.8
E05008889,3.5
E05008890,5
E05008891,3.4
E05008892,2.7
E05010064,2.7
E05010066,3.1
E05010067,2.6
E05010068,5
E05010070,1.4
E05010071,5.6
E05010072,0.8
E05010073,2
E05010075,1.7
E05010076,0.6
E05010077,1.2
E05010078,2.9
E05010079,2.5
E05010080,2.8
E05010081,1.8
E05010082,1.3
E05010083,0.8
E05011552,2.4
E05011553,3.1
E05011554,5.6
E05011555,2.2
E05009708,1.2
E05009709,1
E05009710,2.9
E05009711,1
E05009712,1.1
E05009713,1.9
E05009714,1.3
E05009715,1
E05009716,1.4
E05009717,1.8
E05009718,2
E05009719,3
E05009720,1.6
E05009721,1.7
E05009722,2.3
E05009723,1.4
E05009724,4.3
E05009725,1.5
E05009726,0.7
E05009727,1.4
E05009728,1.8
E05009729,1
E05009730,1.2
E05009731,0.6
E05009732,5.4
E05009438,2
E05009439,4.1
E05009440,2.8
E05009441,2.9
E05009442,1.8
E05009443,1.7
E05009444,2.6
E05009445,7.9
E05009446,2.7
E05009447,3.1
E05009448,1.8
E05009449,11.7
E05009450,5.9
E05009452,3.5
E05009453,3.4
E05009454,2.8
E05009455,3.2
E05009456,6
E05009457,1.6
E05009458,1.6
E05009459,6.9
E05009460,3.5
E05009461,2.4
E05009462,2.5
E05009463,2.3
E05009464,3.7
E05009465,2.9
E05009466,2.6
E05009467,3.5
E05009468,5.1
E05009469,3.5
E05009470,5.1
E05009471,2.3
E05009472,2.6
E05009473,2.5
E05009474,6.3
E05009475,2.7
E05009476,2.5
E05009478,4.5
E05009479,6.2
E05009480,4.3
E05009481,6.2
E05009482,3.6
E05009485,3.4
E05009486,2.4
E05009487,1.6
E05009488,2.2
E05009489,7.3
E05009490,3.3
E05012957,2.7
E05012958,3
E05012959,2.4
E05012960,2.5
E05009966,0.9
E05009967,0.8
E05009968,6.6
E05009969,5.1
E05009970,2.2
E05009971,7.8
E05009972,3.5
E05009973,5.1
E05009974,1.6
E05009975,1.8
E05009976,2.8
E05009977,5.1
E05009978,4.9
E05009979,1.8
E05009980,1.2
E05009981,3.4
E05009982,4.2
E05009983,4.8
E05009984,2.6
E05009985,3
E05009986,2.4
E05009987,3.5
E05009988,1.3
E05009989,1.7
E05009990,4.3
E05009991,2
E05009992,4.3
E05009993,4.5
E05009994,2.3
E05009995,3.6
E05008714,4.4
E05008715,2.7
E05008716,4.4
E05008717,3.8
E05008718,2.7
E05008719,2.5
E05008720,4.3
E05008721,4.3
E05008722,2.7
E05008723,4.3
E05008724,2.6
E05008725,4.3
E05008726,2.5
E05008727,10.7
E05008728,3.4
E05008729,3.9
E05008730,3.7
E05008731,3.9
E05008732,2.6
E05008733,1.7
E05008734,13.6
E05008735,3.6
E05008736,5.2
E05008737,7.1
E05008738,8.2
E05008739,7.6
E05008740,3.2
E05008741,4.3
E05008742,1.8
E05008743,5.9
E05008744,8.7
E05008745,4.4
E05008746,3
E05008747,3
E05008748,4.9
E05008749,6.3
E05008750,2.2
E05008136,2.1
E05008137,2.8
E05008138,2.6
E05008139,1.8
E05008140,5.4
E05008141,1.8
E05008142,2.6
E05008143,1.9
E05008144,6
E05008145,2.7
E05008146,1.8
E05008147,3
E05008148,2.7
E05008149,1.7
E05008150,4.4
E05008151,1.7
E05008152,2.2
E05008153,3
E05008154,1.9
E05008155,2.9
E05008156,1.6
E05008157,0.8
E05008158,2
E05008159,2.7
E05008160,5.1
E05008161,2.9
E05008162,4
E05008163,2.2
E05008164,2.9
E05008165,1.7
E05008166,3.7
E05008167,3.5
E05008168,3
E05008169,4.4
E05008170,2.9
E05008171,2.6
E05008172,3
E05008173,4.3
E05008174,3.3
E05008178,1.9
E05008179,2.7
E05008180,5.7
E05008181,2.3
E05008183,3.1
E05008186,2.5
E05008187,1.9
E05008188,2.4
E05008189,1.4
E05008190,4.8
E05008191,2.4
E05008192,1.8
E05008193,5.3
E05008194,3.9
E05008195,3
E05008196,3.1
E05008198,2.9
E05009281,2.5
E05009282,3.4
E05009283,4.5
E05009284,3.4
E05009285,2.1
E05009286,2.4
E05009287,2.5
E05006902,2.9
E05006903,4.8
E05006904,4.8
E05006905,5.3
E05006906,2.2
E05006907,3.1
E05006908,2.7
E05006909,1.9
E05006910,2.8
E05006911,2.4
E05006912,3.4
E05006913,1.5
E05006914,2.5
E05006915,2.1
E05006916,2.6
E05006917,1.5
E05006918,6.7
E05006919,1.2
E05006920,2.6
E05006921,1.2
E05006922,5.4
E05006923,2.6
E05006924,1.2
E05006925,5.3
E05006926,3.7
E05006927,5
E05006928,1.7
E05006929,1.3
E05006930,6.9
E05006931,4.2
E05006932,1.7
E05006933,2.1
E05006934,2.2
E05006935,2.1
E05006936,4.8
E05006937,1.8
E05010651,1.4
E05010652,2.6
E05010653,1
E05010654,2.3
E05010655,1.7
E05010656,4.8
E05010657,1.7
E05010658,5.1
E05010659,1.8
E05010660,3.8
E05010661,3.7
E05010662,1.6
E05010663,1.7
E05010664,2.7
E05010665,1
E05010666,1.6
E05010667,2
E05010668,1.7
E05010669,1
E05010670,3
E05010671,4.1
E05010672,1.2
E05011415,2.5
E05011416,3.2
E05011417,1.8
E05011418,3.2
E05011419,5.1
E05011420,4.8
E05011421,0.8
E05011422,3.2
E05011423,5.9
E05011424,1.3
E05011425,2.5
E05011426,1.6
E05011427,2
E05011428,2.1
E05011429,3.4
E05011430,2.8
E05011431,4.7
E05011432,4.9
E05011433,1.9
E05011434,3
E05011435,1.8
E05006988,2.7
E05006989,2.8
E05006990,2.7
E05006991,2.3
E05006992,3.3
E05006993,1.2
E05006994,2
E05006995,2.9
E05006996,3.1
E05006997,2.8
E05006998,1.3
E05006999,2.5
E05007000,2.2
E05007001,1.7
E05007002,1.8
E05007003,2
E05007004,1.4
E05007005,1.5
E05007006,1
E05007007,2.2
E05007008,2
E05007009,2
E05007010,2.3
E05007011,2.3
E05007012,3.6
E05010479,1.8
E05010480,1.4
E05010481,3.4
E05010482,2.9
E05010483,3.5
E05010484,1.1
E05010485,4
E05010486,1.6
E05010487,1.6
E05010488,1
E05010489,3.1
E05010490,1.9
E05010491,2
E05010492,2.7
E05010493,1.6
E05010494,1.4
E05010495,3.6
E05010496,1.4
E05010497,2.1
E05010498,1.3
E05010499,1.6
E05010500,2.7
E05010501,1
E05007039,2.7
E05007040,1.7
E05007041,3.2
E05007042,1.5
E05007043,1.6
E05007044,1.8
E05007045,2.4
E05007046,1.9
E05007047,2
E05007048,1.9
E05007049,2.9
E05007050,2.2
E05007051,2.9
E05007052,1.2
E05007053,1.7
E05007054,2
E05007055,2.7
E05007056,1.6
E05007057,1.5
E05007058,1.2
E05007059,2.2
E05007060,2
E05007061,4.3
E05007062,1.8
E05007063,2.1
E05007064,2.6
E05007065,1.5
E05007066,3.1
E05007067,4.1
E05007068,3.8
E05007069,4
E05007070,5.3
E05007071,4.4
E05007072,3.4
E05007073,3.5
E05007074,2.1
E05007075,3.6
E05007457,3.4
E05007458,5
E05007459,3.1
E05007460,3.8
E05007461,2.8
E05007462,3.3
E05007463,2.7
E05007464,2.3
E05007465,2.8
E05007466,1.7
E05007467,2.5
E05007468,3.5
E05007469,2.2
E05007470,2.5
E05007471,3.7
E05007472,3.1
E05007473,2.7
E05007474,8.5
E05007475,3.4
E05007476,4.3
E05007477,5.1
E05007478,4.6
E05007479,2.1
E05007480,5.7
E05007481,4.4
E05007482,2.8
E05007483,3.9
E05007484,5.1
E05007485,5.2
E05007486,1.6
E05007487,3.6
E05007488,2.4
E05007489,7.8
E05007490,1.3
E05008974,7.8
E05008975,1.7
E05008976,1.8
E05008977,2.5
E05008979,3
E05008980,0.9
E05008981,4.7
E05008982,5.3
E05008983,1.4
E05008984,1.7
E05008985,3
E05008986,4.2
E05008988,2.3
E05010758,3.1
E05010759,1.8
E05010760,3.3
E05010178,4
E05010179,1.5
E05010180,2.6
E05010181,2.1
E05010182,1.5
E05010183,1.7
E05010184,2.5
E05010185,1.8
E05010186,2.3
E05010187,3.3
E05010188,1.3
E05010189,2.1
E05010190,1.4
E05010191,3.6
E05010192,2.1
E05010193,1.9
E05010194,2.7
E05010195,1.6
E05010196,1.7
E05010197,1.9
E05010198,1.1
E05010199,2.1
E05010200,1.6
E05010201,1
E05010202,1.5
E05010203,2.2
E05010204,2.2
E05010205,2.3
E05010206,2.7
E05010207,1.1
E05010208,1.8
E05010209,2.6
E05010210,2
E05010211,1.4
E05010212,1.9
E05010213,2.3
E05012615,2.8
E05012616,1.5
E05012617,1.8
E05012618,1.3
E05012619,2.9
E05012620,2.6
E05012621,10.7
E05012622,7.6
E05012623,2.8
E05012624,2.4
E05012625,7
E05012626,1.6
E05012627,3.3
E05012628,2.8
E05012629,3
E05012630,3.3
E05012631,3.2
E05009823,2.8
E05009824,2.8
E05009825,3
E05009826,2.5
E05009827,1.8
E05009828,1.9
E05009829,1.4
E05009830,2.7
E05009831,2.5
E05009832,6.3
E05009833,1.5
E05009834,2.3
E05009835,1.6
E05009836,1.4
E05009837,2.5
E05009838,1.9
E05009839,1.2
E05009840,2.2
E05009841,1.1
E05009842,2.2
E05009843,1.1
E05009844,3.1
E05009845,1.4
E05009846,2.3
E05009847,4.5
E05009848,4.1
E05009849,1
E05009850,2
E05009851,2.3
E05009852,2
E05007846,1.9
E05007847,2.5
E05007848,2.3
E05007849,3.3
E05007850,2.4
E05007851,3.9
E05007852,2.3
E05007853,2.4
E05007854,2.5
E05007855,1.5
E05007856,2.7
E05007857,1.6
E05007858,4.1
E05007859,2.1
E05007860,3.8
E05007861,1.4
E05007862,1.7
E05007863,2.8
E05007864,2.9
E05007865,0.6
E05007866,2.8
E05007867,0.7
E05007868,6.6
E05007869,3
E05007870,5.5
E05007871,10.4
E05007872,7.5
E05007873,3.3
E05007874,5.6
E05007875,3.1
E05007876,6
E05007877,4
E05007878,2.2
E05007879,4.9
E05007880,6.4
E05007881,2.9
E05007882,2.8
E05007883,10
E05007884,1.4
E05007885,9
E05007886,5.1
E05007887,6
E05007888,2.7
E05007889,7.2
E05007890,1.4
E05007891,2.6
E05007892,6.8
E05007893,1.8
E05007894,2.6
E05007895,3.1
E05007896,7
E05007897,1.8
E05007898,0.7
E05007899,2.7
E05007900,1.8
E05007901,2.1
E05007902,2.5
E05007903,2.6
E05007904,2.4
E05007905,1.5
E05007906,2.4
E05007907,3.1
E05007908,2
E05007909,1.9
E05007910,6.3
E05007911,4.4
E05007912,3.6
E05007913,2.8
E05007914,4.5
E05007915,2.7
E05007916,3.3
E05007917,1.7
E05007918,3.5
E05007919,3
E05007920,1.7
E05007921,2.7
E05007922,2.7
E05007923,3.2
E05007924,1.5
E05007925,2
E05007926,2.8
E05010502,2.9
E05010503,4.6
E05010504,3.4
E05010505,4.5
E05010506,4.8
E05010507,4.2
E05010508,3.2
E05010509,2.3
E05010510,3.5
E05010511,3.1
E05010512,3.1
E05010513,4.1
E05011118,10.2
E05011119,7.3
E05011120,26.6
E05011121,19.5
E05011122,18.3
E05011123,9.8
E05011124,8.1
E05011125,17.2
E05011126,21.1
E05011127,21.3
E05011128,15.7
E05011129,5.6
E05011130,5.1
E05011131,12.7
E05011132,5.6
E05011133,7.6
E05011134,6.3
E05011135,8.6
E05011136,8
E05011137,11.5
E05011138,13.6
E05011139,12
E05011140,10.3
E05011141,4.7
E05011142,15.1
E05011143,11.8
E05011144,6.8
E05011145,22.5
E05011146,5.9
E05011147,11.7
E05011148,5.4
E05011149,8.6
E05011150,8.8
E05011151,12.7
E05011152,6.7
E05011153,20
E05011154,9.2
E05011155,21.8
E05011156,25.7
E05011157,16.9
E05011158,3
E05011159,5.5
E05011160,5.1
E05011161,7.4
E05011162,6
E05011163,5.7
E05011164,7.4
E05011165,12.4
E05011166,6.3
E05011167,24.4
E05011168,12.6
E05011169,5.6
E05011170,20.9
E05011171,20.8
E05011172,6
E05011173,9.4
E05011174,1.6
E05011175,2
E05011176,6.1
E05011177,2.4
E05011178,3.3
E05011179,1.9
E05011180,2
E05011181,1.7
E05011182,14.3
E05011183,24.7
E05011184,7.9
E05011185,7.9
E05011186,16
E05001218,3.3
E05001219,8.4
E05001220,4.5
E05001221,2.9
E05001222,14.4
E05001223,9.4
E05001224,7.3
E05001225,7.9
E05001226,7.5
E05001227,7.7
E05001228,18.1
E05001229,7.3
E05001230,9.6
E05001231,2.6
E05001232,7.5
E05001233,5
E05001234,4.6
E05001235,4.4
E05001236,2.6
E05001237,4.7
E05001238,5.2
E05001239,5.8
E05001240,6.8
E05001241,4.2
E05001242,5.5
E05001243,2.8
E05001244,4.7
E05001245,1.6
E05001246,2.7
E05001247,2.9
E05001248,2.6
E05001249,6.5
E05001250,7
E05001251,1.3
E05001252,2.6
E05001253,4.4
E05001254,6.5
E05001255,9.1
E05001256,2.6
E05001257,3.7
E05001258,2.1
E05001259,2.6
E05001260,6.3
E05001261,5.5
E05001262,5.8
E05001263,5.4
E05001264,7
E05001265,6.8
E05001266,5
E05001267,7.3
E05001268,12.6
E05001269,8.5
E05001270,5.6
E05001271,5
E05001272,4.5
E05001273,9.4
E05001274,8.2
E05001275,5.2
E05001276,13.3
E05001277,10.4
E05001278,16.5
E05001279,8.6
E05001280,6.4
E05001281,9.7
E05001282,8.5
E05001283,12.3
E05001284,3.4
E05001285,1.7
E05001286,2.6
E05001287,7.4
E05001288,1.7
E05001289,2.9
E05001290,7.1
E05001291,2.3
E05001292,3.9
E05001293,1.9
E05001294,3.1
E05001295,1.7
E05001296,2.7
E05001297,2.7
E05001298,2.5
E05001299,2.9
E05001300,8
E05001301,2.2
E05001302,3.2
E05001303,8.7
E05001304,8.4
E05001305,8.1
E05001306,5.2
E05001307,4.7
E05001308,4.7
E05001309,7.9
E05001310,5
E05001311,14.3
E05001312,3.1
E05001313,2.5
E05001314,13.3
E05001315,3.6
E05001316,9
E05001317,3.4
E05001318,1.1
E05001319,3.7
E05001320,6.3
E05001321,6.6
E05001322,6.8
E05001323,8.4
E05001324,4.5
E05001325,6.8
E05001326,8.4
E05001327,8.8
E05001328,6.1
E05001329,7.7
E05001330,8.4
E05001331,4.5
E05001332,5.9
E05001333,7.1
E05001334,1.7
E05001335,12.5
E05001336,5.3
E05001337,2.7
E05001338,2.4
E05001339,5.2
E05001340,5.5
E05010805,1.2
E05010806,6.9
E05010807,15.3
E05010808,11.3
E05010809,11.2
E05010810,2.7
E05010811,4.6
E05010812,4.5
E05010813,1.8
E05010814,4
E05010815,6.2
E05010816,4.2
E05010817,13.2
E05010818,8.1
E05010819,3.8
E05010820,11.9
E05010821,8.5
E05010822,10.3
E05010823,4
E05010824,4
E05010825,4.8
E05010826,2.8
E05002193,6.4
E05002194,25.5
E05002195,4.6
E05002196,14.4
E05002197,9.3
E05002198,25.8
E05002199,16.7
E05002200,19.4
E05002201,7.6
E05002202,13
E05002203,11.5
E05002204,8.8
E05002205,13.9
E05002206,8.4
E05002207,20.6
E05002208,24.4
E05002209,4.2
E05002210,9.1
E05002211,9
E05002212,4.1
E05002213,3.9
E05002214,7.8
E05002215,3.7
E05002216,12.5
E05002217,3.8
E05002218,12.4
E05002219,7.4
E05002220,5.6
E05002221,6.3
E05002222,6.2
E05002223,5.2
E05002224,2.1
E05002225,11.5
E05002226,8.4
E05002227,2.5
E05002228,5.5
E05002229,8.9
E05002230,13.8
E05002231,9.5
E05002232,6.7
E05002233,4.4
E05002234,6.6
E05002235,15.1
E05002236,8.2
E05002237,5.4
E05002238,5.2
E05002239,10.7
E05002240,3
E05002241,8.2
E05002242,5.9
E05002243,5.9
