mnemonic,percent_crowded
E05002260,3.3
E05002261,10.4
E05002262,6.3
E05002263,3.9
E05002264,5.2
E05002265,4.3
E05002266,4.3
E05002267,6.9
E05002268,8.1
E05002269,4.6
E05002270,3.5
E05002271,2.4
E05002272,2.6
E05002273,7
E05002274,3.8
E05002275,3.1
E05002276,4.7
E05002277,3.3
E05002278,5.5
E05002279,4.3
E05002280,6.7
E05002281,5.5
E05002282,2.5
E05002283,8.3
E05002284,4.3
E05002285,8.5
E05002286,2.5
E05002287,9.1
E05002288,1.9
E05012132,3.5
E05012133,1.7
E05012134,2.3
E05012135,2.7
E05012136,2.9
E05012137,2.2
E05012138,2.9
E05012139,3.1
E05012140,4
E05012141,6.5
E05012142,7.8
E05012143,5.3
E05012144,4.6
E05012145,2.3
E05012146,2.8
E05012147,3
E05012148,6
E05012149,1.9
E05012150,4.5
E05012151,3.6
E05012152,7
E05012153,3.3
E05012154,3.5
E05012155,4.3
E05013864,16.6
E05013865,12.8
E05013866,6.4
E05013867,1.7
E05013868,14.4
E05013869,11.3
E05013870,3.2
E05013871,15
E05013872,5.3
E05013873,9.1
E05013874,12.3
E05013875,15.4
E05013876,10.5
E05013877,7.4
E05013878,5.9
E05013879,9.4
E05009337,23.5
E05009338,21.3
E05009339,26.1
E05009340,27.5
E05009341,10.9
E05009342,19.7
E05009343,16.6
E05009344,24.8
E05009345,22.6
E05009346,19
E05009347,10.6
E05009348,18.6
E05009349,13.4
E05009350,13.4
E05009351,21.8
E05012494,4.2
E05012495,6.7
E05012496,2
E05012497,5.7
E05012498,3
E05012499,7
E05012500,4.1
E05012501,4.1
E05012502,3.1
E05012503,5.9
E05012504,5.4
E05012505,5.8
E05012506,4.3
E05012507,2.6
E05012508,6.5
E05012509,3.9
E05012510,5.4
E05012511,9.8
E05012512,2
E05002372,3.2
E05002373,2.2
E05002374,5.7
E05002375,3.6
E05002376,2.4
E05002377,3
E05002378,2.1
E05002379,2
E05002380,2.8
E05002381,6.4
E05002382,3.5
E05002383,1.1
E05002384,3.8
E05002385,2.7
E05002386,3.7
E05002387,4.1
E05002388,7
E05002389,2.4
E05002390,2.1
E05002391,2.6
E05002392,3.1
E05002393,2.3
E05002394,2.5
E05002395,2.8
E05002396,2.7
E05009406,9.4
E05009407,8.3
E05009408,6
E05009409,7.7
E05009410,6.5
E05009411,6.5
E05009412,15.2
E05009413,4.6
E05009414,4.9
E05009415,8
E05009416,3.3
E05009417,2.5
E05009418,1.9
E05009419,5.8
E05009420,7.7
E05009421,4.5
E05009422,4.5
E05009423,8.2
E05009424,17.2
E05002420,23.5
E05002421,20.6
E05002422,13.2
E05002423,13.9
E05002424,6.9
E05002425,13.9
E05002426,11.4
E05002427,13.9
E05002428,7.9
E05002429,6
E05002430,11.3
E05002431,18.6
E05002432,23.4
E05002433,5.8
E05002434,18
E05002435,7.8
E05002436,4.3
E05002437,11.9
E05002438,6.7
E05002439,6.5
E05002440,6.6
E05002441,3
E05002442,7.7
E05002443,15.5
E05002444,3.3
E05002445,5.4
E05002446,2.2
E05002447,6.1
E05002448,6.7
E05002449,5.6
E05002450,3.7
E05002451,8
E05002452,5.6
E05002453,8.7
E05002454,13.7
E05002455,13.3
E05002456,5
E05002457,18.5
E05002458,10.3
E05002459,5.7
E05002460,7.3
E05002461,12.2
E05002462,7.3
E05002463,8.1
E05002464,6.4
E05002465,11.8
E05002466,9.4
E05002467,7.6
E05002468,7.1
E05002469,15.4
E05002470,7.6
E05013359,2.1
E05013360,1.3
E05013361,3.2
E05013362,2.2
E05013363,3.5
E05013364,3.2
E05013365,4.6
E05013366,3.7
E05013367,4.7
E05013368,2.6
E05013369,2.7
E05013370,3.5
E05013371,2.9
E05013372,3.7
E05013373,3.1
E05013374,2.7
E05013375,3.6
E05013376,4
E05013377,6.4
E05013378,1.5
E05013379,1.4
E05013380,6.2
E05013381,2.7
E05013382,4.1
E05013383,5.5
E05013384,3.6
E05013385,6.8
E05013386,6.4
E05013387,10.6
E05013388,10
E05013389,4.5
E05013390,4
E05013391,5.1
E05013392,4.3
E05013393,4.5
E05013394,3.4
E05013395,5.8
E05013396,2.9
E05013397,3.5
E05013120,11.5
E05013121,3.5
E05013122,2.1
E05013123,3.8
E05013124,9.9
E05013125,9.2
E05013126,3.4
E05013127,8.7
E05013128,6.5
E05013129,2.7
E05013130,1.8
E05013131,14.2
E05013132,2.9
E05013133,2.2
E05013134,2.4
E05013135,2.1
E05013136,6.3
E05013137,5.8
E05013138,3.9
E05013139,2.4
E05013140,4.4
E05013141,3.9
E05013142,7.3
E05013143,2.7
E05013144,3.1
E05013145,2.4
E05013146,2.1
E05013147,2.1
E05013148,2
E05013149,1.5
E05013150,4.5
E05013151,2
E05013152,3.7
E05013153,3.2
E05013154,2.4
E05013155,1.7
E05013156,2.9
E05013157,7.3
E05013158,3.6
E05013159,3.3
E05013160,7.7
E05013161,2.7
E05013162,4.7
E05013163,8.8
E05013164,4.2
E05013165,2.5
E05013166,7.6
E05013167,3.3
E05013168,2.3
E05011574,14.1
E05011575,8.4
E05011576,6.4
E05011577,10
E05011578,3.2
E05011579,4.2
E05011580,5.9
E05011581,3.7
E05011582,11.2
E05011201,3.2
E05011202,6.7
E05011203,6.5
E05011204,10.7
E05011205,13.8
E05011206,2.2
E05011207,10.2
E05011208,8.9
E05011209,6.1
E05011210,3.7
E05011211,5.3
E05011212,2.3
E05011213,5.5
E05011214,7.7
E05011215,4
E05011216,5.7
E05011583,3.5
E05011584,1.1
E05011585,6.2
E05011586,2.5
E05011587,5.4
E05011588,8.7
E05011589,4.4
E05011590,6.2
E05011591,9.8
E05011592,2.6
E05011593,3.1
E05011594,5.3
E05011595,6.2
E05011596,10
E05011597,1.8
E05011598,5.6
E05011599,3.1
E05011600,3.9
E05011601,4.2
E05011602,2.1
E05011603,2.5
E05011604,7.9
E05011605,2.3
E05011606,2.3
E05011607,4.4
E05011608,4.5
E05011609,5.8
E05011610,7.8
E05011611,1.4
E05011612,2.8
E05011613,2.3
E05011614,2.6
E05011615,4
E05011616,4.1
E05011617,3.2
E05011618,3.3
E05011619,2.5
E05011620,3.6
E05011621,4.3
E05011622,3.2
E05011623,4.2
E05011624,2.2
E05011625,2.1
E05011626,1.5
E05011627,2.7
E05011628,3.4
E05011629,4.1
E05011630,3.6
E05011631,2.4
E05011632,3.3
E05011633,1.5
E05011634,1.8
E05011635,4.7
E05011636,1.4
E05011637,2.7
E05011638,1.9
E05011639,4.8
E05011640,7.3
E05011641,3.5
E05011642,2.7
E05011643,2.6
E05011644,3.6
E05011645,2.7
E05011646,3.3
E05011647,2.8
E05011648,3.2
E05011649,2.2
E05011650,2.2
E05011651,2.2
E05011652,2.7
E05011653,2.5
E05011654,3.5
E05011655,2.8
E05011656,3.2
E05011657,4.7
E05011658,1.2
E05011659,2.6
E05011660,3.1
E05011661,3
E05011662,3.5
E05011663,2.4
E05011664,2.4
E05011665,2.1
E05013078,1.8
E05013079,2
E05013080,6
E05013081,10.3
E05013082,2.3
E05013083,5
E05013084,2.4
E05013085,1.8
E05013086,2.6
E05013087,6
E05013088,1.2
E05013089,5.1
E05013090,4
E05013091,7
E05013092,3
E05013093,2.7
E05013094,2.4
E05013095,3.7
E05012290,2.1
E05012291,4.2
E05012292,12
E05012293,2.9
E05012294,5
E05012295,3.3
E05012296,5.1
E05012297,2
E05012298,1.7
E05012299,3.1
E05012300,3.1
E05012301,3.2
E05012302,2.3
E05012303,1.7
E05012304,3.1
E05012305,2.1
E05012306,1.2
E05012307,2.6
E05012308,2.9
E05012309,3.5
E05012310,2.1
E05012311,2.7
E05012312,7.3
E05012313,4.4
E05012314,2.8
E05012315,5
E05012316,1.4
E05012317,1.9
E05012318,5.7
E05012319,3.9
E05012320,4.1
E05011187,3.4
E05011188,2.7
E05011189,4.6
E05011190,1.9
E05011191,4.2
E05011192,3.1
E05011193,4.4
E05011194,2.1
E05011195,4
E05011196,3.5
E05011197,2
E05011198,1.7
E05011199,3.1
E05011200,3.1
E05004516,2.2
E05004517,2.2
E05004518,4.1
E05004519,6.6
E05004520,1.3
E05004521,0.9
E05004522,1
E05004523,2.6
E05004524,2.9
E05004525,1.5
E05004526,1.7
E05004527,2.1
E05004528,2.5
E05004529,3.7
E05004530,1.3
E05014138,2.7
E05014139,3
E05014140,3.4
E05014141,5
E05014142,2.1
E05014143,7.4
E05014144,9.2
E05014145,6.1
E05014146,2.5
E05014147,3.2
E05014148,1.9
E05014149,3.7
E05014150,2.9
E05014151,3.9
E05009352,3.6
E05009353,1.9
E05009354,2.5
E05009355,3.8
E05009356,2.1
E05009357,2.3
E05009358,1.6
E05009359,2.2
E05009360,2
E05009361,2.7
E05009362,2.2
E05004566,7.8
E05004567,8.2
E05004568,3.8
E05004569,8.2
E05004570,2.5
E05004571,2.8
E05004572,7.8
E05004573,4
E05004574,3.8
E05004575,4.5
E05004576,3.2
E05004577,5.6
E05004578,8.9
E05004579,6.1
E05004580,2.5
E05004581,2.5
E05004582,1.7
E05004583,3.3
E05004584,2.4
E05004585,1.4
E05004586,2
E05004587,2.9
E05004588,5
E05004589,3.4
E05004590,4
E05004592,1.8
E05004593,5.6
E05004596,4
E05004597,6.1
E05004598,3.1
E05004599,3.3
E05004600,2.7
E05004601,3.3
E05004602,3.7
E05004603,1.9
E05004604,4.3
E05004605,3.8
E05004606,3.1
E05004607,3.2
E05004608,3.6
E05004609,3.3
E05004610,4.5
E05004611,5.8
E05004612,4.7
E05004613,5.4
E05008932,2.3
E05008933,2.6
E05008934,1.8
E05008989,6.9
E05008990,10.4
E05008991,5.9
E05008992,5.3
E05008993,5.3
E05008994,4.1
E05008995,10.9
E05008996,7.3
E05008997,8.9
E05008998,3.9
E05008999,7.6
E05009000,10.3
E05009001,5.4
E05012085,3.3
E05012088,4.4
E05012093,1.7
E05012097,1.2
E05012098,2.7
E05012100,2
E05012102,1.8
E05012927,1.7
E05012928,4.3
E05012929,3
E05012930,4.7
E05012931,3
E05012932,1.8
E05012933,1.9
E05012934,2.8
E05012935,1.5
E05012936,1.9
E05012937,3.8
E05012938,2.9
E05012939,1.4
E05010995,2.5
E05010996,1.9
E05010997,3
E05010998,2.1
E05010999,2
E05011000,3.4
E05011001,4.5
E05011002,6.2
E05011003,10.6
E05011004,5.3
E05011005,4.2
E05011006,3.3
E05011007,2.2
E05011008,1.8
E05011009,2.2
E05011010,2.2
E05011743,6.8
E05011744,8.5
E05011745,2.6
E05011746,1.7
E05011747,7.3
E05011748,5.2
E05011749,3.1
E05011750,3.4
E05011751,2.9
E05011752,1.7
E05011753,6.4
E05011754,4.2
E05011755,2.6
E05011756,2.4
E05011757,3
E05011758,1.9
E05011759,3.6
E05011760,3.4
E05011761,5.8
E05011762,1.9
E05011763,1.8
E05011764,4
E05011765,2.9
E05011766,4
E05011767,2.7
E05011768,5.3
E05011769,2.7
E05011770,13.7
E05011771,1.9
E05011772,3
E05011773,2.5
E05011774,3
E05011775,9.3
E05011776,6.8
E05011777,4
E05011778,2.1
E05011779,2.7
E05011780,5
E05011781,4.4
E05010392,3.7
E05010393,3.4
E05010395,2.2
E05010396,3.6
E05010397,5.7
E05010398,3.3
E05010399,7.1
E05010402,11.9
E05010404,3.3
E05010405,11.9
E05010407,2.4
E05010408,3.5
E05010409,4.3
E05010410,9.3
E05010411,7.2
E05012953,3.1
E05012954,2.9
E05012955,2.8
E05012956,5
E05012990,10.7
E05012991,4
E05012392,6.2
E05012393,5.8
E05012394,5.1
E05012395,9.5
E05012396,8.6
E05012397,4.6
E05012398,7.1
E05012399,2.5
E05012400,1.5
E05012401,2.2
E05012402,4
E05012403,7
E05012404,12.3
E05012405,10.8
E05012406,10.9
E05012407,9.6
E05012408,14.5
E05012409,8.1
E05012410,6.6
E05012411,4.4
E05012855,2.3
E05012856,4.5
E05012857,6
E05012858,1.5
E05012859,2.7
E05012860,3.8
E05012861,3.2
E05012862,2.4
E05012863,2.6
E05012864,4.7
E05012865,4.2
E05012866,8.6
E05012867,2.6
E05012868,8.3
E05012869,10.2
E05012870,2.3
E05012871,3.9
E05004964,9.5
E05004965,2.5
E05004966,7.8
E05004967,3
E05004968,2.3
E05004969,2.9
E05004970,3.6
E05004971,14.2
E05004972,7.2
E05004973,3.8
E05004974,14.7
E05004975,14.4
E05004976,3.1
E05004977,2.8
E05004978,8.9
E05004979,9.5
E05004980,5.3
E05004981,4.7
E05004982,1.3
E05004983,1.4
E05004984,1.5
E05004985,3.2
E05004986,2.3
E05004987,9.3
E05004989,2.3
E05004990,4.4
E05004991,5
E05004992,7.8
E05004993,2.8
E05004994,2.9
E05004995,4.8
E05004996,12.1
E05004997,3.4
E05004999,2.8
E05005000,6.3
E05005001,4.2
E05005002,6.4
E05005003,4.5
E05005004,6.7
E05005006,2.5
E05005007,3.2
E05008553,3.5
E05008554,3.2
E05008555,3.6
E05005010,3.3
E05005011,3.2
E05005012,4.5
E05005013,3.8
E05005014,4.5
E05005016,3.2
E05005017,3.2
E05005018,1.9
E05005021,2.5
E05005026,5.3
E05005027,1.4
E05005028,4.8
E05005029,5.8
E05005031,8.5
E05005032,7.3
E05009956,4.9
E05009958,1.1
E05009959,2.7
E05009960,2.5
E05009961,2.4
E05009962,2.4
E05009963,2.3
E05009964,3.9
E05009965,2.7
E05011558,2.6
E05011559,3
E05010015,3.9
E05010016,5.7
E05010017,6.5
E05010018,10.7
E05010019,8.8
E05010020,3.2
E05010021,2.5
E05010022,2.6
E05010023,3.5
E05010024,2.4
E05010025,2.4
E05010026,3.5
E05010027,5.2
E05009544,4.9
E05009545,4.5
E05009546,5.2
E05009547,4.4
E05009548,5.5
E05009549,4.3
E05009550,4.5
E05009551,5
E05009552,5.2
E05009553,6.8
E05009554,3
E05009555,8.6
E05009556,6.2
E05009557,5.2
E05009558,8.6
E05009559,5.2
E05009560,9.5
E05009561,5
E05009562,5.2
E05009563,6.1
E05009564,8
E05009565,4.9
E05009566,2.1
E05009567,2.4
E05005081,5.1
E05005082,2
E05005083,4
E05005084,4.5
E05005085,6.7
E05005086,2.8
E05005087,2.2
E05005088,15
E05005089,9
E05005090,7.3
E05005091,3.5
E05005092,2.7
E05005093,12.8
E05005094,3.3
E05005095,8.1
E05005096,4.9
E05005097,3.3
E05005098,5.6
E05005099,5.1
E05005100,3.2
E05005101,3.2
E05005102,4.2
E05005103,5.4
E05009568,2.7
E05009569,3.8
E05009570,2.5
E05009571,3.1
E05009572,3.8
E05009573,3.2
E05009574,2.8
E05009575,2
E05009577,3.7
E05009578,4
E05009579,2.4
E05009580,4
E05009582,4
E05009583,2.3
E05009584,4.7
E05009585,7.5
E05009586,3.9
E05009587,5.6
E05009588,5.2
E05009589,2.7
E05009590,3.2
E05009591,1.8
E05012988,4
E05012989,2.7
E05005130,4.5
E05005131,3.1
E05005132,9.1
E05005133,3.5
E05005134,10.4
E05005135,2.5
E05005136,4.1
E05005137,4.9
E05005138,4.4
E05005139,3.1
E05005140,4.2
E05005141,6.1
E05005142,4.8
E05005143,5.8
E05005144,9.3
E05005145,6.7
E05005146,7.9
E05005147,7.1
E05005148,5.1
E05005149,2.4
E05010921,8.5
E05010922,7.5
E05010923,3
E05010924,11.4
E05010925,4.8
E05010926,3.9
E05010928,4.3
E05010929,2.4
E05010930,1.8
E05010932,4.9
E05010933,3.7
E05010934,2.5
E05011348,2.3
E05011349,2.6
E05012968,3.5
E05012969,2.1
E05013096,11.5
E05013097,12.8
E05013098,13.1
E05013099,15.4
E05013100,12.4
E05013101,5.9
E05013102,12.2
E05013103,6.1
E05013104,10.8
E05013105,7.3
E05013106,12.1
E05013107,10.3
E05013108,10.3
E05013109,8.9
E05013110,12.9
E05013111,11.4
E05013112,6.2
E05013113,11.5
E05013114,15.9
E05013115,15.4
E05013116,5.1
E05013117,10.5
E05013118,4.4
E05013119,5.2
E05009733,1.9
E05009734,4.2
E05009735,2.6
E05009736,2.5
E05009740,4.2
E05009742,2.3
E05009743,1.1
E05009749,3
E05009751,2.8
E05011701,2.3
E05011702,3.7
E05011703,3.8
E05011704,2.1
E05011705,2.1
E05011707,1.8
E05011708,2.3
E05011710,3.2
E05011711,4.1
E05011712,2
E05012853,3.6
E05012854,1.5
E05009754,4.4
E05009755,4.3
E05009757,4.7
E05009769,1.8
E05009770,2.3
E05009771,2.3
E05011713,2.2
E05011714,1.6
E05011715,1.8
E05011717,2.2
E05011718,0.6
E05011719,2
E05012970,2.8
E05012971,3.6
E05012972,3.4
E05012973,3.2
E05012974,2.7
E05012975,2.2
E05012976,1.8
E05012977,1.9
E05012978,1.9
E05012979,3.4
E05012980,1.6
E05012992,1.5
E05006627,3.1
E05006628,2.1
E05006629,3.4
E05006632,3.4
E05006634,2.2
E05006637,3.2
E05006638,2.8
E05006639,3
E05006640,2.9
E05006642,2.9
E05006643,1.8
E05006644,1.9
E05006645,3.6
E05006646,2.8
E05006647,2.2
E05006648,5.4
E05006649,4.1
E05006650,3
E05006651,4.2
E05006652,2.3
E05006653,3.1
E05009363,1.8
E05009364,1.5
E05009365,4.3
E05010781,3.1
E05010782,2.5
E05010783,2.1
E05011074,2.4
E05011075,3.7
E05011076,4.2
E05011077,4.2
E05011078,2.2
E05011079,3.3
E05011080,4.6
E05011081,5.8
E05011082,1.5
E05011083,1.7
E05011084,3
E05011085,4.5
E05011086,6.6
E05011087,5.7
E05011088,5.3
E05011089,2.9
E05007273,2.6
E05007274,3.4
E05007275,9.5
E05007276,5.5
E05007277,5.4
E05007278,3.1
E05007279,1.6
E05007280,8
E05007281,4.8
E05007282,1.9
E05007283,10.1
E05007284,3.8
E05007285,4.1
E05007286,3.7
E05007287,4.2
E05007288,4.3
E05007289,4.1
E05007290,4.7
E05007291,1.9
E05007292,2.7
E05007293,9.5
E05007294,9.6
E05007295,3.1
E05007296,5.2
E05007297,2.7
E05007298,7.7
E05007299,2
E05007300,1.8
E05007301,2.2
E05007302,2.6
E05007303,7.5
E05007304,5.4
E05007305,2.3
E05007306,11
E05007307,4.1
E05007308,3.9
E05007309,2
E05007310,4.1
E05007311,5.7
E05007312,5
E05007313,3.7
E05007314,1.7
E05007315,2.8
E05007316,5.4
E05007317,4.1
E05007318,5.4
E05007319,7.3
E05007320,2.6
E05007321,2.1
E05007322,7.2
E05007323,12
E05007324,4.1
E05007325,2.2
E05007326,3.7
E05007327,3.9
E05007328,3.7
E05012872,3.1
E05012873,2.6
E05012874,7.5
E05012875,7.1
E05012876,8.3
E05012877,4.8
E05012878,4.1
E05012879,2.7
E05012880,4.3
E05012881,3
E05012882,7.7
E05012883,7.9
E05012884,4.1
E05012885,5.7
E05012886,6.6
E05012887,6.6
E05012888,8.9
E05012889,7.7
E05012890,6.3
E05012891,6.8
E05012892,9.2
E05012893,5.6
E05012894,8.2
E05012895,3.1
E05012896,4.4
E05012897,3.7
E05012898,4
E05012899,3.3
E05012900,3.5
E05007362,6.6
E05007363,6.2
E05007364,10.9
E05007365,5.4
E05007366,4
E05007367,6.1
E05007368,3.3
E05007369,3.7
E05007370,7.7
E05007371,5.4
E05007372,17
E05007373,9.8
E05007374,3.6
E05012026,4
E05012027,2.6
E05012028,3.3
E05012029,3
E05012030,1.6
E05012031,2.2
E05012032,3
E05012033,6.7
E05012034,2.6
E05012035,7.1
E05012036,1
E05012037,5
E05012038,5.9
E05012039,3.4
E05007391,1.6
E05007392,3.1
E05007393,3.1
E05007394,5.3
E05007395,3.6
E05007396,2.2
E05007397,5.3
E05007398,3.7
E05007399,5.5
E05007400,4.5
E05007401,4.2
E05007402,3.7
E05007403,7.8
E05007404,3.7
E05007405,1.7
E05007406,6.7
E05007407,5.9
E05007408,1.3
E05007409,5
E05007410,3.6
E05007411,2.2
E05007412,1.4
E05007413,2.1
E05007414,1.5
E05007415,3.3
E05007416,2.9
E05007417,2.1
E05007418,2.2
E05007419,1
E05007420,4.7
E05007421,3.6
E05007422,2.5
E05007423,4.2
E05007424,3.5
E05007425,4.1
E05007426,3.3
E05007427,3.4
E05007428,2
E05007429,4.3
E05007430,4.1
E05007431,2.5
E05007432,4.5
E05007433,1.4
E05007434,3.6
E05007435,3.2
E05007436,4
E05007437,4.8
E05007438,2
E05007439,3
E05010795,4.6
E05010796,16.6
E05010797,7.3
E05010798,3.5
E05010799,7.7
E05010800,3.3
E05010801,4.3
E05010802,8.2
E05010803,5.2
E05010804,5.5
E05007562,2.5
E05007563,8.1
E05007564,7.9
E05007565,7.7
E05007566,5
E05007567,4.4
E05007568,2.8
E05007569,7.5
E05007570,4.8
E05007571,6.8
E05007572,3.2
E05007573,8.7
E05007574,4.7
E05007575,6.6
E05009800,2.1
E05009801,2.7
E05009802,2.4
E05009803,2.9
E05009804,3.7
E05009805,6.7
E05009806,5
E05009807,4.7
E05009808,6.6
E05009809,3.4
E05009810,3.4
E05009811,3.3
E05009812,2.2
E05009813,13.8
E05009814,17.2
E05009815,2.8
E05009816,10
E05009817,2.5
E05009818,9.9
E05009819,9.4
E05009820,2.6
E05009821,2.8
E05009822,4.1
E05011666,4.7
E05011667,6.6
E05011668,4.2
E05011669,4.9
E05011670,4.2
E05011671,1.1
E05011672,2.8
E05011673,2.1
E05011674,2.4
E05011675,2.6
E05011676,2.4
E05011677,2.7
E05011678,2.8
E05011679,3.8
E05011680,4.8
E05011681,3.3
E05011682,5.3
E05011683,3.8
E05011684,1.9
E05011685,3.2
E05011686,2.6
E05012914,11.6
E05012915,16
E05012916,4.2
E05012917,5.2
E05012918,6.1
E05012919,12.6
E05012920,5.1
E05012921,14.4
E05012922,4.6
E05012923,4.8
E05012924,10.2
E05012925,9.2
E05012926,5.5
E05011812,2.8
E05011813,3.7
E05011814,5.3
E05011815,5
E05011816,2.5
E05011817,6.3
E05011818,4.3
E05011819,3.4
E05011820,2.6
E05011821,3.4
E05011822,3.4
E05011823,2.6
E05011824,2.7
E05011825,3.5
E05011826,7.9
E05011827,3.9
E05011828,2.6
E05011829,2.7
E05011830,3.7
E05011831,2.6
E05011832,3.6
E05011833,1.9
E05007668,3.5
E05007669,3.1
E05007670,2.2
E05007671,3.2
E05007672,2.1
E05007673,3.9
E05007674,5
E05007675,3.3
E05007676,3.2
E05007677,1.8
E05007678,3.4
E05007679,4
E05007680,4.6
E05007681,6.2
E05007682,2.4
E05007683,2.1
E05007684,10.3
E05007685,2.7
E05007686,4.7
E05007687,5.1
E05007688,3.6
E05007689,5
E05007690,4.3
E05007691,2.1
E05007692,3.8
E05007693,1.9
E05007694,6.5
E05007695,5.1
E05007696,14.3
E05007697,4.2
E05007698,6.4
E05007699,2.8
E05007700,15.6
E05007701,5.5
E05007702,5.9
E05007703,2.1
E05007704,3.8
E05007705,10.4
E05007706,6.5
E05012461,2.4
E05012462,2.3
E05012463,5.3
E05012464,1.7
E05012465,2.2
E05012466,5.8
E05012467,2.7
E05012468,2
E05012469,2.6
E05012470,4
E05012471,12
E05012472,3.2
E05012473,7.9
E05012474,1.4
E05012475,2.3
E05012476,3
E05012477,6.3
E05012478,5
E05012479,5.1
E05012480,12.8
E05012481,3.7
E05012482,3
E05012483,2.5
E05012484,3.8
E05012485,2.4
E05012486,6.9
E05012487,2.3
E05012488,11.5
E05012489,10.9
E05012490,4
E05012491,13.9
E05012492,4.4
E05012493,4
E05010885,13.2
E05010886,7
E05010887,3.9
E05010888,6.3
E05010889,3.7
E05010890,4.7
E05010891,4.8
E05010892,17.4
E05010893,12.2
E05010894,14.1
E05010895,14.2
E05010896,9.9
E05010897,9.6
E05010898,9.5
E05010899,6.6
E05010900,8.6
E05010901,5.5
E05010902,5
E05010903,8.3
E05010904,7.2
E05010905,9.4
E05010906,6.1
E05010907,20.2
E05010908,8.9
E05010909,7.4
E05010910,7.2
E05010911,4.3
E05010912,7.2
E05010913,8.8
E05010914,7.1
E05010915,4
E05010916,3.3
E05010917,2.2
E05010918,5.9
E05010276,1.9
E05010277,2.5
E05010278,2.1
E05010279,4.2
E05010280,5.8
E05010281,3.8
E05010282,5.6
E05010283,3.3
E05010284,2.7
E05010285,1.1
E05010286,2.2
E05010287,1.7
E05010288,0.9
E05010289,5.2
E05010290,2.4
E05010291,1.5
E05010292,3.2
E05010293,2.4
E05010294,2.1
E05010295,2.3
E05010296,1.7
E05010297,7.6
E05010298,11.2
E05010299,8.8
E05010300,3.1
E05010301,3.1
E05010302,4.2
E05010303,2.4
E05010304,2.9
E05010305,3.7
E05010306,3.8
E05010307,2.3
E05010308,1.1
E05010309,2.1
E05010310,2.2
E05012104,2.3
E05012105,2.3
E05012106,3.2
E05012107,3.3
E05012108,1.7
E05012109,4.1
E05012110,2.2
E05012111,2.1
E05012112,3.7
E05012113,6.8
E05012114,2
E05012115,2.1
E05012116,2.5
E05012117,4.6
E05012118,2.9
E05012119,3.1
E05012120,3.1
E05012121,4
E05012122,3.3
E05012123,2
E05012124,4.7
E05012125,2.6
E05012126,8.4
E05012127,2.8
E05012128,1.8
E05012129,3.7
E05012130,3.9
E05012131,3.2
E05002078,4.3
E05002079,4.4
E05002080,8.4
E05002081,12.9
E05002082,4.5
E05002083,3.3
E05002084,4
E05002085,5
E05002086,4.6
E05002087,2
E05002088,3.1
E05002089,3.1
E05002090,1.6
E05002091,2
E05002092,2.7
E05002093,5
E05002094,11.1
E05002095,4.6
E05002096,4.2
E05002097,6.7
E05012254,4.5
E05012255,1.6
E05012256,4
E05012257,4.7
E05012258,5.7
E05012259,6.4
E05012260,3.5
E05012261,3.3
E05012262,5.8
E05012263,3.8
E05012264,9.8
E05012265,5
E05012266,3.4
E05012267,3.8
E05012268,10.4
E05012269,4.9
E05008954,20
E05008955,2.2
E05008956,3.5
E05008957,9.6
E05008958,7.3
E05008960,6.4
E05008961,4.5
E05008962,7.6
E05008963,2.7
E05008965,3.2
E05008966,1.2
E05008967,4.3
E05008968,2.4
E05008969,3.8
E05008970,4
E05008971,8.7
E05008972,2.5
E05010755,2.2
E05010756,3.1
E05010757,6.9
E05013273,5.6
E05013274,5.9
E05013275,4.5
E05013276,4.2
E05013277,3.1
E05013278,8.4
E05013279,6.9
E05013280,5.3
E05013281,4
E05013282,4.3
E05013284,8.7
E05013286,8.8
E05013288,1.5
E05013289,6.6
E05013290,2.8
E05013291,5
E05013292,4
E05013293,6.4
E05013295,4.1
E05013297,3.8
E05013298,3.4
E05013301,5.5
E05013302,4.2
E05013303,3.4
E05013305,3.2
E05013306,2.9
E05013307,4
E05013308,3.1
E05013309,3.4
E05013311,3.4
E05013312,4.4
E05013313,2.5
E05013314,13.7
E05013315,5.9
E05013317,4.2
E05013319,4.3
E05013320,9.2
E05013321,8.3
E05013323,6.3
E05013324,2.9
E05013325,2.8
E05013327,2.8
E05013329,9.2
E05013330,6.5
E05013331,5
E05013336,4.2
E05013337,3
E05013338,5
E05013341,3.2
E05013346,5.4
E05013347,4
E05013348,3.2
E05013349,2.8
E05013350,1.4
E05013351,4
E05013353,4
E05013354,3.9
E05013355,5.6
E05013356,3.6
E05013357,4
E05013358,4
E05013836,5.4
E05013837,2.1
E05013838,3.5
E05013839,4.8
E05013840,4.5
E05013841,4.1
E05013842,3.3
E05013843,4.3
E05013844,3.5
E05013845,4
E05013846,2.8
E05013847,6.9
E05013848,8.6
E05013849,4.2
E05013850,3.2
E05013851,3.8
E05013852,3.4
E05013853,3.1
E05013854,8.6
E05013855,6.3
E05013856,4.8
E05013857,5.2
E05013858,6.6
E05013859,2.8
E05013860,3.7
E05013861,2.5
E06000053,4.9
E05013398,2.1
E05013399,1.8
E05013400,3.1
E05013401,2.9
E05013402,3.6
E05013403,2.5
E05013405,2.7
E05013406,3.1
E05013407,1.9
E05013408,1.9
E05013409,4.1
E05013410,1.6
E05013411,3.5
E05013412,4
E05013413,3.2
E05013414,1.5
E05013415,1.6
E05013416,2
E05013417,0.9
