mnemonic,percent_fuel
E05008751,1.8
E05008752,1.9
E05008753,2.5
E05008754,2.3
E05008755,2.1
E05008756,1.8
E05008757,2.3
E05008758,11.5
E05008759,1.7
E05008760,10.9
E05008761,2.2
E05008762,15.4
E05008763,2.1
E05008764,1.8
E05008765,6.7
E05008766,1.5
E05008767,1
E05008768,2.3
E05008769,1.8
E05008770,12.4
E05008771,1.1
E05008772,2.1
E05008773,31.5
E05008774,17.9
E05008775,1.9
E05008776,2.3
E05008777,52.6
E05008779,2
E05008780,12.8
E05008781,3.1
E05008782,1.6
E05008783,1.9
E05008785,5.7
E05008786,1.5
E05008787,1.9
E05008790,1.6
E05008791,7.1
E05008792,2.2
E05008793,13.2
E05008796,1.4
E05008797,1.2
E05008798,1.6
E05008800,2.2
E05008801,16.6
E05008803,2.1
E05008804,11
E05008805,1.4
E05008806,1.3
E05008807,5.5
E05008808,6.8
E05012843,3
E05012844,7.5
E05012845,1.4
E05012846,1.4
E05012847,28.4
E05012848,2
E05012849,31.8
E05012850,3
E05013050,1.5
E05013051,1.6
E05013052,2.2
E05013053,1.3
E05013054,1.2
E05013055,2.1
E05013056,1.8
E05013057,2.4
E05013058,2.3
E05013059,2.6
E05013060,1.2
E05013061,2
E05013062,1.2
E05013063,2.1
E05011560,30.2
E05011561,6.3
E05011562,31.5
E05011563,4.9
E05011564,12
E05011565,3
E05011566,16.4
E05011567,55
E05011568,8.1
E05011569,7
E05011570,10.4
E05011571,38.8
E05011572,14.3
E05011573,46
E05009491,2.5
E05009492,28.5
E05009493,5.8
E05009494,1.7
E05009495,13.5
E05009496,18.1
E05009497,2.5
E05009498,3
E05009499,51.9
E05009500,3.4
E05009501,5.1
E05009502,3.6
E05009503,5.7
E05009504,2.3
E05009505,57.4
E05009506,9.8
E05009507,29.9
E05009508,4.1
E05009509,3.2
E05009510,2.7
E05009511,2.1
E05009512,3.7
E05009513,3
E05009514,5.1
E05011256,23.8
E05011257,1.6
E05011258,13.3
E05011259,2.4
E05011260,3.8
E05011261,44.4
E05011262,55.7
E05011263,4
E05011264,4.5
E05011265,2.1
E05011266,2.5
E05011267,50.8
E05011268,9.3
E05011269,2.5
E05011270,2.4
E05011271,2.3
E05011272,3.6
E05011273,1.7
E05011274,1.4
E05011275,1.9
E05011276,6.4
E05011277,5.1
E05011278,31.7
E05011279,3.2
E05011280,18.3
E05011281,4.2
E05011282,60.5
E05011283,2.8
E05011284,54.9
E05011285,53.3
E05011286,35.4
E05011289,8.4
E05011291,14.3
E05011292,42.9
E05011293,14.3
E05011294,5.3
E05011295,12.8
E05011296,24.6
E05011297,2.6
E05011298,24.4
E05011300,9.9
E05011301,5.7
E05011304,5.1
E05011305,8
E05011306,53.6
E05011307,28
E05013880,3.8
E05013881,4.5
E05014031,4
E05014032,26.4
E05014169,12.9
E05014170,3
E05004021,0.9
E05004022,0.8
E05004023,1.3
E05004024,1.5
E05004025,1.5
E05004026,1.2
E05004027,1.3
E05004028,1
E05004029,1.5
E05004030,1.9
E05004031,2.1
E05004032,1.2
E05004033,1.3
E05004034,1.2
E05004035,0.7
E05004036,1.9
E05010365,2.8
E05010366,3.6
E05010367,2.6
E05010368,2.5
E05010369,2.3
E05010370,3
E05010371,27.3
E05010372,17.5
E05010374,5.5
E05010378,10.9
E05010379,7.9
E05010380,19.9
E05010382,61.4
E05010383,47.5
E05010384,16.3
E05010385,56.6
E05010388,2.4
E05010389,2.9
E05010390,59.3
E05012961,33.7
E05012962,2.5
E05012963,4.2
E05012964,28.6
E05012965,9.2
E05012966,2.5
E05012967,3.7
E05004067,1.4
E05004068,2.1
E05004069,1.4
E05004070,4.4
E05004071,2.2
E05004072,1
E05004073,1.6
E05004074,0.9
E05004075,1.7
E05004076,3
E05004077,1.9
E05004078,1.2
E05004079,5.6
E05004080,7.5
E05004081,3
E05004082,0.9
E05004083,0.6
E05004084,1.1
E05004085,0.7
E05004086,1.4
E05004087,2.9
E05004088,1.6
E05004089,1.2
E05004090,0.7
E05004091,0.8
E05004092,0.7
E05004093,1.1
E05004094,1.8
E05004095,1.1
E05004096,20.1
E05004097,14.7
E05004098,21.2
E05004099,2.2
E05004100,52.9
E05004101,3.8
E05004102,3.6
E05004103,2.3
E05004104,1.7
E05004105,16
E05004106,2
E05004107,2.1
E05004108,1.2
E05004109,1.6
E05004110,13.2
E05004111,1.6
E05004112,15.9
E05004113,2
E05004114,2
E05004115,3
E05004116,1.5
E05004117,1.7
E05004118,1.5
E05004119,5.8
E05010827,2.5
E05010828,2.2
E05010829,2
E05010830,2.4
E05010831,9.8
E05010832,20.7
E05010833,18.6
E05010834,1.6
E05010835,2.1
E05010836,2.3
E05010837,1.7
E05010838,52.6
E05010839,2.1
E05010840,1.4
E05010841,2.5
E05010842,7.6
E05010843,2.6
E05004147,23.1
E05004148,1.3
E05004149,1.6
E05004150,2.4
E05004151,2.7
E05004152,2
E05004153,2
E05004154,1.5
E05004155,1.6
E05004157,29.9
E05004158,7.8
E05004159,1.5
E05004160,1.7
E05004161,2
E05004162,1.6
E05004163,1.4
E05004164,2.1
E05004165,1.6
E05004166,4
E05004167,3.7
E05004169,1.8
E05004170,31.4
E05004171,4.3
E05004172,1.8
E05004173,2.9
E05004174,11.2
E05004175,1.6
E05004176,4
E05004177,1
E05004178,2
E05008940,29.8
E05008941,43.3
E05004179,1.4
E05004180,0.4
E05004181,1.5
E05004182,1
E05004183,1.6
E05004184,1.4
E05004185,1.4
E05004186,1.5
E05004187,1.5
E05004188,1.2
E05004189,1.3
E05004190,17.3
E05004191,6.5
E05004192,4.5
E05004193,63.2
E05004194,6.1
E05004195,3.6
E05004196,3.3
E05004197,4.3
E05004198,3.6
E05004199,3.4
E05004200,26.2
E05004201,59.5
E05004202,6.3
E05004203,53.6
E05004204,65.8
E05004205,55.2
E05004206,38.9
E05010844,2.2
E05010845,2.9
E05010846,2.4
E05010847,1.6
E05010848,1.1
E05010849,2.7
E05010850,1.5
E05010851,1.3
E05010852,4.6
E05010853,2.8
E05010854,0.9
E05010855,0.9
E05010856,0.9
E05011932,15.1
E05011933,24.4
E05011934,1.1
E05011935,2.5
E05011936,3.2
E05011937,1.6
E05011938,2.7
E05011939,2.1
E05011940,2.1
E05011941,1.4
E05011942,2
E05011943,1.1
E05011944,2.1
E05011945,4.2
E05011946,1.6
E05011947,2.6
E05011948,4.9
E05011949,4
E05011950,12.7
E05011951,3.5
E05011952,1.2
E05011953,2.4
E05011954,1.9
E05011955,21
E05011956,1.8
E05011957,18.3
E05011958,25.2
E05011959,34.5
E05011960,18.4
E05011961,2.7
E05011962,21.9
E05011963,4.3
E05009910,42.2
E05009911,30.8
E05009912,35.5
E05009913,36.7
E05009914,10.7
E05009915,25.1
E05009916,9.4
E05009917,3.5
E05009918,7.5
E05009919,17
E05009920,64.2
E05009921,41.3
E05009922,13.8
E05009923,2.8
E05009924,2.5
E05009925,3
E05009926,2.6
E05009927,5
E05009928,57.9
E05009929,14.4
E05009930,17.9
E05009931,63.2
E05009002,1.3
E05009003,1.2
E05009004,1.8
E05009005,1.7
E05009006,1.9
E05009007,1.6
E05009008,1.8
E05009009,1.6
E05009010,2.1
E05009011,1.8
E05004691,1.2
E05004692,1.2
E05004693,8.1
E05004694,1.4
E05004695,20.6
E05004696,1.1
E05004697,1.2
E05004698,1.3
E05004699,0.9
E05004700,3.1
E05004701,1.5
E05004702,1.8
E05004703,1.1
E05004704,1.2
E05004705,2.3
E05004706,1.4
E05004707,1.8
E05004708,1.1
E05004709,1
E05004710,4
E05004711,1
E05004712,4.3
E05004713,5.1
E05004714,9.9
E05004715,3
E05012177,1.2
E05012178,4.2
E05012179,1.2
E05012180,1.3
E05012181,1.4
E05012182,1.2
E05012183,1.2
E05012184,1.2
E05012185,1
E05012186,0.9
E05012187,1.5
E05012188,1.5
E05012189,1.1
E05012190,1.5
E05012191,1.5
E05012192,3
E05004761,19
E05004762,1.2
E05004763,1.9
E05004764,5.5
E05004765,2.2
E05004766,3.2
E05004767,42
E05004768,2.2
E05004769,2
E05004770,1.6
E05004771,2.9
E05004772,2
E05004773,22.6
E05004774,6.7
E05004775,6.7
E05004776,1.2
E05004777,1.6
E05004778,1.3
E05004779,1.7
E05004780,1.8
E05004781,2.2
E05004782,1.6
E05004783,2.3
E05004784,50.8
E05009425,2
E05009426,0.8
E05009427,3.4
E05009428,1.9
E05009429,1.2
E05009430,1.1
E05009431,1.9
E05009432,1.2
E05009433,0.6
E05009434,1.2
E05009435,1.1
E05009436,2.2
E05009437,1.6
E05011046,2.9
E05011047,2.9
E05011048,2.5
E05011049,1.3
E05011050,1.6
E05011051,1.3
E05011052,1.3
E05011053,1.3
E05011054,0.9
E05011055,1.4
E05011056,2.1
E05011057,1.6
E05010237,58.9
E05010238,32.4
E05010239,39.8
E05010240,7.9
E05010241,6.4
E05010242,6.8
E05010243,5.2
E05010244,5.2
E05010245,48.8
E05010246,62.9
E05010247,26.6
E05010248,59.9
E05010249,61.6
E05010250,60.7
E05010251,62.9
E05010252,57.8
E05010253,24.1
E05010254,30.8
E05010255,21.6
E05010256,5.6
E05010257,61.3
E05010258,2.7
E05010259,3.1
E05010260,3.7
E05010261,3.9
E05010262,60.7
E05010263,7.4
E05005757,9.1
E05005758,9.1
E05005759,26.3
E05005760,18
E05005761,13.5
E05005762,36.6
E05005763,12.1
E05005764,2.5
E05005765,3.6
E05005766,49.6
E05005767,49.2
E05005768,2.6
E05005769,2.1
E05005770,40.5
E05005771,13.1
E05005772,56.9
E05005773,2.9
E05005774,11.1
E05005775,55.2
E05005776,3.7
E05005777,2
E05005778,2.4
E05005779,3.1
E05005780,3.3
E05005781,2.7
E05005782,2.6
E05005783,8.1
E05005784,5.4
E05005785,5.1
E05005786,6.3
E05005787,7.2
E05005788,4.2
E05005789,2.8
E05005790,61.3
E05005791,60.3
E05005792,3.4
E05005793,19.1
E05005794,3
E05005795,4.5
E05005796,58.7
E05005797,3.3
E05005798,3.8
E05005799,57.1
E05005800,2.7
E05012321,44
E05012322,53.2
E05012323,42
E05012324,50.4
E05012325,66.9
E05012326,45.3
E05012327,11.7
E05012328,3.8
E05012329,5.4
E05012330,29.2
E05012331,3.5
E05012332,58.5
E05012333,55.9
E05012334,4.6
E05012335,3.2
E05012336,3.6
E05012337,12.6
E05012338,4.9
E05012339,55.4
E05012340,57.3
E05012341,2.3
E05012342,4.3
E05012343,3.8
E05012344,11.7
E05012345,3.8
E05012346,4.5
E05012347,4.2
E05012348,59.8
E05012349,5.4
E05012350,59.5
E05012351,58.1
E05012352,54.4
E05012353,15.8
E05012354,34.7
E05012355,57.2
E05011834,28.5
E05011835,9
E05011836,52.5
E05011837,50
E05011838,6.3
E05011839,52.4
E05011840,48.5
E05011841,58.6
E05011842,61.8
E05011843,10.5
E05011844,39.7
E05011845,8.5
E05011846,6.2
E05011847,5
E05011848,7.9
E05011849,5.4
E05011850,5.2
E05011851,25.8
E05011852,59
E05011853,47.7
E05011854,41.5
E05011855,5.7
E05011856,6.1
E05011857,48.4
E05011858,50.8
E05011859,58.4
E05011860,4.7
E05011861,38.5
E05011862,36.4
E05011863,52.8
E05011864,12.4
E05011865,43.3
E05012901,1.9
E05012902,2.5
E05012903,1.4
E05012904,0.8
E05012905,1.4
E05012906,2
E05012907,1.7
E05012908,2
E05012909,2.2
E05012910,2
E05012911,2.2
E05012912,1.4
E05012913,1.7
E05011866,49.5
E05011867,62.6
E05011868,61.6
E05011869,63.9
E05011870,6.1
E05011871,4.9
E05011872,6.6
E05011874,59
E05011875,58.1
E05011877,49.2
E05011878,15.7
E05011879,55.5
E05011880,23.3
E05011881,25.2
E05011882,4.2
E05011883,37
E05011884,6.8
E05011885,3.6
E05011886,8.4
E05011887,39.5
E05011888,13.3
E05011889,39.7
E05011890,59.4
E05011891,62.8
E05012851,53.7
E05012852,11.7
E05012565,42.6
E05012566,62.1
E05012567,8.3
E05012568,45.8
E05012569,43.5
E05012570,6.4
E05012571,27.3
E05012572,36.5
E05012573,13.4
E05012574,45.3
E05012575,3.9
E05012576,8.6
E05012577,4.4
E05012578,24.6
E05012579,11.9
E05012580,55.9
E05012581,47.7
E05012582,48.4
E05012583,4.1
E05012584,54.2
E05012585,3.6
E05012586,3.5
E05012587,4.6
E05012588,4.1
E05007117,2.3
E05007118,1.5
E05007119,2.6
E05007120,1.4
E05007121,2.1
E05007122,2.2
E05007123,2.5
E05007124,1.5
E05007125,1.2
E05007126,1.8
E05007127,1.7
E05007128,1.2
E05007129,1.9
E05007130,2.8
E05007131,2.4
E05007132,1.7
E05012589,65.1
E05012590,45.6
E05012591,11.3
E05012592,6.6
E05012593,3.5
E05012594,27.6
E05012595,5.2
E05012596,58.7
E05012597,15
E05012598,26.9
E05012599,60.4
E05012600,59.6
E05012601,31.6
E05012602,60.6
E05012603,54.2
E05012604,15.7
E05012605,49.5
E05012606,49.1
E05012607,57.8
E05012608,54.4
E05012609,4.3
E05012610,64.2
E05012611,3.3
E05012612,53.6
E05012613,29.8
E05012614,65
E05013947,0.8
E05013948,1
E05013949,0.9
E05013950,2
E05013951,1
E05013952,0.8
E05013953,2.1
E05013954,0.6
E05013955,0.7
E05013956,1
E05013957,1.4
E05013958,1.4
E05013959,0.8
E05013960,1.4
E05013961,4.4
E05013962,4.5
E05013963,1.5
E05013964,1.4
E05013965,2.5
E05013966,1.6
E05011058,4.7
E05011059,1.4
E05011060,1
E05011061,1.1
E05011062,1.6
E05011063,2
E05011064,1.5
E05011065,1.5
E05011066,0.9
E05011067,4
E05011068,1.2
E05011069,1
E05011070,0.8
E05011071,2.9
E05011072,1.6
E05011073,4.1
E05004721,34.2
E05004723,9.1
E05004724,2.5
E05004725,2.5
E05004726,2.2
E05004727,11.2
E05004728,1
E05004729,33.8
E05004730,25.3
E05004731,2.5
E05004732,14
E05004733,36.7
E05004735,22.2
E05004736,4.5
E05004737,2.3
E05004738,4.1
E05004739,17.9
E05004741,1.8
E05004742,3.2
E05004743,2.2
E05004744,1.6
E05004745,5.9
E05009315,27.2
E05012981,1.5
E05012982,1.7
E05012983,2.5
E05012984,1.8
E05012985,2.1
E05012986,4.5
E05012987,47.2
E05004805,0.5
E05004806,1.5
E05004807,1.1
E05004808,1
E05004810,0.9
E05004811,0.7
E05004812,1.1
E05004813,1.2
E05004814,0.7
E05004815,1
E05004816,1.6
E05004817,0.9
E05009316,0.4
E05012734,14.9
E05012735,4.2
E05012736,24.1
E05012737,38.7
E05012738,2.6
E05012739,6.5
E05012740,52.4
E05012741,2.8
E05012742,30.9
E05012743,2.4
E05012744,17.3
E05012745,3.4
E05012746,36.3
E05012747,1.9
E05012748,3.7
E05012749,3.5
E05012750,20.7
E05012751,4.3
E05012752,4.1
E05012753,11.3
E05012754,4.5
E05012755,24.3
E05012756,2
E05012757,2.4
E05012758,8.2
E05012759,2.6
E05012760,19.5
E05012761,3.1
E05012762,34
E05012763,2.9
E05012764,41.3
E05012765,70.4
E05012766,57.2
E05012767,3.5
E05012768,9.3
E05012769,8.1
E05012770,60.5
E05012771,21.9
E05012772,3.6
E05012773,6.6
E05012774,2.3
E05012775,2.3
E05012776,3.5
E05012777,2
E05012778,2.7
E05012779,2.7
E05012780,63.2
E05012781,18.4
E05012782,15.3
E05012783,60.7
E05012784,43.3
E05012785,37.1
E05012786,4
E05012787,5.4
E05012788,6.4
E05012789,3.5
E05012790,3
E05012791,2.6
E05012792,3.1
E05012793,3.9
E05012794,47
E05012795,64.3
E05012796,42.4
E05012797,2.6
E05012798,2.6
E05012799,18.6
E05012800,13.4
E05012801,51.6
E05012802,2.4
E05012803,3.2
E05012804,63.7
E05012805,56.7
E09000001,4
E05014053,3.9
E05014054,1.9
E05014055,2.8
E05014056,2.8
E05014057,2
E05014058,2.1
E05014059,1.3
E05014060,2.1
E05014061,2.7
E05014062,2.4
E05014063,2.1
E05014064,2
E05014065,1.9
E05014066,3.5
E05014067,2
E05014068,2.5
E05014069,1.9
E05014070,2.7
E05014071,2
E05013628,2.1
E05013629,1.6
E05013630,2.2
E05013631,2.8
E05013632,3.3
E05013633,3.4
E05013634,2.3
E05013635,1.8
E05013636,1.9
E05013637,1.3
E05013638,1.2
E05013639,2
E05013640,1.7
E05013641,1.4
E05013642,2.3
E05013643,2.7
E05013644,1.7
E05013645,1.3
E05013646,1.3
E05013647,1.5
E05013648,1.6
E05013649,2.4
E05013650,1.3
E05013651,2.6
E05011217,1.7
E05011218,2.4
E05011219,1.5
E05011220,1.3
E05011221,1.1
E05011222,1.6
E05011223,1.4
E05011224,1.6
E05011225,2.2
E05011226,1.4
E05011227,1.5
E05011228,1.8
E05011229,1.6
E05011230,1.6
E05011231,2.7
E05011232,2.7
E05011233,1.5
E05013496,2.5
E05013497,2
E05013498,2.3
E05013499,3
E05013500,2.3
E05013501,3.4
E05013502,1.3
E05013503,3.1
E05013504,1.5
E05013505,1.7
E05013506,2.2
E05013507,2.3
E05013508,1.6
E05013509,2.7
E05013510,2.4
E05013511,2.4
E05013512,2
E05013513,1.9
E05013514,2.3
E05013515,2.2
E05013516,2.4
E05013517,2.7
E05013987,1.8
E05013988,1.1
E05013989,1.1
E05013990,1
E05013991,1.6
E05013992,1.5
E05013993,1
E05013994,2.3
E05013995,2.2
E05013996,6.4
E05013997,0.9
E05013998,1
E05013999,1.4
E05014000,1.3
E05014001,0.9
E05014002,2.4
E05014003,0.9
E05014004,1.4
E05014005,1
E05014006,1.2
E05014007,2.4
E05014008,0.7
E05013652,3.6
E05013653,4
E05013654,3.2
E05013655,4.4
E05013656,2.7
E05013657,2.2
E05013658,2.4
E05013659,2.9
E05013660,2.8
E05013661,2
E05013662,3.5
E05013663,2.2
E05013664,2.6
E05013665,3.6
E05013666,3.6
E05013667,3.7
E05013668,3.6
E05013669,3.3
E05013670,2.7
E05013671,2.7
E05011462,1.9
E05011463,2.8
E05011464,2.4
E05011465,3.2
E05011466,1
E05011467,2.8
E05011468,2.6
E05011469,1.1
E05011470,2.2
E05011471,2
E05011472,2.2
E05011473,1.4
E05011474,1.2
E05011475,2.3
E05011476,1.4
E05011477,1.7
E05011478,0.9
E05011479,2.3
E05011480,1.6
E05011481,1.3
E05011482,1.5
E05011483,1.4
E05011484,2
E05011485,2.8
E05011486,2.5
E05011487,2.3
E05011488,2.4
E05011489,2.8
E05013518,1.5
E05013519,2.2
E05013520,3.6
E05013521,2.1
E05013522,2.7
E05013523,1.8
E05013524,2.2
E05013525,2.3
E05013526,2.3
E05013527,2.5
E05013528,1.4
E05013529,1.5
E05013530,1.7
E05013531,2.1
E05013532,2.9
E05013533,2.5
E05013534,2.1
E05013535,2.2
E05013536,2.6
E05013537,2.1
E05013538,2.7
E05013539,2.6
E05013540,2
E05013541,1.8
E05013672,1.3
E05013673,2
E05013674,2.7
E05013675,2.3
E05013676,1.3
E05013677,2.8
E05013678,1.1
E05013679,2.6
E05013680,2.7
E05013681,1.4
E05013682,2.7
E05013683,1.4
E05013684,2.9
E05013685,2.6
E05013686,2.3
E05013687,1.5
E05013688,1.9
E05013689,2.9
E05013690,1.7
E05013691,2.3
E05013692,1.8
E05013693,1.6
E05013694,3.2
E05013695,2.4
E05013696,1.3
E05014072,2.4
E05014073,2.1
E05014074,1.9
E05014075,2.3
E05014076,1.9
E05014077,1.7
E05014078,1.4
E05014079,1.9
E05014080,2.3
E05014081,2.2
E05014082,2.2
E05014083,2
E05014084,1.5
E05014085,1.4
E05014086,1.3
E05014087,2.7
E05014088,2.3
E05014089,2.1
E05014090,2.9
E05014091,2.6
E05014092,2.8
E05014093,2.7
E05014094,3.3
E05009367,2.5
E05009368,3.1
E05009369,2
E05009370,2.4
E05009371,2.9
E05009372,2.8
E05009373,2.1
E05009374,2.5
E05009375,2.9
E05009376,2.5
E05009377,3.4
E05009378,3.8
E05009379,2.5
E05009380,3.6
E05009381,3.2
E05009382,2.9
E05009383,3
E05009384,2.7
E05009385,2.4
E05009386,2.5
E05009387,2.9
E05013733,3.1
E05013734,3.4
E05013735,3.6
E05013736,2.9
E05013737,3.2
E05013738,2.6
E05013739,2.3
E05013740,1.8
E05013741,2.7
E05013742,3.1
E05013743,2
E05013744,2.2
E05013745,1.8
E05013746,4.6
E05013747,3
E05013748,2.7
E05013749,2.7
E05013750,2.1
E05013751,2.9
E05013752,2.5
E05013753,1.6
E05013585,1.5
E05013586,2.4
E05013587,2.5
E05013588,2.1
E05013589,1.7
E05013590,2.5
E05013591,2.2
E05013592,2.1
E05013593,2.3
E05013594,2
E05013595,2
E05013596,3.2
E05013597,2.2
E05013598,2.4
E05013599,2.8
E05013600,1.8
E05013601,2.8
E05013602,3
E05013603,2.2
E05013604,2.1
E05013605,2.9
E05013542,1.3
E05013543,1
E05013544,0.8
E05013545,1.7
E05013546,2.7
E05013547,1.7
E05013548,1.4
E05013549,1.1
E05013550,1.2
E05013551,1.6
E05013552,0.8
E05013553,2
E05013554,1.2
E05013555,1.1
E05013556,0.9
E05013557,1.8
E05013558,1.9
E05013559,2
E05013560,1
E05013561,1.7
E05013562,2.3
E05013563,2.9
E05013967,1.9
E05013968,1.1
E05013969,1.6
E05013970,1.2
E05013971,1.7
E05013972,1.5
E05013973,1.6
E05013974,1.6
E05013975,1.8
E05013976,1.2
E05013977,1.2
E05013978,1.6
E05013979,1.6
E05013980,1.8
E05013981,2.4
E05013982,1.5
E05013983,1.4
E05013984,1.6
E05013985,1.3
E05013986,1.7
E05013564,2.3
E05013565,1.8
E05013566,2
E05013567,1.3
E05013568,0.9
E05013569,2.5
E05013570,2.6
E05013571,1
E05013572,1.4
E05013573,1.2
E05013574,1
E05013575,1.4
E05013576,2.2
E05013577,1.4
E05013578,1.2
E05013579,1.6
E05013580,1.8
E05013581,1.8
E05013582,2.1
E05013583,2.4
E05013584,2.8
E05013606,2.1
E05013607,2.6
E05013608,2.5
E05013609,2.5
E05013610,1.4
E05013611,2
E05013612,2.6
E05013613,2.3
E05013614,3.2
E05013615,1.8
E05013616,2.1
E05013617,2.3
E05013618,2.4
E05013619,2.2
E05013620,3.9
E05013621,3.2
E05013622,3
E05013623,1.9
E05013624,2.3
E05013625,1.9
E05013626,1.7
E05013627,2.6
E05013697,3.1
E05013698,2.6
E05013699,3.7
E05013700,3.2
E05013701,2.2
E05013702,3.2
E05013703,2.8
E05013704,1.8
E05013705,1.9
E05013706,2.6
E05013707,2.2
E05013708,2.6
E05013709,2
E05013710,2.1
E05013711,2.9
E05013712,2.5
E05013713,2.4
E05009388,4.8
E05009389,4.3
E05009390,4.3
E05009391,3.4
E05009392,3.5
E05009393,4.6
E05009394,2.6
E05009395,4.9
E05009396,3.2
E05009397,4.8
E05009398,2.6
E05009399,2.5
E05009400,4.7
E05009401,5.5
E05009402,3.9
E05009403,4.8
E05009404,2.5
E05009405,3.2
E05013928,1.2
E05013929,2.4
E05013930,2.4
E05013931,1.6
E05013932,1.5
E05013933,1.8
E05013934,1.7
E05013935,1.3
E05013936,2.2
E05013937,2
E05013938,2.1
E05013939,1.1
E05013940,1.6
E05013941,2.3
E05013942,1.8
E05013943,2.4
E05013944,2.7
E05013945,1.6
E05013946,0.7
E05014095,1.9
E05014096,3.3
E05014097,2.8
E05014098,2.6
E05014099,2
E05014100,2.2
E05014101,3.1
E05014102,2.1
E05014103,2.6
E05014104,1.9
E05014105,3
E05014106,2.4
E05014107,2.8
E05014108,3.5
E05014109,2.8
E05014110,3.2
E05014111,3.7
E05014112,2.5
E05014113,2.8
E05014114,1.9
E05014115,3.2
E05014116,2.2
E05014117,3.7
E05014118,4.1
E05014119,2.1
E05013714,2.2
E05013715,2.3
E05013716,3.1
E05013717,1.8
E05013718,1.8
E05013719,3.7
E05013720,2.3
E05013721,3.2
E05013722,2.1
E05013723,1.8
E05013724,2.9
E05013725,1.8
E05013726,1.9
E05013727,3
E05013728,3.4
E05013729,2.2
E05013730,2.7
E05013731,2.7
E05013732,2.2
E05013810,2.3
E05013811,1.5
E05013812,2.5
E05013813,2.3
E05013814,2.5
E05013815,2.2
E05013816,2
E05013817,3
E05013818,2.1
E05013819,1.3
E05013820,1.2
E05013821,2.6
E05013822,2.5
E05013823,2.3
E05013824,2.3
E05013825,1.7
E05013826,1.8
E05013827,1.3
E05013828,2.1
E05013829,1.7
E05013904,2.4
E05013905,2.6
E05013906,2.4
E05013907,2.8
E05013908,2.2
E05013909,2.8
E05013910,2.4
E05013911,2.1
E05013912,3.1
E05013913,3
E05013914,2.3
E05013915,3
E05013916,2.7
E05013917,2.6
E05013918,2.7
E05013919,2.5
E05013920,3.1
E05013921,2.8
E05013922,3.3
E05013923,2.7
E05013924,3.7
E05013925,1.6
E05013926,2.2
E05013927,2.7
E05011234,2.1
E05011235,2.1
E05011236,1.7
E05011237,2.3
E05011238,2
E05011239,1.3
E05011240,2.7
E05011241,1.9
E05011242,1.8
E05011243,2
E05011244,2.6
E05011245,2
E05011246,3.7
E05011247,2.9
E05011248,2.3
E05011249,1.2
E05011250,2.3
E05011251,2.3
E05011252,1.9
E05011253,2
E05011254,2
E05011255,2
E05013774,1.4
E05013775,1.4
E05013776,1.5
E05013777,1.9
E05013778,1.4
E05013779,1.8
E05013780,1.5
E05013781,1.4
E05013782,1.5
E05013783,1.4
E05013784,1.9
E05013785,1.6
E05013786,2.1
E05013787,1.4
E05013788,1.3
E05013789,2.7
E05013790,1.2
E05013791,1.2
E05011095,3.4
E05011096,3.4
E05011097,2.8
E05011098,4.2
E05011099,2
E05011100,1
E05011101,2.2
E05011102,4.7
E05011103,1.9
E05011104,3.6
E05011105,3.8
E05011106,3.8
E05011107,3.1
E05011108,2
E05011109,3.7
E05011110,3
E05011111,2
E05011112,3.9
E05011113,3
E05011114,3
E05011115,3.4
E05011116,3.4
E05011117,3.6
E05013754,1.5
E05013755,1.8
E05013756,1.8
E05013757,1.4
E05013758,1.3
E05013759,3
E05013760,1.1
E05013761,1.8
E05013762,2.3
E05013763,0.8
E05013764,1.5
E05013765,2.9
E05013766,1.3
E05013767,2.8
E05013768,1.7
E05013769,2
E05013770,1.8
E05013771,2.8
E05013772,1.5
E05013773,0.7
E05009317,3.2
E05009318,3.7
E05009319,3.3
E05009320,2.2
E05009321,3
E05009322,2.4
E05009323,4.1
E05009324,4.2
E05009325,2.6
E05009326,4.8
E05009327,2.5
E05009328,2.8
E05009329,2.1
E05009330,4
E05009331,3.3
E05009332,3.4
E05009333,3.7
E05009334,2.6
E05009335,2.9
E05009336,4.1
E05013882,2.8
E05013883,2.7
E05013884,2
E05013885,1.6
E05013886,1.5
E05013887,2.5
E05013888,2
E05013889,1.9
E05013890,1.7
E05013891,2.4
E05013892,2.3
E05013893,2.3
E05013894,1.8
E05013895,2.5
E05013896,2.4
E05013897,2.7
E05013898,2.7
E05013899,1.6
E05013900,1.6
E05013901,2.3
E05013902,2.3
E05013903,2.4
E05014009,1.8
E05014010,3.8
E05014011,2.2
E05014012,3
E05014013,2.2
E05014014,1.7
E05014015,2.7
E05014016,1.4
E05014017,2.4
E05014018,3.3
E05014019,2
E05014020,2.2
E05014021,1.7
E05014022,1.8
E05014023,2.2
E05014024,2
E05014025,2.2
E05014026,1.6
E05014027,1.6
E05014028,2
E05014029,2.3
E05014030,1.6
E05013792,4.5
E05013793,4
E05013794,4.2
E05013795,2.4
E05013796,4.8
E05013797,3.8
E05013798,6.2
E05013799,5.2
E05013800,3.8
E05013801,5
E05013802,3.6
E05013803,3.6
E05013804,2.9
E05013805,5.1
E05013806,5.1
E05013807,4.1
E05013808,5.8
E05013809,4
E05002249,2.5
E05002250,2
E05002251,2.6
E05002252,2.9
E05002253,0.9
E05002254,1.2
E05002255,2.9
E05002256,5.6
E05002257,1.7
E05002258,0.9
E05002259,1.9
E05002260,1.5
E05002261,2
E05002262,2.3
E05002263,1.4
