mnemonic,percent_fuel
E05010467,1.4
E05010468,1.1
E05010469,2.3
E05010470,1.8
E05010471,2.3
E05010472,1.8
E05010473,2.4
E05010474,1.2
E05010475,2.2
E05010476,2.4
E05010477,1.5
E05010478,1.6
E05012632,1.8
E05012633,38.9
E05012634,10.7
E05012635,23.4
E05012636,26.3
E05012637,14.2
E05012638,6.6
E05012639,14.6
E05012640,11.7
E05012641,3
E05012642,1.6
E05012643,1.9
E05012644,20.4
E05012645,2.2
E05012646,4.9
E05012270,1.4
E05012271,1.6
E05012272,2
E05012273,1.7
E05012274,1.5
E05012275,1.7
E05012276,1.4
E05012277,3.9
E05012278,1.6
E05012279,1.1
E05012280,1.8
E05012281,2.6
E05012282,1.3
E05012283,1.7
E05012284,2.2
E05012285,2
E05012286,2.1
E05012287,2.6
E05012288,1.6
E05012289,0.8
E05013213,1.8
E05013214,1.8
E05013215,2.1
E05013216,3.6
E05013217,1.1
E05013218,1.4
E05013219,6.2
E05013220,3.2
E05013221,1.8
E05013222,1.5
E05013223,1.7
E05013224,3
E05013225,5.4
E05013226,4.9
E05013227,1.5
E05013228,1.3
E05013229,1.8
E05013230,1.5
E05013231,17.3
E05013232,3.3
E05013233,8.3
E05013234,1.3
E05013235,2.5
E05013236,15.2
E05013237,1.3
E05013238,2.1
E05013239,2.4
E05013240,2.4
E05013241,1.5
E05013242,2
E05013243,33.2
E05013244,23.2
E05013245,9.5
E05013246,2.9
E05013247,2.7
E05013248,3.5
E05013249,1.9
E05013250,7.5
E05013251,2.2
E05013252,1.6
E05013253,1.6
E05013254,1.3
E05013255,4.8
E05013256,2
E05013257,1.6
E05013258,1.9
E05013259,17.2
E05013260,15.3
E05013261,3.8
E05013262,1.5
E05013263,2.3
E05013264,2.4
E05013265,35.5
E05013266,2
E05013267,2.6
E05013268,4.2
E05013269,11.5
E05003280,2.1
E05003281,21.1
E05003282,2.2
E05003283,1.5
E05003284,2.4
E05003286,1.9
E05003287,13.7
E05003289,3.4
E05003290,1.6
E05003292,1.7
E05003293,2.3
E05003295,2.7
E05003296,2.1
E05003297,1.4
E05003299,1.8
E05003300,14.1
E05003301,1.7
E05003302,8
E05008520,2.3
E05008521,1.2
E05008522,0.9
E05008523,2.2
E05008524,4.8
E05011983,5.5
E05011984,4.1
E05011985,3
E05011986,3.9
E05011987,3.5
E05011988,1.7
E05011989,2.4
E05011990,5
E05011991,3.9
E05011992,7.9
E05011993,2.8
E05011994,2.4
E05011995,2.5
E05011996,1.8
E05011997,1.7
E05011998,2.8
E05011999,3.5
E05003323,2
E05003324,2
E05003325,1.1
E05003326,1
E05003327,1
E05003328,1.8
E05003329,2.5
E05003330,1.9
E05003331,0.4
E05003332,1.1
E05003333,3.7
E05003334,2.5
E05003335,1.7
E05003336,2.3
E05003337,1.5
E05003338,2.4
E05003339,1.6
E05003340,0.7
E05003341,1
E05003342,4.1
E05003343,2.1
E05003344,7
E05003345,12.7
E05003346,25.4
E05003347,5.5
E05003348,53.4
E05003349,5.5
E05003350,35
E05003351,3.5
E05003352,52.9
E05003353,50.3
E05003354,49.9
E05003355,5.5
E05003356,24.6
E05003357,18
E05003358,16.8
E05003359,6
E05003360,2.9
E05003361,4
E05003362,55.5
E05003363,10
E05003364,5.5
E05003365,8.4
E05003366,5.1
E05010604,2
E05010605,2.1
E05010606,2
E05010607,2.5
E05010608,1.3
E05010609,2.1
E05010610,1.6
E05010611,2.4
E05010612,2
E05010613,6.1
E05010614,2.1
E05010615,1.8
E05010616,1.8
E05010617,1.8
E05010618,1.7
E05010619,1.8
E05010620,0.9
E05010621,2.1
E05010622,1.6
E05010623,3
E05010624,9.3
E05010625,10.4
E05010626,2
E05010627,6.1
E05010628,1.9
E05010629,1.4
E05010630,2.6
E05010631,1.1
E05010632,1.2
E05010633,2.1
E05010634,1.4
E05010635,3
E05010636,11.9
E05010637,2.1
E05010638,8.4
E05010639,2.5
E05010640,3.1
E05010641,1.5
E05010642,1.5
E05010643,5.6
E05010644,8.4
E05010645,0.6
E05010646,1.2
E05010647,1.8
E05010648,1.4
E05010649,3.3
E05010650,2.2
E05012040,21.9
E05012041,18.4
E05012042,6.4
E05012043,2.5
E05012044,2.3
E05012045,0.7
E05012046,1
E05012047,0.9
E05012048,1.4
E05012049,2.7
E05012050,3.5
E05012051,1
E05012052,2.5
E05012053,2.5
E05012054,2.3
E05012055,1.8
E05012056,2.7
E05012057,2.7
E05012058,6.1
E05012059,4.7
E05012060,7.8
E05012061,1.4
E05012062,2.9
E05012063,4.3
E05008809,3
E05008810,1.8
E05008811,6.7
E05008812,1.4
E05008813,9.7
E05008814,7
E05008815,4.8
E05008816,1.7
E05008817,3
E05008818,9.1
E05008819,13.5
E05008820,2.8
E05008821,1.9
E05008822,3.8
E05008823,7
E05005408,0.8
E05005409,1.5
E05005410,1.4
E05005411,4.2
E05005412,1.2
E05005413,1.4
E05005414,0.6
E05005416,1.3
E05005417,2
E05005418,0.9
E05005419,4.1
E05005420,0.9
E05005421,1
E05005422,1.5
E05005423,1.1
E05005424,3.4
E05009619,0.8
E05009620,1
E05005426,0.6
E05005427,2.3
E05005428,1
E05005429,1
E05005430,1
E05005431,4.2
E05005432,2.3
E05005433,1.3
E05005434,1.7
E05005435,1.9
E05005436,2.6
E05005437,0.9
E05005438,0.8
E05005439,1.4
E05005440,1.5
E05005441,1.5
E05005442,1
E05005443,3.5
E05005444,1.5
E05005445,0.8
E05005446,1.6
E05005447,1.3
E05005448,1.3
E05005449,1.1
E05005450,1.3
E05005451,11.7
E05005452,1.4
E05005453,6.2
E05011964,36
E05011965,45.9
E05011966,2.6
E05011967,2.6
E05011968,13.7
E05011969,5.8
E05011970,8.1
E05011971,2.9
E05011972,14.9
E05011973,2.4
E05011974,2.3
E05011975,1.5
E05011976,1.3
E05011977,1.7
E05011978,1.4
E05011979,32.9
E05011980,17.6
E05011981,3.8
E05011982,6.8
E05005479,11.8
E05005480,10.9
E05005481,1.8
E05005482,1.4
E05005483,1.4
E05005484,20.1
E05005485,1.3
E05005486,1.1
E05005487,2.2
E05005488,1.5
E05005489,1.3
E05005490,1.9
E05005491,2.5
E05005492,9
E05005493,3.3
E05005494,16.6
E05005495,3.8
E05005496,4.6
E05005497,58.3
E05005498,31
E05005499,12.7
E05005500,12.8
E05005501,2.5
E05005502,2.9
E05005503,2.3
E05005504,2.3
E05005505,1.9
E05005506,3.1
E05005507,12.9
E05005508,38.2
E05005509,51.9
E05005510,40.9
E05010090,20.8
E05010091,1.3
E05010092,1.6
E05010093,2.4
E05010094,2.6
E05010095,1.8
E05010096,10.3
E05010097,1.4
E05010098,3.1
E05010099,2.3
E05010100,2.4
E05010101,1
E05010102,2.5
E05010103,4.7
E05010104,1.5
E05010105,2.2
E05010106,7.3
E05010107,2.6
E05010108,1.2
E05010109,1.5
E05010110,1.9
E05010111,1.7
E05010112,2.1
E05010113,3.9
E05010114,1.6
E05010115,2.2
E05010116,6
E05010117,3.1
E05010118,4
E05010119,34.7
E05010120,6.1
E05010121,3
E05010122,2.3
E05010123,2.1
E05010124,2.1
E05010125,1.7
E05010126,22.4
E05010127,44.5
E05005531,0.5
E05005532,0.7
E05005533,1.4
E05005534,0.5
E05005535,0.7
E05005536,1.5
E05005537,0.8
E05005538,1.5
E05005539,1.5
E05005540,1
E05009621,34.5
E05009622,2.7
E05009623,4.9
E05009624,51.4
E05009625,12.7
E05009626,58.1
E05009627,3.1
E05009628,2.6
E05009629,1.9
E05009630,3.5
E05009631,24.2
E05009632,2.5
E05009633,2
E05009634,2.8
E05009635,3.4
E05009873,11.2
E05009874,40.7
E05009875,10.7
E05009876,42.9
E05009877,26.5
E05009878,54.8
E05009879,63.8
E05009880,61.2
E05009881,22.5
E05009882,47.1
E05009883,62.5
E05009884,18.4
E05009885,6.4
E05009886,17.7
E05009887,40.1
E05009888,5.7
E05009889,61.1
E05009890,2.8
E05009891,3.4
E05009892,41.6
E05009893,3.9
E05009894,1.9
E05009895,4.5
E05009896,4.3
E05009897,3.7
E05009898,43.6
E05009899,3.5
E05009900,5.6
E05009901,54
E05009902,22.6
E05009903,3.5
E05009904,42.6
E05009905,53.2
E05009906,4.1
E05009907,47.2
E05009908,7.7
E05009909,50
E05010784,2.1
E05010785,0.8
E05010786,1.8
E05010787,1.6
E05010788,1.2
E05010789,1.4
E05010790,0.7
E05010791,0.9
E05010792,0.8
E05010793,2.7
E05010794,0.7
E05005618,18.7
E05005619,45.3
E05005620,59.2
E05005621,2.6
E05005622,12.6
E05005623,19.2
E05005624,32.8
E05005625,17.4
E05005626,4.3
E05005627,44.9
E05005628,22.3
E05005629,24.7
E05005630,1.7
E05005631,2.4
E05005632,1.9
E05005633,2.3
E05005634,2
E05005635,62.5
E05005636,3.2
E05005637,4.5
E05005638,2.8
E05005639,3.4
E05005640,3.1
E05005641,2.2
E05005642,2.6
E05005643,3
E05005644,20.4
E05005645,25.6
E05005646,18.5
E05005647,38.8
E05005648,50
E05005649,3.7
E05005650,18.2
E05005651,28.9
E05005652,18.6
E05005653,2.5
E05005654,1.7
E05005655,2.3
E05005656,3.8
E05005657,5.2
E05005658,2.3
E05005659,11.2
E05005660,54.1
E05005661,40.5
E05010148,56.3
E05010149,4.7
E05010150,22.8
E05010151,2.1
E05010152,3.8
E05010153,2.8
E05010154,9.4
E05010155,58.3
E05010156,7.4
E05010157,17.5
E05010158,61.4
E05010159,1.8
E05010160,2.8
E05010161,1.8
E05010162,2.2
E05010163,3.3
E05010164,2.7
E05010165,2.9
E05010166,21.1
E05010167,57.7
E05010168,53.6
E05010169,3.1
E05010170,8.6
E05010171,31.6
E05010172,1.7
E05010173,2.3
E05010174,2.4
E05010175,1.7
E05010176,56.9
E05010177,19.9
E05009636,21.7
E05009637,8.6
E05009638,7.3
E05009639,16.4
E05009640,2.1
E05009641,1.9
E05009642,3.5
E05009643,31.8
E05009644,42.7
E05009645,19.1
E05009646,16.4
E05009647,4
E05009648,11.9
E05009649,9.1
E05009650,23.1
E05009651,14.8
E05009652,5.4
E05009653,44.2
E05009654,48.5
E05009655,30.4
E05010673,1.5
E05010674,2.4
E05010675,1.2
E05010676,2
E05010677,1.8
E05010678,2.1
E05010679,1.7
E05010680,1.3
E05010681,1.6
E05010682,2.1
E05010683,2.2
E05010684,2.3
E05010685,2.8
E05010686,1.2
E05010687,1.8
E05010688,1.9
E05010689,2
E05010690,2.1
E05010691,9.6
E05010692,2
E05010693,2.4
E05010694,2
E05010695,2.4
E05006377,9.3
E05006378,10.1
E05006379,4.3
E05006380,23.7
E05006381,56.3
E05006382,3.8
E05006383,2.2
E05006384,2
E05006385,2.2
E05006386,51.9
E05006387,4.7
E05006388,5.8
E05006389,5
E05006390,53
E05006391,24.4
E05006392,38.7
E05006393,23.5
E05006394,49.9
E05006395,50.1
E05006396,4
E05006397,2.5
E05006398,1.9
E05006399,2.9
E05006400,3.1
E05006401,4.3
E05010514,0.7
E05010515,1.6
E05010516,1.5
E05010517,1.3
E05010518,1.8
E05010519,1.7
E05010520,0.7
E05010521,2.6
E05010522,1.4
E05010523,2.6
E05010524,1.4
E05010525,1.2
E05010526,1.5
E05010527,1.8
E05010528,0.9
E05010529,1.4
E05010530,1
E05010531,2.1
E05010532,0.8
E05010533,1.3
E05009689,2.8
E05009690,3.1
E05009691,1.2
E05009692,1.7
E05009693,1.2
E05009694,1.3
E05009695,1.1
E05009696,1.4
E05009697,4.4
E05009698,1
E05009699,1.3
E05009700,1.8
E05009701,4.1
E05009702,1.3
E05009703,0.7
E05009704,0.6
E05009705,1
E05009706,0.9
E05009707,0.3
E05008857,1.7
E05008858,0.6
E05008859,1.5
E05008860,1.7
E05008861,2.1
E05008862,2.4
E05008863,0.9
E05008864,1.1
E05008865,1.1
E05008866,0.4
E05008867,0.9
E05008868,1.9
E05008869,1.8
E05008870,1.1
E05008871,1.8
E05008872,1.7
E05008873,3.2
E05008874,2.1
E05008875,3.8
E05008876,6.3
E05008877,1.5
E05008878,1.9
E05008879,0.8
E05008880,1
E05008881,2.9
E05008882,2.8
E05008883,1.5
E05008884,2.5
E05008885,1.9
E05008886,2.9
E05008887,1.4
E05008888,4.2
E05008889,2.7
E05008890,3.1
E05008891,2.1
E05008892,1
E05010064,2.3
E05010066,5.8
E05010067,6.1
E05010068,2.1
E05010070,21.7
E05010071,2.3
E05010072,10.7
E05010073,3.7
E05010075,4.2
E05010076,4.9
E05010077,65.4
E05010078,4.4
E05010079,14.6
E05010080,3.4
E05010081,8.1
E05010082,60.2
E05010083,15.9
E05011552,6.1
E05011553,1.8
E05011554,2.9
E05011555,6.6
E05009708,1.5
E05009709,1.6
E05009710,1.1
E05009711,18.5
E05009712,1.4
E05009713,1.7
E05009714,11.8
E05009715,2.2
E05009716,7.8
E05009717,0.9
E05009718,2
E05009719,0.6
E05009720,10.9
E05009721,8.6
E05009722,1.4
E05009723,2.1
E05009724,1.3
E05009725,1
E05009726,16.7
E05009727,1.1
E05009728,1.8
E05009729,3.8
E05009730,21.2
E05009731,4
E05009732,2.4
E05009438,27.6
E05009439,2.9
E05009440,18.7
E05009441,3.1
E05009442,55.7
E05009443,43.4
E05009444,36
E05009445,6.6
E05009446,31.1
E05009447,6.9
E05009448,52.2
E05009449,3.9
E05009450,2.5
E05009452,27.9
E05009453,3.2
E05009454,49.2
E05009455,52.6
E05009456,2.2
E05009457,13.9
E05009458,36.1
E05009459,3.6
E05009460,6.2
E05009461,16.9
E05009462,52.8
E05009463,3
E05009464,17.9
E05009465,6.8
E05009466,11.1
E05009467,3.6
E05009468,7.1
E05009469,25.7
E05009470,10.5
E05009471,5.5
E05009472,53.4
E05009473,43.6
E05009474,2.1
E05009475,54.4
E05009476,37.7
E05009478,3.1
E05009479,4.2
E05009480,3.3
E05009481,5.6
E05009482,3
E05009485,51
E05009486,2.8
E05009487,46.9
E05009488,2.9
E05009489,3.6
E05009490,34
E05012957,11.5
E05012958,20.5
E05012959,20.6
E05012960,18.5
E05009966,2.8
E05009967,1
E05009968,1.7
E05009969,1.6
E05009970,13.4
E05009971,1.6
E05009972,1.9
E05009973,1.8
E05009974,1.1
E05009975,22.5
E05009976,1.3
E05009977,1.4
E05009978,1.6
E05009979,1.8
E05009980,3.2
E05009981,1.4
E05009982,1.3
E05009983,1
E05009984,2.1
E05009985,1.2
E05009986,1.1
E05009987,1.5
E05009988,1.4
E05009989,0.9
E05009990,1.5
E05009991,1.3
E05009992,1.5
E05009993,1.4
E05009994,24.6
E05009995,1.7
E05008714,1.6
E05008715,1.7
E05008716,1.2
E05008717,1.9
E05008718,1.1
E05008719,1
E05008720,2.4
E05008721,1.2
E05008722,1.7
E05008723,1.7
E05008724,2
E05008725,1.4
E05008726,1.3
E05008727,2.5
E05008728,2.5
E05008729,1.8
E05008730,1.5
E05008731,1.2
E05008732,1.2
E05008733,0.9
E05008734,3.1
E05008735,1.7
E05008736,1.3
E05008737,2.2
E05008738,2.1
E05008739,2.1
E05008740,1
E05008741,1.5
E05008742,0.7
E05008743,1.3
E05008744,2.2
E05008745,2.2
E05008746,1.5
E05008747,0.9
E05008748,1.5
E05008749,1.8
E05008750,1
E05008136,3
E05008137,7.5
E05008138,30.8
E05008139,2.7
E05008140,2.1
E05008141,4.9
E05008142,3.6
E05008143,49.2
E05008144,4.6
E05008145,6.3
E05008146,4.3
E05008147,4.5
E05008148,46.7
E05008149,38.2
E05008150,3.2
E05008151,38.6
E05008152,51.8
E05008153,17.7
E05008154,37.9
E05008155,38.3
E05008156,50.8
E05008157,2.7
E05008158,50.6
E05008159,3.2
E05008160,2.1
E05008161,8.2
E05008162,51.3
E05008163,55.8
E05008164,24.3
E05008165,48.3
E05008166,3.6
E05008167,5.8
E05008168,13.7
E05008169,21.9
E05008170,2.4
E05008171,3.1
E05008172,17.3
E05008173,2
E05008174,23.1
E05008178,3
E05008179,57.3
E05008180,2.8
E05008181,2.9
E05008183,18.8
E05008186,42.1
E05008187,20.5
E05008188,8.5
E05008189,10.6
E05008190,1.8
E05008191,31.4
E05008192,46.3
E05008193,2.9
E05008194,18.3
E05008195,3.9
E05008196,26.1
E05008198,49
E05009281,15.8
E05009282,2.5
E05009283,4.4
E05009284,4.7
E05009285,24.6
E05009286,35.6
E05009287,28.3
E05006902,1.4
E05006903,1.2
E05006904,1.4
E05006905,1.2
E05006906,1
E05006907,2.8
E05006908,1.8
E05006909,1.3
E05006910,1.1
E05006911,0.9
E05006912,1.6
E05006913,1.6
E05006914,1.8
E05006915,1.6
E05006916,1.2
E05006917,42
E05006918,3.3
E05006919,25.8
E05006920,2
E05006921,1.9
E05006922,2.4
E05006923,34
E05006924,43.2
E05006925,2.9
E05006926,2.5
E05006927,2.2
E05006928,10.2
E05006929,4
E05006930,3
E05006931,3.1
E05006932,2.5
E05006933,2.2
E05006934,4.9
E05006935,23.2
E05006936,2.1
E05006937,23.4
E05010651,2.4
E05010652,3.8
E05010653,2
E05010654,1.6
E05010655,17.7
E05010656,1.7
E05010657,0.8
E05010658,1.7
E05010659,11.2
E05010660,1.2
E05010661,1.6
E05010662,3.7
E05010663,3.1
E05010664,1.6
E05010665,3.3
E05010666,23.8
E05010667,40.9
E05010668,1.3
E05010669,0.8
E05010670,1.6
E05010671,1.9
E05010672,7.8
E05011415,4.5
E05011416,1.6
E05011417,0.7
E05011418,2
E05011419,1.3
E05011420,1.4
E05011421,3.7
E05011422,1.1
E05011423,1.2
E05011424,22.9
E05011425,6.8
E05011426,25.9
E05011427,1.6
E05011428,1.8
E05011429,1.3
E05011430,1.4
E05011431,0.9
E05011432,2.6
E05011433,1.3
E05011434,1.1
E05011435,1.1
E05006988,1.7
E05006989,4.9
E05006990,2.7
E05006991,1.6
E05006992,2.2
E05006993,2.2
E05006994,2.5
E05006995,2.7
E05006996,2.6
E05006997,1.4
E05006998,4.1
E05006999,3.8
E05007000,4.4
E05007001,11.1
E05007002,9.3
E05007003,1.8
E05007004,9.6
E05007005,8.5
E05007006,0.6
E05007007,1.8
E05007008,17.8
E05007009,25.5
E05007010,3.7
E05007011,1.7
E05007012,1.6
E05010479,7
E05010480,1.7
E05010481,2
E05010482,2
E05010483,1.9
E05010484,27
E05010485,2.5
E05010486,5.7
E05010487,22.9
E05010488,6.8
E05010489,1.5
E05010490,1.3
E05010491,1.6
E05010492,2.1
E05010493,2.4
E05010494,23.1
E05010495,1.1
E05010496,2.2
E05010497,1.7
E05010498,28.1
E05010499,14.3
E05010500,2.2
E05010501,1.6
E05007039,17
E05007040,13.5
E05007041,2
E05007042,59.5
E05007043,6.1
E05007044,6.1
E05007045,2.5
E05007046,4.4
E05007047,27.8
E05007048,2.5
E05007049,3.6
E05007050,5.5
E05007051,5
E05007052,10.8
E05007053,10.4
E05007054,16.7
E05007055,50.5
E05007056,3.1
E05007057,55.9
E05007058,36.8
E05007059,25.5
E05007060,3.1
E05007061,3.1
E05007062,3.5
E05007063,3.1
E05007064,49.4
E05007065,5.6
E05007066,0.8
E05007067,1.6
E05007068,1.7
E05007069,1.5
E05007070,1.1
E05007071,1.4
E05007072,1.3
E05007073,1
E05007074,1.1
E05007075,1.4
E05007457,5.6
E05007458,2.2
E05007459,1.5
E05007460,2.9
E05007461,9.4
E05007462,1.9
E05007463,1.5
E05007464,11.4
E05007465,3.7
E05007466,19.6
E05007467,2.8
E05007468,5.9
E05007469,3.2
E05007470,8.4
E05007471,2.1
E05007472,2.8
E05007473,2.9
E05007474,1.9
E05007475,1.9
E05007476,1.5
E05007477,2.2
E05007478,1.4
E05007479,1.8
E05007480,2
E05007481,1.7
E05007482,1.6
E05007483,1.8
E05007484,1.3
E05007485,1.8
E05007486,0.8
E05007487,1.8
E05007488,0.8
E05007489,1.8
E05007490,0.8
E05008974,1.7
E05008975,1
E05008976,9.1
E05008977,1.2
E05008979,2
E05008980,19.5
E05008981,1.4
E05008982,1.5
E05008983,1.2
E05008984,7.4
E05008985,1
E05008986,1.2
E05008988,9.4
E05010758,1.5
E05010759,5.3
E05010760,3.7
E05010178,2.7
E05010179,18
E05010180,1.7
E05010181,3.4
E05010182,7.9
E05010183,21.7
E05010184,3.1
E05010185,49.2
E05010186,2.4
E05010187,3.2
E05010188,45.6
E05010189,2.4
E05010190,12.4
E05010191,3.3
E05010192,10.8
E05010193,37.2
E05010194,21.6
E05010195,9.4
E05010196,23.6
E05010197,29.8
E05010198,52.4
E05010199,6.2
E05010200,9.3
E05010201,2.1
E05010202,30.9
E05010203,2.8
E05010204,3.5
E05010205,7.8
E05010206,2.8
E05010207,20.3
E05010208,2.7
E05010209,3.2
E05010210,27.8
E05010211,14.1
E05010212,3.3
E05010213,21.8
E05012615,2
E05012616,7.4
E05012617,10.5
E05012618,23.2
E05012619,1.5
E05012620,2.2
E05012621,2
E05012622,2.7
E05012623,1.2
E05012624,1.5
E05012625,1.7
E05012626,6.7
E05012627,1.7
E05012628,0.9
E05012629,1
E05012630,2.5
E05012631,1.4
E05009823,12.1
E05009824,2
E05009825,1.1
E05009826,4.4
E05009827,5
E05009828,11.5
E05009829,1.9
E05009830,1.4
E05009831,0.8
E05009832,1.3
E05009833,1
E05009834,0.7
E05009835,1.1
E05009836,0.9
E05009837,0.7
E05009838,1
E05009839,2.1
E05009840,1.1
E05009841,2.1
E05009842,1.4
E05009843,18.8
E05009844,1
E05009845,1.9
E05009846,1.7
E05009847,1.3
E05009848,1.1
E05009849,0.9
E05009850,11
E05009851,1.3
E05009852,6
E05007846,37.4
E05007847,33.5
E05007848,16.5
E05007849,3.3
E05007850,2.9
E05007851,23.3
E05007852,13.2
E05007853,43.3
E05007854,3.3
E05007855,49
E05007856,44.9
E05007857,40.1
E05007858,2.6
E05007859,13.3
E05007860,2.8
E05007861,53.7
E05007862,45.5
E05007863,16.4
E05007864,21.6
E05007865,4.2
E05007866,3.6
E05007867,48.9
E05007868,1.5
E05007869,5.1
E05007870,0.7
E05007871,1.8
E05007872,0.9
E05007873,1.5
E05007874,1.3
E05007875,0.8
E05007876,1.2
E05007877,0.9
E05007878,1.1
E05007879,1
E05007880,2.7
E05007881,1.5
E05007882,1.3
E05007883,2.9
E05007884,1.7
E05007885,1.7
E05007886,1.9
E05007887,2.4
E05007888,1.5
E05007889,1.3
E05007890,0.7
E05007891,1.2
E05007892,2
E05007893,1.1
E05007894,0.7
E05007895,7.3
E05007896,3.2
E05007897,41.8
E05007898,5.7
E05007899,3.5
E05007900,4.5
E05007901,9.8
E05007902,20.6
E05007903,1.4
E05007904,1.8
E05007905,2
E05007906,1.8
E05007907,1.7
E05007908,24.2
E05007909,30.7
E05007910,2.5
E05007911,2.5
E05007912,27.6
E05007913,1.7
E05007914,14.4
E05007915,8.9
E05007916,16.8
E05007917,22.7
E05007918,1.7
E05007919,12.9
E05007920,13
E05007921,37.2
E05007922,2.5
E05007923,16.9
E05007924,30.9
E05007925,3.7
E05007926,52.6
E05010502,1.9
E05010503,2.6
E05010504,15.9
E05010505,2.4
E05010506,2.1
E05010507,1.8
E05010508,1.7
E05010509,2
E05010510,1.8
E05010511,1.8
E05010512,9.1
E05010513,8.6
E05011118,2.7
E05011119,2.3
E05011120,2
E05011121,2.7
E05011122,2.4
E05011123,1.9
E05011124,2.2
E05011125,2.7
E05011126,4
E05011127,2.9
E05011128,2
E05011129,1.7
E05011130,2.3
E05011131,2
E05011132,1.2
E05011133,2.2
E05011134,2.4
E05011135,3.2
E05011136,1.4
E05011137,2.8
E05011138,2.5
E05011139,3.7
E05011140,1.9
E05011141,1.2
E05011142,2.6
E05011143,2.5
E05011144,2.2
E05011145,3.1
E05011146,2.1
E05011147,2.1
E05011148,1.9
E05011149,1.9
E05011150,2.5
E05011151,4.8
E05011152,2.1
E05011153,2.5
E05011154,2.8
E05011155,4
E05011156,3.1
E05011157,3.3
E05011158,2
E05011159,2.8
E05011160,2.3
E05011161,1.9
E05011162,1.6
E05011163,1.7
E05011164,1.7
E05011165,1.7
E05011166,2.1
E05011167,2.5
E05011168,4
E05011169,2.6
E05011170,3.3
E05011171,2.3
E05011172,2.1
E05011173,3.1
E05011174,0.8
E05011175,1.4
E05011176,2.1
E05011177,0.8
E05011178,2
E05011179,1.6
E05011180,1.6
E05011181,1.2
E05011182,3.7
E05011183,2.6
E05011184,2.2
E05011185,2.1
E05011186,2.6
E05001218,2.4
E05001219,1.8
E05001220,2.4
E05001221,1.3
E05001222,2.2
E05001223,1.8
E05001224,1.8
E05001225,2.6
E05001226,1.7
E05001227,2.3
E05001228,3.1
E05001229,2.4
E05001230,2.3
E05001231,0.8
E05001232,1.5
E05001233,2.3
E05001234,1.5
E05001235,1.7
E05001236,1.8
E05001237,1.7
E05001238,2.6
E05001239,1.9
E05001240,1.2
E05001241,2
E05001242,2.3
E05001243,1.4
E05001244,1.3
E05001245,1.4
E05001246,1
E05001247,1.1
E05001248,1.1
E05001249,2.1
E05001250,2.4
E05001251,0.7
E05001252,0.9
E05001253,2.1
E05001254,2
E05001255,2
E05001256,1.2
E05001257,1.5
E05001258,1.7
E05001259,1.8
E05001260,2.2
E05001261,1.8
E05001262,1.8
E05001263,2.1
E05001264,1.6
E05001265,1.6
E05001266,1.8
E05001267,1.6
E05001268,2.1
E05001269,1.8
E05001270,2.2
E05001271,2
E05001272,1.5
E05001273,1.6
E05001274,1.7
E05001275,1.6
E05001276,1.9
E05001277,2.1
E05001278,2.1
E05001279,1.7
E05001280,1.9
E05001281,1.8
E05001282,2
E05001283,2.3
E05001284,4.4
E05001285,2
E05001286,1
E05001287,4
E05001288,1.7
E05001289,1.5
E05001290,1.8
E05001291,3.2
E05001292,1.6
E05001293,5.4
E05001294,1.4
E05001295,0.5
E05001296,1.4
E05001297,1.2
E05001298,1.4
E05001299,1.1
E05001300,2.5
E05001301,1.3
E05001302,1.2
E05001303,1.4
E05001304,2
E05001305,1.5
E05001306,1.3
E05001307,1.5
E05001308,1.6
E05001309,2.1
E05001310,1.3
E05001311,2.1
E05001312,1.3
E05001313,1.6
E05001314,2.5
E05001315,1.6
E05001316,2.2
E05001317,1.3
E05001318,0.8
E05001319,1.2
E05001320,2.1
E05001321,1.8
E05001322,1.7
E05001323,1.9
E05001324,1.7
E05001325,1.9
E05001326,1.9
E05001327,1.8
E05001328,2.2
E05001329,2.6
E05001330,2.7
E05001331,1.6
E05001332,1.7
E05001333,3
E05001334,1.1
E05001335,2.3
E05001336,1.9
E05001337,1.1
E05001338,1.5
E05001339,1.6
E05001340,1.6
E05010805,35.5
E05010806,1.3
E05010807,2.8
E05010808,1.6
E05010809,2.2
E05010810,8.6
E05010811,1.4
E05010812,2
E05010813,20.2
E05010814,1.6
E05010815,1
E05010816,1
E05010817,2.1
E05010818,1.4
E05010819,1.1
E05010820,2.1
E05010821,1.6
E05010822,1.5
E05010823,1
E05010824,1.8
E05010825,0.9
E05010826,16.4
E05002193,0.8
E05002194,2.8
E05002195,1.3
E05002196,1.7
E05002197,1.7
E05002198,2.6
E05002199,1.9
E05002200,2.6
E05002201,0.8
E05002202,2
E05002203,1.8
E05002204,1.6
E05002205,1.8
E05002206,1.5
E05002207,2
E05002208,3
E05002209,1.5
E05002210,1.3
E05002211,1.8
E05002212,1.2
E05002213,1.2
E05002214,1.7
E05002215,0.6
E05002216,1.9
E05002217,1.1
E05002218,3
E05002219,1.3
E05002220,1.3
E05002221,1.7
E05002222,2
E05002223,0.9
E05002224,0.8
E05002225,1.5
E05002226,1.7
E05002227,0.6
E05002228,1
E05002229,2.3
E05002230,2.3
E05002231,1.1
E05002232,1.1
E05002233,1.2
E05002234,3.2
E05002235,3.6
E05002236,1.7
E05002237,1.2
E05002238,2
E05002239,1.9
E05002240,2.7
E05002241,1.4
E05002242,1.1
E05002243,1.5
E05002244,1.1
E05002245,1.3
E05002246,2.1
E05002247,2.2
E05002248,3.4
